States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Dadra & Nagar Haveli  ,,Total Kharif Pulses,2002-2003,3.00,2.60,867
Delhi,,Total Kharif Pulses,2002-2003,0.30,0.30,1000
Goa,,Total Kharif Pulses,2002-2003,0.20,0.20,1000
Gujarat,,Total Kharif Pulses,2002-2003,636.00,296.10,466
Haryana,,Total Kharif Pulses,2002-2003,64.60,34.90,540
Himachal Pradesh,,Total Kharif Pulses,2002-2003,24.20,5.70,236
Jammu & Kashmir,,Total Kharif Pulses,2002-2003,26.80,12.70,474
Jharkhand,,Total Kharif Pulses,2002-2003,149.50,123.70,827
Karnataka,,Total Kharif Pulses,2002-2003,1310.90,375.90,287
Kerala,,Total Kharif Pulses,2002-2003,1.50,1.20,800
Madhya Pradesh,,Total Kharif Pulses,2002-2003,947.10,366.30,387
Maharashtra,,Total Kharif Pulses,2002-2003,2659.20,1561.90,587
Manipur,,Total Kharif Pulses,2002-2003,5.40,2.60,481
Meghalaya,,Total Kharif Pulses,2002-2003,2.00,1.40,700
Mizoram,,Total Kharif Pulses,2002-2003,2.50,2.70,1080
Nagaland,,Total Kharif Pulses,2002-2003,14.00,14.00,1000
Odisha,,Total Kharif Pulses,2002-2003,415.30,139.00,335
Puducherry,,Total Kharif Pulses,2002-2003,0.10,0.10,1000
Punjab,,Total Kharif Pulses,2002-2003,27.70,19.30,697
Rajasthan,,Total Kharif Pulses,2002-2003,1335.20,113.20,85
Sikkim,,Total Kharif Pulses,2002-2003,0.40,0.30,750
Tamil Nadu,,Total Kharif Pulses,2002-2003,194.70,62.70,322
Tripura,,Total Kharif Pulses,2002-2003,4.70,3.00,638
Uttar Pradesh,,Total Kharif Pulses,2002-2003,782.40,508.40,650
Uttarakhand,,Total Kharif Pulses,2002-2003,27.00,17.00,630
West Bengal,,Total Kharif Pulses,2002-2003,53.10,35.40,667
India,,Total Kharif Pulses,2002-2003,9950.40,4151.00,417
Andhra Pradesh,,Total Kharif Pulses,2003-2004,1126.00,538.00,478
Arunachal Pradesh,,Total Kharif Pulses,2003-2004,3.40,3.40,1000
Assam,,Total Kharif Pulses,2003-2004,7.00,5.00,714
Bihar,,Total Kharif Pulses,2003-2004,98.50,88.00,893
Chhattisgarh,,Total Kharif Pulses,2003-2004,235.80,87.00,369
Dadra & Nagar Haveli  ,,Total Kharif Pulses,2003-2004,3.20,2.80,875
Delhi,,Total Kharif Pulses,2003-2004,0.00,0.60,-
Goa,,Total Kharif Pulses,2003-2004,0.50,0.30,600
Gujarat,,Total Kharif Pulses,2003-2004,677.90,487.50,719
Haryana,,Total Kharif Pulses,2003-2004,68.70,36.90,537
Himachal Pradesh,,Total Kharif Pulses,2003-2004,24.30,6.00,247
Jammu & Kashmir,,Total Kharif Pulses,2003-2004,25.10,11.70,466
Jharkhand,,Total Kharif Pulses,2003-2004,210.00,99.00,471
Karnataka,,Total Kharif Pulses,2003-2004,1155.50,347.80,301
Kerala,,Total Kharif Pulses,2003-2004,0.50,0.40,800
Madhya Pradesh,,Total Kharif Pulses,2003-2004,1053.10,523.80,497
Maharashtra,,Total Kharif Pulses,2003-2004,2521.10,1487.00,590
Manipur,,Total Kharif Pulses,2003-2004,6.30,3.20,508
Meghalaya,,Total Kharif Pulses,2003-2004,2.10,1.60,762
Mizoram,,Total Kharif Pulses,2003-2004,2.60,2.40,923
Nagaland,,Total Kharif Pulses,2003-2004,18.50,21.90,1184
Odisha,,Total Kharif Pulses,2003-2004,516.60,199.70,387
Punjab,,Total Kharif Pulses,2003-2004,34.40,27.40,797
Rajasthan,,Total Kharif Pulses,2003-2004,2697.50,1511.30,560
Sikkim,,Total Kharif Pulses,2003-2004,0.40,0.40,1000
Tamil Nadu,,Total Kharif Pulses,2003-2004,217.30,82.60,380
Tripura,,Total Kharif Pulses,2003-2004,4.70,2.90,617
Uttar Pradesh,,Total Kharif Pulses,2003-2004,892.90,534.70,599
Uttarakhand,,Total Kharif Pulses,2003-2004,23.00,16.00,696
West Bengal,,Total Kharif Pulses,2003-2004,56.20,35.40,630
India,,Total Kharif Pulses,2003-2004,11683.10,6164.70,528
Andhra Pradesh,,Total Kharif Pulses,2004-2005,886.80,376.00,424
Arunachal Pradesh,,Total Kharif Pulses,2004-2005,3.80,3.80,1000
Assam,,Total Kharif Pulses,2004-2005,6.70,4.80,716
Bihar,,Total Kharif Pulses,2004-2005,88.20,81.20,921
Chhattisgarh,,Total Kharif Pulses,2004-2005,241.50,81.90,339
Dadra & Nagar Haveli  ,,Total Kharif Pulses,2004-2005,3.20,2.70,844
Delhi,,Total Kharif Pulses,2004-2005,0.30,0.20,667
Goa,,Total Kharif Pulses,2004-2005,0.50,0.30,600
Gujarat,,Total Kharif Pulses,2004-2005,583.80,379.30,650
Haryana,,Total Kharif Pulses,2004-2005,67.20,45.00,670
Himachal Pradesh,,Total Kharif Pulses,2004-2005,23.30,8.10,348
Jammu & Kashmir,,Total Kharif Pulses,2004-2005,28.00,13.40,479
Jharkhand,,Total Kharif Pulses,2004-2005,216.00,118.00,546
Karnataka,,Total Kharif Pulses,2004-2005,1506.00,512.00,340
Kerala,,Total Kharif Pulses,2004-2005,0.50,0.40,800
Madhya Pradesh,,Total Kharif Pulses,2004-2005,1006.30,495.90,493
Maharashtra,,Total Kharif Pulses,2004-2005,2464.00,1173.00,476
Manipur,,Total Kharif Pulses,2004-2005,5.80,3.00,517
Meghalaya,,Total Kharif Pulses,2004-2005,2.10,1.60,762
Mizoram,,Total Kharif Pulses,2004-2005,2.40,2.90,1208
Nagaland,,Total Kharif Pulses,2004-2005,15.90,13.50,849
Odisha,,Total Kharif Pulses,2004-2005,476.60,177.90,373
Puducherry,,Total Kharif Pulses,2004-2005,0.10,0.10,1000
Punjab,,Total Kharif Pulses,2004-2005,27.60,21.70,786
Rajasthan,,Total Kharif Pulses,2004-2005,2485.80,499.60,201
Sikkim,,Total Kharif Pulses,2004-2005,0.30,0.40,1333
Tamil Nadu,,Total Kharif Pulses,2004-2005,199.00,83.00,417
Tripura,,Total Kharif Pulses,2004-2005,4.90,3.10,633
Uttar Pradesh,,Total Kharif Pulses,2004-2005,895.90,566.60,632
Uttarakhand,,Total Kharif Pulses,2004-2005,24.00,14.00,583
West Bengal,,Total Kharif Pulses,2004-2005,50.50,33.90,671
India,,Total Kharif Pulses,2004-2005,11317.00,4717.30,417
Andhra Pradesh,,Total Kharif Pulses,2005-2006,849.70,468.00,551
Arunachal Pradesh,,Total Kharif Pulses,2005-2006,3.70,3.60,973
Assam,,Total Kharif Pulses,2005-2006,6.50,4.50,692
Bihar,,Total Kharif Pulses,2005-2006,79.50,78.00,981
Chhattisgarh,,Total Kharif Pulses,2005-2006,237.10,78.80,332
Dadra & Nagar Haveli  ,,Total Kharif Pulses,2005-2006,3.10,2.80,903
Delhi,,Total Kharif Pulses,2005-2006,0.30,0.30,1000
Goa,,Total Kharif Pulses,2005-2006,0.50,0.30,600
Gujarat,,Total Kharif Pulses,2005-2006,583.00,387.00,664
Haryana,,Total Kharif Pulses,2005-2006,53.00,40.10,757
Himachal Pradesh,,Total Kharif Pulses,2005-2006,20.40,8.30,407
Jammu & Kashmir,,Total Kharif Pulses,2005-2006,24.40,12.00,492
Jharkhand,,Total Kharif Pulses,2005-2006,217.90,118.90,546
Karnataka,,Total Kharif Pulses,2005-2006,1372.00,666.00,485
Kerala,,Total Kharif Pulses,2005-2006,2.10,1.50,714
Madhya Pradesh,,Total Kharif Pulses,2005-2006,876.50,429.90,490
Maharashtra,,Total Kharif Pulses,2005-2006,2270.00,1236.00,544
Manipur,,Total Kharif Pulses,2005-2006,8.60,4.50,523
Meghalaya,,Total Kharif Pulses,2005-2006,2.10,1.60,762
Mizoram,,Total Kharif Pulses,2005-2006,4.60,4.80,1043
Nagaland,,Total Kharif Pulses,2005-2006,14.60,13.70,938
Odisha,,Total Kharif Pulses,2005-2006,530.80,213.00,401
Puducherry,,Total Kharif Pulses,2005-2006,0.10,0.10,1000
Punjab,,Total Kharif Pulses,2005-2006,23.00,18.20,791
Rajasthan,,Total Kharif Pulses,2005-2006,2317.30,356.10,154
Sikkim,,Total Kharif Pulses,2005-2006,0.40,0.40,1000
Tamil Nadu,,Total Kharif Pulses,2005-2006,183.10,62.10,339
Tripura,,Total Kharif Pulses,2005-2006,5.20,3.30,635
Uttar Pradesh,,Total Kharif Pulses,2005-2006,904.00,596.80,660
Uttarakhand,,Total Kharif Pulses,2005-2006,34.00,21.00,618
West Bengal,,Total Kharif Pulses,2005-2006,52.00,33.20,638
India,,Total Kharif Pulses,2005-2006,10679.50,4864.80,456
Andaman & Nicobar Islands,,Total Kharif Pulses,2006-2007,0.10,0.10,1000
Andhra Pradesh,,Total Kharif Pulses,2006-2007,750.00,271.00,361
Arunachal Pradesh,,Total Kharif Pulses,2006-2007,3.70,3.60,973
Assam,,Total Kharif Pulses,2006-2007,7.00,5.00,714
Bihar,,Total Kharif Pulses,2006-2007,87.30,74.10,849
Chhattisgarh,,Total Kharif Pulses,2006-2007,230.50,77.30,335
Dadra & Nagar Haveli  ,,Total Kharif Pulses,2006-2007,3.10,2.80,903
Delhi,,Total Kharif Pulses,2006-2007,0.40,0.60,1500
Goa,,Total Kharif Pulses,2006-2007,0.50,0.40,800
Gujarat,,Total Kharif Pulses,2006-2007,672.00,344.00,512
Haryana,,Total Kharif Pulses,2006-2007,56.00,43.00,768
Himachal Pradesh,,Total Kharif Pulses,2006-2007,20.80,10.60,510
Jammu & Kashmir,,Total Kharif Pulses,2006-2007,26.10,12.20,467
Jharkhand,,Total Kharif Pulses,2006-2007,248.50,148.20,596
Karnataka,,Total Kharif Pulses,2006-2007,1448.00,503.00,347
Kerala,,Total Kharif Pulses,2006-2007,3.00,3.00,1000
Madhya Pradesh,,Total Kharif Pulses,2006-2007,869.20,407.50,469
Maharashtra,,Total Kharif Pulses,2006-2007,2374.00,1314.00,553
Manipur,,Total Kharif Pulses,2006-2007,8.60,4.50,523
Meghalaya,,Total Kharif Pulses,2006-2007,1.30,0.90,692
Mizoram,,Total Kharif Pulses,2006-2007,2.90,3.00,1034
Nagaland,,Total Kharif Pulses,2006-2007,19.50,23.40,1200
Odisha,,Total Kharif Pulses,2006-2007,508.00,230.20,453
Puducherry,,Total Kharif Pulses,2006-2007,0.10,0.10,1000
Punjab,,Total Kharif Pulses,2006-2007,22.90,18.90,825
Rajasthan,,Total Kharif Pulses,2006-2007,2147.70,548.60,255
Sikkim,,Total Kharif Pulses,2006-2007,0.40,0.40,1000
Tamil Nadu,,Total Kharif Pulses,2006-2007,145.30,93.80,646
Tripura,,Total Kharif Pulses,2006-2007,4.90,3.10,633
Uttar Pradesh,,Total Kharif Pulses,2006-2007,922.30,587.12,637
Uttarakhand,,Total Kharif Pulses,2006-2007,34.00,24.00,706
West Bengal,,Total Kharif Pulses,2006-2007,57.40,37.00,645
India,,Total Kharif Pulses,2006-2007,10675.50,4795.42,449
Andaman & Nicobar Islands,,Total Kharif Pulses,2007-2008,0.10,0.14,1400
Andhra Pradesh,,Total Kharif Pulses,2007-2008,863.00,500.00,579
Arunachal Pradesh,,Total Kharif Pulses,2007-2008,3.70,3.60,973
Assam,,Total Kharif Pulses,2007-2008,6.00,4.00,667
Bihar,,Total Kharif Pulses,2007-2008,84.00,73.70,877
Chhattisgarh,,Total Kharif Pulses,2007-2008,223.00,80.40,361
Dadra & Nagar Haveli  ,,Total Kharif Pulses,2007-2008,3.10,2.80,903
Delhi,,Total Kharif Pulses,2007-2008,0.40,0.60,1500
Goa,,Total Kharif Pulses,2007-2008,0.50,0.30,600
Gujarat,,Total Kharif Pulses,2007-2008,656.00,525.00,800
Haryana,,Total Kharif Pulses,2007-2008,56.00,43.00,768
Himachal Pradesh,,Total Kharif Pulses,2007-2008,21.90,12.10,553
Jammu & Kashmir,,Total Kharif Pulses,2007-2008,27.50,13.40,487
Jharkhand,,Total Kharif Pulses,2007-2008,277.00,189.10,683
Karnataka,,Total Kharif Pulses,2007-2008,1598.00,816.00,511
Kerala,,Total Kharif Pulses,2007-2008,3.00,3.00,1000
Madhya Pradesh,,Total Kharif Pulses,2007-2008,896.90,416.90,465
Maharashtra,,Total Kharif Pulses,2007-2008,2577.00,1845.00,716
Manipur,,Total Kharif Pulses,2007-2008,9.40,4.60,489
Meghalaya,,Total Kharif Pulses,2007-2008,1.30,0.90,692
Mizoram,,Total Kharif Pulses,2007-2008,4.10,1.30,317
Nagaland,,Total Kharif Pulses,2007-2008,20.00,23.60,1180
Odisha,,Total Kharif Pulses,2007-2008,542.80,249.60,460
Puducherry,,Total Kharif Pulses,2007-2008,0.60,0.00,0
Punjab,,Total Kharif Pulses,2007-2008,21.20,15.40,726
Rajasthan,,Total Kharif Pulses,2007-2008,2604.40,950.40,365
Sikkim,,Total Kharif Pulses,2007-2008,6.10,5.90,967
Tamil Nadu,,Total Kharif Pulses,2007-2008,148.60,64.60,435
Tripura,,Total Kharif Pulses,2007-2008,3.80,2.50,658
Uttar Pradesh,,Total Kharif Pulses,2007-2008,741.00,483.90,653
Uttarakhand,,Total Kharif Pulses,2007-2008,41.00,35.00,854
West Bengal,,Total Kharif Pulses,2007-2008,48.10,36.50,759
India,,Total Kharif Pulses,2007-2008,11489.50,6403.24,557
Andhra Pradesh,,Total Kharif Pulses,2008-2009,733.00,340.00,464
Arunachal Pradesh,,Total Kharif Pulses,2008-2009,3.90,4.00,1026
Assam,,Total Kharif Pulses,2008-2009,5.40,3.80,704
Bihar,,Total Kharif Pulses,2008-2009,72.80,69.20,951
Chhattisgarh,,Total Kharif Pulses,2008-2009,221.40,81.30,367
Dadra & Nagar Haveli  ,,Total Kharif Pulses,2008-2009,3.10,2.80,903
Delhi,,Total Kharif Pulses,2008-2009,0.30,0.60,2000
Goa,,Total Kharif Pulses,2008-2009,0.40,0.30,750
Gujarat,,Total Kharif Pulses,2008-2009,597.00,424.00,710
Haryana,,Total Kharif Pulses,2008-2009,55.00,45.80,833
Himachal Pradesh,,Total Kharif Pulses,2008-2009,21.20,11.50,542
Jammu & Kashmir,,Total Kharif Pulses,2008-2009,27.30,11.90,436
Jharkhand,,Total Kharif Pulses,2008-2009,237.00,137.40,580
Karnataka,,Total Kharif Pulses,2008-2009,1190.00,510.00,429
Kerala,,Total Kharif Pulses,2008-2009,1.90,1.60,842
Madhya Pradesh,,Total Kharif Pulses,2008-2009,902.90,477.90,529
Maharashtra,,Total Kharif Pulses,2008-2009,1848.00,839.00,454
Manipur,,Total Kharif Pulses,2008-2009,7.80,3.90,500
Meghalaya,,Total Kharif Pulses,2008-2009,1.80,1.30,722
Mizoram,,Total Kharif Pulses,2008-2009,2.60,1.80,692
Nagaland,,Total Kharif Pulses,2008-2009,16.00,17.80,1113
Odisha,,Total Kharif Pulses,2008-2009,507.00,244.30,482
Punjab,,Total Kharif Pulses,2008-2009,17.90,15.20,849
Rajasthan,,Total Kharif Pulses,2008-2009,2384.20,817.40,343
Sikkim,,Total Kharif Pulses,2008-2009,6.10,5.90,967
Tamil Nadu,,Total Kharif Pulses,2008-2009,140.30,54.90,391
Tripura,,Total Kharif Pulses,2008-2009,3.30,2.08,630
Uttar Pradesh,,Total Kharif Pulses,2008-2009,709.30,494.10,697
Uttarakhand,,Total Kharif Pulses,2008-2009,40.00,30.00,750
West Bengal,,Total Kharif Pulses,2008-2009,52.30,36.40,696
India,,Total Kharif Pulses,2008-2009,9809.20,4686.18,478
Andaman & Nicobar Islands,,Total Kharif Pulses,2009-2010,0.30,0.16,547
Andhra Pradesh,,Total Kharif Pulses,2009-2010,780.00,253.00,324
Arunachal Pradesh,,Total Kharif Pulses,2009-2010,4.20,4.20,1000
Assam,,Total Kharif Pulses,2009-2010,6.20,4.40,709
Bihar,,Total Kharif Pulses,2009-2010,68.95,77.64,1126
Chhattisgarh,,Total Kharif Pulses,2009-2010,227.40,76.80,338
Dadra & Nagar Haveli  ,,Total Kharif Pulses,2009-2010,2.54,2.03,800
Delhi,,Total Kharif Pulses,2009-2010,0.40,0.74,1838
Goa,,Total Kharif Pulses,2009-2010,0.36,0.30,843
Gujarat,,Total Kharif Pulses,2009-2010,580.00,377.00,650
Haryana,,Total Kharif Pulses,2009-2010,42.00,33.00,786
Himachal Pradesh,,Total Kharif Pulses,2009-2010,20.60,7.73,375
Jammu & Kashmir,,Total Kharif Pulses,2009-2010,27.29,11.81,433
Jharkhand,,Total Kharif Pulses,2009-2010,187.00,118.78,635
Karnataka,,Total Kharif Pulses,2009-2010,1341.00,472.00,352
Kerala,,Total Kharif Pulses,2009-2010,4.54,5.56,1222
Madhya Pradesh,,Total Kharif Pulses,2009-2010,970.20,533.90,550
Maharashtra,,Total Kharif Pulses,2009-2010,1985.00,1210.00,610
Manipur,,Total Kharif Pulses,2009-2010,9.40,4.60,489
Meghalaya,,Total Kharif Pulses,2009-2010,1.28,0.91,712
Mizoram,,Total Kharif Pulses,2009-2010,2.40,3.30,1375
Nagaland,,Total Kharif Pulses,2009-2010,15.30,14.01,916
Odisha,,Total Kharif Pulses,2009-2010,550.44,249.27,453
Punjab,,Total Kharif Pulses,2009-2010,14.60,12.10,829
Rajasthan,,Total Kharif Pulses,2009-2010,2580.99,144.67,56
Sikkim,,Total Kharif Pulses,2009-2010,6.70,7.00,1045
Tamil Nadu,,Total Kharif Pulses,2009-2010,134.41,55.56,413
Tripura,,Total Kharif Pulses,2009-2010,3.29,2.26,687
Uttar Pradesh,,Total Kharif Pulses,2009-2010,930.30,458.10,492
Uttarakhand,,Total Kharif Pulses,2009-2010,38.00,30.00,789
West Bengal,,Total Kharif Pulses,2009-2010,47.30,33.37,706
India,,Total Kharif Pulses,2009-2010,10582.40,4204.20,397
Andhra Pradesh,,Total Kharif Pulses,2010-2011,996.80,439.00,440
Arunachal Pradesh,,Total Kharif Pulses,2010-2011,4.17,3.66,879
Assam,,Total Kharif Pulses,2010-2011,7.10,5.10,718
Bihar,,Total Kharif Pulses,2010-2011,63.14,67.79,1074
Chhattisgarh,,Total Kharif Pulses,2010-2011,218.99,71.22,325
Dadra & Nagar Haveli  ,,Total Kharif Pulses,2010-2011,3.46,2.77,801
Delhi,,Total Kharif Pulses,2010-2011,0.40,0.70,1750
Goa,,Total Kharif Pulses,2010-2011,0.18,0.15,811
Gujarat,,Total Kharif Pulses,2010-2011,612.00,461.00,753
Haryana,,Total Kharif Pulses,2010-2011,59.00,44.00,746
Himachal Pradesh,,Total Kharif Pulses,2010-2011,20.24,12.87,636
Jammu & Kashmir,,Total Kharif Pulses,2010-2011,25.83,14.56,564
Jharkhand,,Total Kharif Pulses,2010-2011,299.19,204.72,684
Karnataka,,Total Kharif Pulses,2010-2011,1639.00,833.00,508
Kerala,,Total Kharif Pulses,2010-2011,2.64,2.98,1130
Madhya Pradesh,,Total Kharif Pulses,2010-2011,1171.99,427.84,365
Maharashtra,,Total Kharif Pulses,2010-2011,2467.00,1737.80,704
Manipur,,Total Kharif Pulses,2010-2011,4.72,5.20,1102
Meghalaya,,Total Kharif Pulses,2010-2011,1.56,1.12,718
Mizoram,,Total Kharif Pulses,2010-2011,2.42,3.08,1273
Nagaland,,Total Kharif Pulses,2010-2011,15.43,17.00,1102
Odisha,,Total Kharif Pulses,2010-2011,512.65,251.72,491
Punjab,,Total Kharif Pulses,2010-2011,14.80,11.80,797
Rajasthan,,Total Kharif Pulses,2010-2011,2916.14,1603.58,550
Sikkim,,Total Kharif Pulses,2010-2011,6.70,5.97,891
Tamil Nadu,,Total Kharif Pulses,2010-2011,174.94,82.33,471
Tripura,,Total Kharif Pulses,2010-2011,4.06,2.76,679
Uttar Pradesh,,Total Kharif Pulses,2010-2011,989.00,743.00,751
Uttarakhand,,Total Kharif Pulses,2010-2011,37.77,31.54,835
West Bengal,,Total Kharif Pulses,2010-2011,48.28,31.83,659
India,,Total Kharif Pulses,2010-2011,12319.60,7120.10,578
Andaman & Nicobar Islands,,Total Kharif Pulses,2011-2012,0.21,0.06,286
Andhra Pradesh,,Total Kharif Pulses,2011-2012,711.00,274.00,385
Arunachal Pradesh,,Total Kharif Pulses,2011-2012,4.60,4.23,920
Assam,,Total Kharif Pulses,2011-2012,5.70,4.07,714
Bihar,,Total Kharif Pulses,2011-2012,56.08,61.31,1093
Chhattisgarh,,Total Kharif Pulses,2011-2012,219.25,72.20,329
Dadra & Nagar Haveli  ,,Total Kharif Pulses,2011-2012,1.51,1.21,801
Delhi,,Total Kharif Pulses,2011-2012,0.35,0.63,1794
Goa,,Total Kharif Pulses,2011-2012,0.21,0.14,667
Gujarat,,Total Kharif Pulses,2011-2012,620.00,452.00,729
Haryana,,Total Kharif Pulses,2011-2012,39.00,29.00,744
Himachal Pradesh,,Total Kharif Pulses,2011-2012,21.11,12.27,581
Jammu & Kashmir,,Total Kharif Pulses,2011-2012,23.70,11.31,477
Jharkhand,,Total Kharif Pulses,2011-2012,239.95,185.69,774
Karnataka,,Total Kharif Pulses,2011-2012,1337.00,586.00,438
Kerala,,Total Kharif Pulses,2011-2012,1.80,2.54,1411
Madhya Pradesh,,Total Kharif Pulses,2011-2012,1195.80,510.50,427
Maharashtra,,Total Kharif Pulses,2011-2012,2118.00,1410.00,666
Manipur,,Total Kharif Pulses,2011-2012,4.85,5.20,1072
Meghalaya,,Total Kharif Pulses,2011-2012,1.39,1.00,719
Mizoram,,Total Kharif Pulses,2011-2012,2.13,2.23,1047
Nagaland,,Total Kharif Pulses,2011-2012,15.02,16.68,1111
Odisha,,Total Kharif Pulses,2011-2012,418.44,195.98,468
Punjab,,Total Kharif Pulses,2011-2012,13.00,9.00,692
Rajasthan,,Total Kharif Pulses,2011-2012,2971.47,1313.27,442
Sikkim,,Total Kharif Pulses,2011-2012,6.50,5.87,903
Tamil Nadu,,Total Kharif Pulses,2011-2012,205.76,135.48,658
Tripura,,Total Kharif Pulses,2011-2012,5.18,3.41,658
Uttar Pradesh,,Total Kharif Pulses,2011-2012,865.00,689.00,797
Uttarakhand,,Total Kharif Pulses,2011-2012,39.00,35.00,897
West Bengal,,Total Kharif Pulses,2011-2012,47.24,28.56,605
India,,Total Kharif Pulses,2011-2012,11190.27,6057.84,541
Andaman & Nicobar Islands,,Total Kharif Pulses,2012-2013,0.05,0.02,283
Andhra Pradesh,,Total Kharif Pulses,2012-2013,701.00,416.00,593
Arunachal Pradesh,,Total Kharif Pulses,2012-2013,4.65,5.01,1076
Assam,,Total Kharif Pulses,2012-2013,5.96,4.94,829
Bihar,,Total Kharif Pulses,2012-2013,56.00,76.62,1368
Chhattisgarh,,Total Kharif Pulses,2012-2013,199.98,79.20,396
Dadra & Nagar Haveli  ,,Total Kharif Pulses,2012-2013,2.71,2.16,799
Delhi,,Total Kharif Pulses,2012-2013,0.31,0.55,1774
Goa,,Total Kharif Pulses,2012-2013,0.23,0.19,826
Gujarat,,Total Kharif Pulses,2012-2013,446.00,378.00,848
Haryana,,Total Kharif Pulses,2012-2013,36.50,26.20,718
Himachal Pradesh,,Total Kharif Pulses,2012-2013,20.69,15.27,738
Jammu & Kashmir,,Total Kharif Pulses,2012-2013,24.61,12.37,503
Jharkhand,,Total Kharif Pulses,2012-2013,359.23,331.60,923
Karnataka,,Total Kharif Pulses,2012-2013,1126.00,571.30,507
Kerala,,Total Kharif Pulses,2012-2013,1.35,1.89,1400
Madhya Pradesh,,Total Kharif Pulses,2012-2013,1277.36,782.94,613
Maharashtra,,Total Kharif Pulses,2012-2013,2036.00,1408.00,692
Manipur,,Total Kharif Pulses,2012-2013,4.50,4.61,1024
Meghalaya,,Total Kharif Pulses,2012-2013,0.79,0.91,1152
Mizoram,,Total Kharif Pulses,2012-2013,2.03,1.94,956
Nagaland,,Total Kharif Pulses,2012-2013,19.38,21.49,1109
Odisha,,Total Kharif Pulses,2012-2013,498.31,262.91,528
Puducherry,,Total Kharif Pulses,2012-2013,0.04,0.05,1250
Punjab,,Total Kharif Pulses,2012-2013,10.40,8.30,798
Rajasthan,,Total Kharif Pulses,2012-2013,1955.64,636.70,326
Sikkim,,Total Kharif Pulses,2012-2013,6.37,5.83,915
Tamil Nadu,,Total Kharif Pulses,2012-2013,179.50,90.25,503
Tripura,,Total Kharif Pulses,2012-2013,4.65,3.11,670
Uttar Pradesh,,Total Kharif Pulses,2012-2013,875.00,692.00,791
Uttarakhand,,Total Kharif Pulses,2012-2013,43.72,36.88,844
West Bengal,,Total Kharif Pulses,2012-2013,54.93,38.42,699
India,,Total Kharif Pulses,2012-2013,9953.89,5915.65,594
Andhra Pradesh,,Total Kharif Pulses,2013-2014,232.21,185.20,798
Arunachal Pradesh,,Total Kharif Pulses,2013-2014,4.47,4.80,1074
Assam,,Total Kharif Pulses,2013-2014,6.05,5.64,932
Bihar,,Total Kharif Pulses,2013-2014,56.80,67.43,1187
Chhattisgarh,,Total Kharif Pulses,2013-2014,206.16,79.55,386
Dadra & Nagar Haveli  ,,Total Kharif Pulses,2013-2014,3.00,2.41,803
Goa,,Total Kharif Pulses,2013-2014,0.17,0.14,824
Gujarat,,Total Kharif Pulses,2013-2014,476.00,355.00,746
Haryana,,Total Kharif Pulses,2013-2014,18.15,15.15,835
Himachal Pradesh,,Total Kharif Pulses,2013-2014,16.01,9.21,575
Jammu & Kashmir,,Total Kharif Pulses,2013-2014,23.22,11.49,495
Jharkhand,,Total Kharif Pulses,2013-2014,331.80,318.72,961
Karnataka,,Total Kharif Pulses,2013-2014,1418.00,808.51,570
Kerala,,Total Kharif Pulses,2013-2014,0.98,0.90,918
Madhya Pradesh,,Total Kharif Pulses,2013-2014,1153.30,598.60,519
Maharashtra,,Total Kharif Pulses,2013-2014,2011.00,1492.00,742
Manipur,,Total Kharif Pulses,2013-2014,6.43,6.48,1008
Meghalaya,,Total Kharif Pulses,2013-2014,1.05,1.43,1362
Mizoram,,Total Kharif Pulses,2013-2014,2.43,3.43,1412
Nagaland,,Total Kharif Pulses,2013-2014,17.21,19.88,1155
Odisha,,Total Kharif Pulses,2013-2014,458.04,244.79,534
Punjab,,Total Kharif Pulses,2013-2014,9.70,7.40,763
Rajasthan,,Total Kharif Pulses,2013-2014,2220.57,793.03,357
Sikkim,,Total Kharif Pulses,2013-2014,6.30,5.83,925
Tamil Nadu,,Total Kharif Pulses,2013-2014,251.09,165.52,659
Telangana,,Total Kharif Pulses,2013-2014,409.79,188.80,461
Tripura,,Total Kharif Pulses,2013-2014,7.57,5.16,682
Uttar Pradesh,,Total Kharif Pulses,2013-2014,836.00,505.00,604
Uttarakhand,,Total Kharif Pulses,2013-2014,47.59,40.64,854
West Bengal,,Total Kharif Pulses,2013-2014,104.05,55.31,532
India,,Total Kharif Pulses,2013-2014,10335.14,5997.46,580
Andaman & Nicobar Islands,,Total Kharif Pulses,2014-2015,0.01,0.01,1000
Andhra Pradesh,,Total Kharif Pulses,2014-2015,200.04,117.00,585
Arunachal Pradesh,,Total Kharif Pulses,2014-2015,5.13,6.04,1177
Assam,,Total Kharif Pulses,2014-2015,6.10,5.74,941
Bihar,,Total Kharif Pulses,2014-2015,57.66,62.23,1079
Chhattisgarh,,Total Kharif Pulses,2014-2015,209.54,83.22,397
Dadra & Nagar Haveli  ,,Total Kharif Pulses,2014-2015,3.02,2.42,801
Goa,,Total Kharif Pulses,2014-2015,0.21,0.19,905
Gujarat,,Total Kharif Pulses,2014-2015,374.00,342.00,914
Haryana,,Total Kharif Pulses,2014-2015,14.80,10.70,723
Himachal Pradesh,,Total Kharif Pulses,2014-2015,18.56,10.22,551
Jammu & Kashmir,,Total Kharif Pulses,2014-2015,21.18,6.79,320
Jharkhand,,Total Kharif Pulses,2014-2015,345.69,320.07,926
Karnataka,,Total Kharif Pulses,2014-2015,1220.04,640.00,525
