States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Odisha,,Total Kharif Pulses,1987-1988,899.30,415.40,462
Punjab,,Total Kharif Pulses,1987-1988,124.60,90.70,728
Rajasthan,,Total Kharif Pulses,1987-1988,2117.50,77.60,37
Sikkim,,Total Kharif Pulses,1987-1988,15.00,6.30,420
Tamil Nadu,,Total Kharif Pulses,1987-1988,1048.20,548.70,523
Tripura,,Total Kharif Pulses,1987-1988,6.50,3.00,462
Uttar Pradesh,,Total Kharif Pulses,1987-1988,951.70,730.70,768
West Bengal,,Total Kharif Pulses,1987-1988,137.60,77.50,563
India,,Total Kharif Pulses,1987-1988,16159.10,6310.90,391
Andhra Pradesh,,Total Kharif Pulses,1988-1989,1418.30,421.30,297
Assam,,Total Kharif Pulses,1988-1989,8.20,5.50,671
Bihar,,Total Kharif Pulses,1988-1989,458.10,262.10,572
Dadra & Nagar Haveli  ,,Total Kharif Pulses,1988-1989,5.60,4.10,732
Delhi,,Total Kharif Pulses,1988-1989,1.40,0.60,429
Gujarat,,Total Kharif Pulses,1988-1989,943.00,572.50,607
Haryana,,Total Kharif Pulses,1988-1989,73.90,60.90,824
Himachal Pradesh,,Total Kharif Pulses,1988-1989,57.10,5.50,96
Jammu & Kashmir,,Total Kharif Pulses,1988-1989,35.10,20.60,587
Karnataka,,Total Kharif Pulses,1988-1989,1835.60,534.20,291
Kerala,,Total Kharif Pulses,1988-1989,11.50,9.30,809
Madhya Pradesh,,Total Kharif Pulses,1988-1989,2339.80,1182.70,505
Maharashtra,,Total Kharif Pulses,1988-1989,4091.20,1884.80,461
Meghalaya,,Total Kharif Pulses,1988-1989,0.80,0.70,875
Nagaland,,Total Kharif Pulses,1988-1989,5.20,4.70,904
Odisha,,Total Kharif Pulses,1988-1989,991.30,541.20,546
Punjab,,Total Kharif Pulses,1988-1989,139.60,76.00,544
Rajasthan,,Total Kharif Pulses,1988-1989,3152.90,1201.00,381
Sikkim,,Total Kharif Pulses,1988-1989,16.50,5.10,309
Tamil Nadu,,Total Kharif Pulses,1988-1989,1486.70,632.10,425
Tripura,,Total Kharif Pulses,1988-1989,6.70,3.50,522
Uttar Pradesh,,Total Kharif Pulses,1988-1989,937.50,810.90,865
West Bengal,,Total Kharif Pulses,1988-1989,136.10,64.90,477
India,,Total Kharif Pulses,1988-1989,18152.10,8304.20,457
Andhra Pradesh,,Total Kharif Pulses,1989-1990,1381.20,404.90,293
Assam,,Total Kharif Pulses,1989-1990,7.20,4.90,681
Bihar,,Total Kharif Pulses,1989-1990,446.90,287.70,644
Dadra & Nagar Haveli  ,,Total Kharif Pulses,1989-1990,5.30,4.00,755
Delhi,,Total Kharif Pulses,1989-1990,1.40,0.50,357
Gujarat,,Total Kharif Pulses,1989-1990,1128.70,657.90,583
Haryana,,Total Kharif Pulses,1989-1990,66.30,52.60,793
Himachal Pradesh,,Total Kharif Pulses,1989-1990,52.80,12.20,231
Jammu & Kashmir,,Total Kharif Pulses,1989-1990,67.20,37.10,552
Karnataka,,Total Kharif Pulses,1989-1990,1762.90,596.30,338
Kerala,,Total Kharif Pulses,1989-1990,11.00,8.50,773
Madhya Pradesh,,Total Kharif Pulses,1989-1990,2293.40,935.20,408
Maharashtra,,Total Kharif Pulses,1989-1990,4016.10,1943.40,484
Meghalaya,,Total Kharif Pulses,1989-1990,0.80,0.70,875
Nagaland,,Total Kharif Pulses,1989-1990,5.40,5.20,963
Odisha,,Total Kharif Pulses,1989-1990,1010.00,657.10,651
Punjab,,Total Kharif Pulses,1989-1990,119.60,85.80,717
Rajasthan,,Total Kharif Pulses,1989-1990,3417.20,778.20,228
Sikkim,,Total Kharif Pulses,1989-1990,23.90,21.30,891
Tamil Nadu,,Total Kharif Pulses,1989-1990,1662.00,673.70,405
Tripura,,Total Kharif Pulses,1989-1990,9.00,4.90,544
Uttar Pradesh,,Total Kharif Pulses,1989-1990,964.90,734.30,761
West Bengal,,Total Kharif Pulses,1989-1990,199.50,125.50,629
India,,Total Kharif Pulses,1989-1990,18652.70,8031.90,431
Andhra Pradesh,,Total Kharif Pulses,1990-1991,1348.80,371.00,275
Arunachal Pradesh,,Total Kharif Pulses,1990-1991,2.60,1.90,731
Assam,,Total Kharif Pulses,1990-1991,7.20,4.90,681
Bihar,,Total Kharif Pulses,1990-1991,429.30,302.20,704
Dadra & Nagar Haveli  ,,Total Kharif Pulses,1990-1991,5.50,4.20,764
Delhi,,Total Kharif Pulses,1990-1991,1.90,0.70,368
Gujarat,,Total Kharif Pulses,1990-1991,1068.00,642.30,601
Haryana,,Total Kharif Pulses,1990-1991,74.20,60.70,818
Himachal Pradesh,,Total Kharif Pulses,1990-1991,59.00,13.80,234
Jammu & Kashmir,,Total Kharif Pulses,1990-1991,67.20,37.10,552
Karnataka,,Total Kharif Pulses,1990-1991,1817.70,674.20,371
Kerala,,Total Kharif Pulses,1990-1991,10.40,7.80,750
Madhya Pradesh,,Total Kharif Pulses,1990-1991,2264.10,972.90,430
Maharashtra,,Total Kharif Pulses,1990-1991,3863.60,1634.70,423
Meghalaya,,Total Kharif Pulses,1990-1991,0.80,0.70,875
Mizoram,,Total Kharif Pulses,1990-1991,3.70,5.90,1595
Nagaland,,Total Kharif Pulses,1990-1991,8.30,7.90,952
Odisha,,Total Kharif Pulses,1990-1991,1105.50,658.30,595
Punjab,,Total Kharif Pulses,1990-1991,130.40,94.00,721
Rajasthan,,Total Kharif Pulses,1990-1991,3853.80,1246.10,323
Sikkim,,Total Kharif Pulses,1990-1991,21.00,18.30,871
Tamil Nadu,,Total Kharif Pulses,1990-1991,1484.30,592.70,399
Tripura,,Total Kharif Pulses,1990-1991,9.20,5.20,565
Uttar Pradesh,,Total Kharif Pulses,1990-1991,973.30,744.40,765
West Bengal,,Total Kharif Pulses,1990-1991,172.20,93.00,540
India,,Total Kharif Pulses,1990-1991,18782.00,8194.90,436
Andhra Pradesh,,Total Kharif Pulses,1991-1992,1361.40,566.30,416
Arunachal Pradesh,,Total Kharif Pulses,1991-1992,3.10,2.50,806
Assam,,Total Kharif Pulses,1991-1992,6.70,4.50,672
Bihar,,Total Kharif Pulses,1991-1992,387.40,261.80,676
Dadra & Nagar Haveli  ,,Total Kharif Pulses,1991-1992,4.80,3.70,771
Delhi,,Total Kharif Pulses,1991-1992,1.20,0.40,333
Goa,,Total Kharif Pulses,1991-1992,0.90,0.20,222
Gujarat,,Total Kharif Pulses,1991-1992,1064.30,443.80,417
Haryana,,Total Kharif Pulses,1991-1992,70.80,61.40,867
Himachal Pradesh,,Total Kharif Pulses,1991-1992,47.80,13.40,280
Jammu & Kashmir,,Total Kharif Pulses,1991-1992,64.50,29.60,459
Karnataka,,Total Kharif Pulses,1991-1992,2007.00,861.80,429
Kerala,,Total Kharif Pulses,1991-1992,8.40,6.30,750
Madhya Pradesh,,Total Kharif Pulses,1991-1992,2081.30,750.10,360
Maharashtra,,Total Kharif Pulses,1991-1992,3922.10,1042.90,266
Meghalaya,,Total Kharif Pulses,1991-1992,0.90,0.70,778
Mizoram,,Total Kharif Pulses,1991-1992,3.10,5.90,1903
Nagaland,,Total Kharif Pulses,1991-1992,5.60,5.60,1000
Odisha,,Total Kharif Pulses,1991-1992,1125.90,608.80,541
Punjab,,Total Kharif Pulses,1991-1992,118.70,94.00,792
Rajasthan,,Total Kharif Pulses,1991-1992,3404.00,392.00,115
Sikkim,,Total Kharif Pulses,1991-1992,2.00,1.90,950
Tamil Nadu,,Total Kharif Pulses,1991-1992,1360.20,576.80,424
Tripura,,Total Kharif Pulses,1991-1992,8.90,5.00,562
Uttar Pradesh,,Total Kharif Pulses,1991-1992,988.80,739.10,747
West Bengal,,Total Kharif Pulses,1991-1992,138.40,90.00,650
India,,Total Kharif Pulses,1991-1992,18188.20,6568.50,361
Andhra Pradesh,,Total Kharif Pulses,1992-1993,1273.10,503.40,395
Arunachal Pradesh,,Total Kharif Pulses,1992-1993,3.10,2.50,806
Assam,,Total Kharif Pulses,1992-1993,6.60,4.50,682
Bihar,,Total Kharif Pulses,1992-1993,394.40,205.60,521
Dadra & Nagar Haveli  ,,Total Kharif Pulses,1992-1993,5.40,4.20,778
Delhi,,Total Kharif Pulses,1992-1993,1.10,0.40,364
Goa,,Total Kharif Pulses,1992-1993,0.90,0.40,444
Gujarat,,Total Kharif Pulses,1992-1993,1228.00,779.00,634
Haryana,,Total Kharif Pulses,1992-1993,79.40,68.40,861
Himachal Pradesh,,Total Kharif Pulses,1992-1993,46.60,14.20,305
Jammu & Kashmir,,Total Kharif Pulses,1992-1993,58.80,26.40,449
Karnataka,,Total Kharif Pulses,1992-1993,1785.60,670.40,375
Kerala,,Total Kharif Pulses,1992-1993,8.00,6.00,750
Madhya Pradesh,,Total Kharif Pulses,1992-1993,2068.10,870.80,421
Maharashtra,,Total Kharif Pulses,1992-1993,4215.00,2355.90,559
Meghalaya,,Total Kharif Pulses,1992-1993,0.90,0.70,778
Mizoram,,Total Kharif Pulses,1992-1993,3.50,6.70,1914
Nagaland,,Total Kharif Pulses,1992-1993,5.60,4.60,821
Odisha,,Total Kharif Pulses,1992-1993,1005.30,376.80,375
Punjab,,Total Kharif Pulses,1992-1993,120.50,88.90,738
Rajasthan,,Total Kharif Pulses,1992-1993,3767.80,1184.40,314
Sikkim,,Total Kharif Pulses,1992-1993,2.00,1.90,950
Tamil Nadu,,Total Kharif Pulses,1992-1993,1244.50,590.10,474
Tripura,,Total Kharif Pulses,1992-1993,9.20,5.00,543
Uttar Pradesh,,Total Kharif Pulses,1992-1993,1064.90,790.30,742
West Bengal,,Total Kharif Pulses,1992-1993,150.80,90.20,598
India,,Total Kharif Pulses,1992-1993,18549.10,8651.70,466
Andhra Pradesh,,Total Kharif Pulses,1993-1994,1274.60,532.70,418
Arunachal Pradesh,,Total Kharif Pulses,1993-1994,3.20,2.60,813
Assam,,Total Kharif Pulses,1993-1994,6.60,4.50,682
Bihar,,Total Kharif Pulses,1993-1994,348.70,200.80,576
Dadra & Nagar Haveli  ,,Total Kharif Pulses,1993-1994,3.90,2.90,744
Delhi,,Total Kharif Pulses,1993-1994,1.00,0.40,400
Goa,,Total Kharif Pulses,1993-1994,0.80,0.40,500
Gujarat,,Total Kharif Pulses,1993-1994,1112.10,568.10,511
Haryana,,Total Kharif Pulses,1993-1994,66.70,61.20,918
Himachal Pradesh,,Total Kharif Pulses,1993-1994,45.70,10.10,221
Jammu & Kashmir,,Total Kharif Pulses,1993-1994,59.90,31.40,524
Karnataka,,Total Kharif Pulses,1993-1994,1462.80,635.20,434
Kerala,,Total Kharif Pulses,1993-1994,7.10,32.21,4537
Madhya Pradesh,,Total Kharif Pulses,1993-1994,2069.80,932.30,450
Maharashtra,,Total Kharif Pulses,1993-1994,4112.40,2517.70,612
Meghalaya,,Total Kharif Pulses,1993-1994,0.90,0.70,778
Mizoram,,Total Kharif Pulses,1993-1994,4.60,8.00,1739
Nagaland,,Total Kharif Pulses,1993-1994,6.00,5.40,900
Odisha,,Total Kharif Pulses,1993-1994,1150.70,620.00,539
Punjab,,Total Kharif Pulses,1993-1994,134.90,106.10,787
Rajasthan,,Total Kharif Pulses,1993-1994,4400.00,535.10,122
Sikkim,,Total Kharif Pulses,1993-1994,2.00,1.90,950
Tamil Nadu,,Total Kharif Pulses,1993-1994,575.40,218.70,380
Tripura,,Total Kharif Pulses,1993-1994,10.20,5.80,569
Uttar Pradesh,,Total Kharif Pulses,1993-1994,1055.10,730.40,692
West Bengal,,Total Kharif Pulses,1993-1994,148.30,79.40,535
India,,Total Kharif Pulses,1993-1994,18063.40,7844.01,434
Andhra Pradesh,,Total Kharif Pulses,1994-1995,1223.30,430.80,352
Arunachal Pradesh,,Total Kharif Pulses,1994-1995,3.40,2.80,824
Assam,,Total Kharif Pulses,1994-1995,6.40,4.40,688
Bihar,,Total Kharif Pulses,1994-1995,388.30,232.50,599
Dadra & Nagar Haveli  ,,Total Kharif Pulses,1994-1995,5.20,4.30,827
Delhi,,Total Kharif Pulses,1994-1995,1.00,0.40,400
Goa,,Total Kharif Pulses,1994-1995,0.90,0.40,444
Gujarat,,Total Kharif Pulses,1994-1995,1090.30,539.30,495
Haryana,,Total Kharif Pulses,1994-1995,62.10,48.80,786
Himachal Pradesh,,Total Kharif Pulses,1994-1995,45.80,13.10,286
Jammu & Kashmir,,Total Kharif Pulses,1994-1995,60.30,29.70,493
Karnataka,,Total Kharif Pulses,1994-1995,1390.40,488.90,352
Kerala,,Total Kharif Pulses,1994-1995,7.00,5.40,771
Madhya Pradesh,,Total Kharif Pulses,1994-1995,1425.80,740.50,519
Maharashtra,,Total Kharif Pulses,1994-1995,4223.40,1782.10,422
Meghalaya,,Total Kharif Pulses,1994-1995,0.90,0.70,778
Mizoram,,Total Kharif Pulses,1994-1995,4.80,8.70,1813
Nagaland,,Total Kharif Pulses,1994-1995,6.00,4.20,700
Odisha,,Total Kharif Pulses,1994-1995,1065.40,427.50,401
Punjab,,Total Kharif Pulses,1994-1995,134.00,112.60,840
Rajasthan,,Total Kharif Pulses,1994-1995,3834.50,1042.70,272
Sikkim,,Total Kharif Pulses,1994-1995,0.50,0.40,800
Tamil Nadu,,Total Kharif Pulses,1994-1995,576.20,286.90,498
Tripura,,Total Kharif Pulses,1994-1995,8.40,4.60,548
Uttar Pradesh,,Total Kharif Pulses,1994-1995,958.30,678.40,708
West Bengal,,Total Kharif Pulses,1994-1995,172.00,82.80,481
India,,Total Kharif Pulses,1994-1995,16694.60,6972.90,418
Andhra Pradesh,,Total Kharif Pulses,1995-1996,1216.80,507.00,417
Arunachal Pradesh,,Total Kharif Pulses,1995-1996,3.00,2.80,933
Assam,,Total Kharif Pulses,1995-1996,6.20,4.40,710
Bihar,,Total Kharif Pulses,1995-1996,375.30,210.10,560
Dadra & Nagar Haveli  ,,Total Kharif Pulses,1995-1996,4.80,3.50,729
Delhi,,Total Kharif Pulses,1995-1996,0.70,0.30,429
Goa,,Total Kharif Pulses,1995-1996,0.90,0.40,444
Gujarat,,Total Kharif Pulses,1995-1996,1154.90,528.20,457
Haryana,,Total Kharif Pulses,1995-1996,46.50,27.70,596
Himachal Pradesh,,Total Kharif Pulses,1995-1996,45.00,11.20,249
Jammu & Kashmir,,Total Kharif Pulses,1995-1996,55.80,24.20,434
Karnataka,,Total Kharif Pulses,1995-1996,1513.80,732.70,484
Kerala,,Total Kharif Pulses,1995-1996,4.30,2.40,558
Madhya Pradesh,,Total Kharif Pulses,1995-1996,1821.50,779.70,428
Maharashtra,,Total Kharif Pulses,1995-1996,3818.10,1754.70,460
Meghalaya,,Total Kharif Pulses,1995-1996,0.90,0.70,778
Mizoram,,Total Kharif Pulses,1995-1996,4.00,5.80,1450
Nagaland,,Total Kharif Pulses,1995-1996,5.90,6.30,1068
Odisha,,Total Kharif Pulses,1995-1996,958.40,383.30,400
Punjab,,Total Kharif Pulses,1995-1996,127.80,100.80,789
Rajasthan,,Total Kharif Pulses,1995-1996,3695.30,613.00,166
Sikkim,,Total Kharif Pulses,1995-1996,0.70,0.60,857
Tamil Nadu,,Total Kharif Pulses,1995-1996,468.90,189.30,404
Tripura,,Total Kharif Pulses,1995-1996,5.90,3.30,559
Uttar Pradesh,,Total Kharif Pulses,1995-1996,987.00,720.40,730
West Bengal,,Total Kharif Pulses,1995-1996,135.30,54.30,401
India,,Total Kharif Pulses,1995-1996,16457.70,6667.10,405
Andhra Pradesh,,Total Kharif Pulses,1996-1997,843.00,369.00,438
Arunachal Pradesh,,Total Kharif Pulses,1996-1997,3.40,3.10,912
Assam,,Total Kharif Pulses,1996-1997,6.80,4.80,706
Bihar,,Total Kharif Pulses,1996-1997,241.40,171.20,709
Dadra & Nagar Haveli  ,,Total Kharif Pulses,1996-1997,2.90,2.10,724
Delhi,,Total Kharif Pulses,1996-1997,0.30,0.10,333
Goa,,Total Kharif Pulses,1996-1997,1.00,0.40,400
Gujarat,,Total Kharif Pulses,1996-1997,782.50,567.70,725
Haryana,,Total Kharif Pulses,1996-1997,59.70,58.40,978
Himachal Pradesh,,Total Kharif Pulses,1996-1997,28.20,7.40,262
Jammu & Kashmir,,Total Kharif Pulses,1996-1997,28.10,14.40,512
Karnataka,,Total Kharif Pulses,1996-1997,1240.00,460.50,371
Kerala,,Total Kharif Pulses,1996-1997,2.20,1.20,545
Madhya Pradesh,,Total Kharif Pulses,1996-1997,1133.60,529.20,467
Maharashtra,,Total Kharif Pulses,1996-1997,2442.90,1410.90,578
Meghalaya,,Total Kharif Pulses,1996-1997,0.90,0.70,778
Mizoram,,Total Kharif Pulses,1996-1997,3.90,5.70,1462
Nagaland,,Total Kharif Pulses,1996-1997,8.20,7.70,939
Odisha,,Total Kharif Pulses,1996-1997,454.30,147.90,326
Punjab,,Total Kharif Pulses,1996-1997,70.40,57.40,815
Rajasthan,,Total Kharif Pulses,1996-1997,2177.60,702.00,322
Sikkim,,Total Kharif Pulses,1996-1997,0.40,0.50,1250
Tamil Nadu,,Total Kharif Pulses,1996-1997,315.80,132.10,418
Tripura,,Total Kharif Pulses,1996-1997,5.70,3.40,596
Uttar Pradesh,,Total Kharif Pulses,1996-1997,786.80,682.80,868
West Bengal,,Total Kharif Pulses,1996-1997,79.30,48.20,608
India,,Total Kharif Pulses,1996-1997,10719.30,5388.80,503
Andhra Pradesh,,Total Kharif Pulses,1997-1998,756.00,171.00,226
Arunachal Pradesh,,Total Kharif Pulses,1997-1998,3.30,3.20,970
Assam,,Total Kharif Pulses,1997-1998,6.60,4.70,712
Bihar,,Total Kharif Pulses,1997-1998,222.40,177.20,797
Dadra & Nagar Haveli  ,,Total Kharif Pulses,1997-1998,3.10,3.50,1129
Delhi,,Total Kharif Pulses,1997-1998,0.40,0.10,250
Goa,,Total Kharif Pulses,1997-1998,1.00,0.20,200
Gujarat,,Total Kharif Pulses,1997-1998,768.90,512.70,667
Haryana,,Total Kharif Pulses,1997-1998,52.00,51.70,994
Himachal Pradesh,,Total Kharif Pulses,1997-1998,28.20,8.80,312
Jammu & Kashmir,,Total Kharif Pulses,1997-1998,29.40,15.90,541
Karnataka,,Total Kharif Pulses,1997-1998,1125.50,287.40,255
Kerala,,Total Kharif Pulses,1997-1998,16.50,12.40,752
Madhya Pradesh,,Total Kharif Pulses,1997-1998,1139.90,519.40,456
Maharashtra,,Total Kharif Pulses,1997-1998,2414.20,843.90,350
Meghalaya,,Total Kharif Pulses,1997-1998,0.90,0.70,778
Mizoram,,Total Kharif Pulses,1997-1998,3.70,5.40,1459
Nagaland,,Total Kharif Pulses,1997-1998,10.00,7.50,750
Odisha,,Total Kharif Pulses,1997-1998,572.70,206.80,361
Punjab,,Total Kharif Pulses,1997-1998,66.10,42.50,643
Rajasthan,,Total Kharif Pulses,1997-1998,2116.30,636.10,301
Sikkim,,Total Kharif Pulses,1997-1998,0.40,0.50,1250
Tamil Nadu,,Total Kharif Pulses,1997-1998,301.30,116.40,386
Tripura,,Total Kharif Pulses,1997-1998,5.20,3.20,615
Uttar Pradesh,,Total Kharif Pulses,1997-1998,786.10,611.10,777
West Bengal,,Total Kharif Pulses,1997-1998,75.70,47.30,625
India,,Total Kharif Pulses,1997-1998,10505.80,4289.60,408
Andhra Pradesh,,Total Kharif Pulses,1998-1999,842.00,377.00,448
Arunachal Pradesh,,Total Kharif Pulses,1998-1999,3.60,3.30,917
Assam,,Total Kharif Pulses,1998-1999,7.70,5.40,701
Bihar,,Total Kharif Pulses,1998-1999,219.30,195.70,892
Dadra & Nagar Haveli  ,,Total Kharif Pulses,1998-1999,3.20,2.90,906
Delhi,,Total Kharif Pulses,1998-1999,0.20,0.10,500
Goa,,Total Kharif Pulses,1998-1999,1.20,0.30,250
Gujarat,,Total Kharif Pulses,1998-1999,715.20,506.60,708
Haryana,,Total Kharif Pulses,1998-1999,62.00,52.00,839
Himachal Pradesh,,Total Kharif Pulses,1998-1999,28.20,8.80,312
Jammu & Kashmir,,Total Kharif Pulses,1998-1999,29.00,16.00,552
Karnataka,,Total Kharif Pulses,1998-1999,1274.30,466.70,366
Kerala,,Total Kharif Pulses,1998-1999,14.80,11.10,750
Madhya Pradesh,,Total Kharif Pulses,1998-1999,1172.80,590.00,503
Maharashtra,,Total Kharif Pulses,1998-1999,2463.60,1639.50,665
Meghalaya,,Total Kharif Pulses,1998-1999,2.20,1.70,773
Mizoram,,Total Kharif Pulses,1998-1999,3.90,6.10,1564
Nagaland,,Total Kharif Pulses,1998-1999,10.00,7.60,760
Odisha,,Total Kharif Pulses,1998-1999,530.20,173.80,328
Punjab,,Total Kharif Pulses,1998-1999,55.70,33.40,600
Rajasthan,,Total Kharif Pulses,1998-1999,1749.90,273.80,156
Sikkim,,Total Kharif Pulses,1998-1999,0.40,0.40,1000
Tamil Nadu,,Total Kharif Pulses,1998-1999,351.00,159.00,453
Tripura,,Total Kharif Pulses,1998-1999,4.10,2.30,561
Uttar Pradesh,,Total Kharif Pulses,1998-1999,741.30,580.10,783
West Bengal,,Total Kharif Pulses,1998-1999,63.10,27.50,436
India,,Total Kharif Pulses,1998-1999,10348.90,5141.10,497
Andhra Pradesh,,Total Kharif Pulses,1999-2000,867.00,387.20,447
Arunachal Pradesh,,Total Kharif Pulses,1999-2000,3.60,3.40,944
Assam,,Total Kharif Pulses,1999-2000,7.00,5.00,714
Bihar,,Total Kharif Pulses,1999-2000,216.70,189.90,876
Dadra & Nagar Haveli  ,,Total Kharif Pulses,1999-2000,3.20,2.40,750
Delhi,,Total Kharif Pulses,1999-2000,0.20,0.10,500
Goa,,Total Kharif Pulses,1999-2000,1.00,0.60,600
Gujarat,,Total Kharif Pulses,1999-2000,613.00,361.10,589
Haryana,,Total Kharif Pulses,1999-2000,24.80,12.50,504
Himachal Pradesh,,Total Kharif Pulses,1999-2000,24.50,9.80,400
Jammu & Kashmir,,Total Kharif Pulses,1999-2000,25.10,12.00,478
Karnataka,,Total Kharif Pulses,1999-2000,1290.50,564.90,438
Kerala,,Total Kharif Pulses,1999-2000,12.40,9.40,758
Madhya Pradesh,,Total Kharif Pulses,1999-2000,1083.80,507.60,468
Maharashtra,,Total Kharif Pulses,1999-2000,2520.20,1537.30,610
Meghalaya,,Total Kharif Pulses,1999-2000,2.20,1.60,727
Mizoram,,Total Kharif Pulses,1999-2000,3.40,4.60,1353
Nagaland,,Total Kharif Pulses,1999-2000,12.00,8.30,692
Odisha,,Total Kharif Pulses,1999-2000,490.00,174.80,357
Punjab,,Total Kharif Pulses,1999-2000,52.00,32.50,625
Rajasthan,,Total Kharif Pulses,1999-2000,1443.70,133.40,92
Sikkim,,Total Kharif Pulses,1999-2000,0.40,0.40,1000
Tamil Nadu,,Total Kharif Pulses,1999-2000,314.60,151.60,482
Tripura,,Total Kharif Pulses,1999-2000,3.80,2.30,605
Uttar Pradesh,,Total Kharif Pulses,1999-2000,713.70,665.00,932
West Bengal,,Total Kharif Pulses,1999-2000,64.80,38.50,594
India,,Total Kharif Pulses,1999-2000,9793.60,4816.20,492
Andhra Pradesh,,Total Kharif Pulses,2000-2001,1038.00,401.00,386
Arunachal Pradesh,,Total Kharif Pulses,2000-2001,3.00,3.00,1000
Assam,,Total Kharif Pulses,2000-2001,7.30,5.20,712
Bihar,,Total Kharif Pulses,2000-2001,104.10,98.80,949
Chhattisgarh,,Total Kharif Pulses,2000-2001,242.20,76.60,316
Dadra & Nagar Haveli  ,,Total Kharif Pulses,2000-2001,2.90,2.70,931
Delhi,,Total Kharif Pulses,2000-2001,0.30,0.10,333
Goa,,Total Kharif Pulses,2000-2001,0.70,0.30,429
Gujarat,,Total Kharif Pulses,2000-2001,615.10,179.70,292
Haryana,,Total Kharif Pulses,2000-2001,26.50,13.70,517
Himachal Pradesh,,Total Kharif Pulses,2000-2001,25.10,12.60,502
Jammu & Kashmir,,Total Kharif Pulses,2000-2001,24.80,11.30,456
Jharkhand,,Total Kharif Pulses,2000-2001,116.30,96.00,825
Karnataka,,Total Kharif Pulses,2000-2001,1483.10,640.00,432
Kerala,,Total Kharif Pulses,2000-2001,7.00,5.50,786
Madhya Pradesh,,Total Kharif Pulses,2000-2001,857.00,344.30,402
Maharashtra,,Total Kharif Pulses,2000-2001,2779.30,1248.40,449
Manipur,,Total Kharif Pulses,2000-2001,6.10,3.20,525
Meghalaya,,Total Kharif Pulses,2000-2001,2.20,1.60,727
Mizoram,,Total Kharif Pulses,2000-2001,1.90,3.00,1579
Nagaland,,Total Kharif Pulses,2000-2001,12.00,9.60,800
Odisha,,Total Kharif Pulses,2000-2001,457.20,145.70,319
Punjab,,Total Kharif Pulses,2000-2001,41.70,27.70,664
Rajasthan,,Total Kharif Pulses,2000-2001,1666.00,283.20,170
Sikkim,,Total Kharif Pulses,2000-2001,0.40,0.40,1000
Tamil Nadu,,Total Kharif Pulses,2000-2001,297.70,139.90,470
Tripura,,Total Kharif Pulses,2000-2001,6.90,4.00,580
Uttar Pradesh,,Total Kharif Pulses,2000-2001,757.50,652.40,861
Uttarakhand,,Total Kharif Pulses,2000-2001,8.70,3.60,414
West Bengal,,Total Kharif Pulses,2000-2001,66.80,34.70,519
India,,Total Kharif Pulses,2000-2001,10657.80,4448.20,417
Andhra Pradesh,,Total Kharif Pulses,2001-2002,894.00,354.70,397
Arunachal Pradesh,,Total Kharif Pulses,2001-2002,4.70,5.20,1106
Assam,,Total Kharif Pulses,2001-2002,7.00,5.00,714
Bihar,,Total Kharif Pulses,2001-2002,96.80,85.30,881
Chhattisgarh,,Total Kharif Pulses,2001-2002,237.00,79.60,336
Dadra & Nagar Haveli  ,,Total Kharif Pulses,2001-2002,3.50,3.10,886
Delhi,,Total Kharif Pulses,2001-2002,0.50,0.40,800
Goa,,Total Kharif Pulses,2001-2002,0.50,0.30,600
Gujarat,,Total Kharif Pulses,2001-2002,678.90,351.20,517
Haryana,,Total Kharif Pulses,2001-2002,33.40,17.10,512
Himachal Pradesh,,Total Kharif Pulses,2001-2002,24.90,8.30,333
Jammu & Kashmir,,Total Kharif Pulses,2001-2002,24.90,11.40,458
Jharkhand,,Total Kharif Pulses,2001-2002,42.70,32.80,768
Karnataka,,Total Kharif Pulses,2001-2002,1176.50,392.80,334
Kerala,,Total Kharif Pulses,2001-2002,7.00,5.40,771
Madhya Pradesh,,Total Kharif Pulses,2001-2002,872.30,449.80,516
Maharashtra,,Total Kharif Pulses,2001-2002,2507.00,1368.00,546
Manipur,,Total Kharif Pulses,2001-2002,6.00,3.10,517
Meghalaya,,Total Kharif Pulses,2001-2002,2.10,1.60,762
Mizoram,,Total Kharif Pulses,2001-2002,1.80,2.10,1167
Nagaland,,Total Kharif Pulses,2001-2002,17.00,13.40,788
Odisha,,Total Kharif Pulses,2001-2002,516.60,191.70,371
Punjab,,Total Kharif Pulses,2001-2002,37.00,21.00,568
Rajasthan,,Total Kharif Pulses,2001-2002,2352.50,645.90,275
Sikkim,,Total Kharif Pulses,2001-2002,0.40,0.40,1000
Tamil Nadu,,Total Kharif Pulses,2001-2002,322.00,130.60,406
Tripura,,Total Kharif Pulses,2001-2002,4.60,3.10,674
Uttar Pradesh,,Total Kharif Pulses,2001-2002,785.50,612.00,779
Uttarakhand,,Total Kharif Pulses,2001-2002,9.80,6.10,622
West Bengal,,Total Kharif Pulses,2001-2002,55.40,36.80,664
India,,Total Kharif Pulses,2001-2002,10722.30,4838.20,451
Andhra Pradesh,,Total Kharif Pulses,2002-2003,927.00,291.00,314
Arunachal Pradesh,,Total Kharif Pulses,2002-2003,3.60,3.70,1028
Assam,,Total Kharif Pulses,2002-2003,7.00,5.00,714
Bihar,,Total Kharif Pulses,2002-2003,93.30,81.40,872
Chhattisgarh,,Total Kharif Pulses,2002-2003,231.70,69.30,299
