States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
India,,Total Rabi Pulses,1998-1999,13140.20,9758.40,743
Andaman & Nicobar Islands,,Total Rabi Pulses,1999-2000,0.90,0.30,333
Andhra Pradesh,,Total Rabi Pulses,1999-2000,777.90,413.00,531
Assam,,Total Rabi Pulses,1999-2000,109.00,59.00,541
Bihar,,Total Rabi Pulses,1999-2000,648.60,557.00,859
Dadra & Nagar Haveli  ,,Total Rabi Pulses,1999-2000,2.70,2.10,778
Daman & Diu  ,,Total Rabi Pulses,1999-2000,1.30,1.30,1000
Delhi,,Total Rabi Pulses,1999-2000,0.20,0.00,0
Goa,,Total Rabi Pulses,1999-2000,9.20,8.40,913
Gujarat,,Total Rabi Pulses,1999-2000,87.40,44.50,509
Haryana,,Total Rabi Pulses,1999-2000,108.60,63.70,587
Himachal Pradesh,,Total Rabi Pulses,1999-2000,7.00,5.00,714
Jammu & Kashmir,,Total Rabi Pulses,1999-2000,3.70,2.10,568
Karnataka,,Total Rabi Pulses,1999-2000,630.00,283.80,450
Kerala,,Total Rabi Pulses,1999-2000,11.40,9.50,833
Madhya Pradesh,,Total Rabi Pulses,1999-2000,3854.20,3272.90,849
Maharashtra,,Total Rabi Pulses,1999-2000,1077.50,668.80,621
Meghalaya,,Total Rabi Pulses,1999-2000,4.00,3.00,750
Mizoram,,Total Rabi Pulses,1999-2000,0.70,2.70,3857
Nagaland,,Total Rabi Pulses,1999-2000,1.00,1.20,1200
Odisha,,Total Rabi Pulses,1999-2000,194.00,90.00,464
Puducherry,,Total Rabi Pulses,1999-2000,5.80,3.90,672
Punjab,,Total Rabi Pulses,1999-2000,14.00,12.90,921
Rajasthan,,Total Rabi Pulses,1999-2000,1029.40,757.50,736
Sikkim,,Total Rabi Pulses,1999-2000,6.30,5.70,905
Tamil Nadu,,Total Rabi Pulses,1999-2000,545.80,219.20,402
Tripura,,Total Rabi Pulses,1999-2000,3.70,2.10,568
Uttar Pradesh,,Total Rabi Pulses,1999-2000,1972.20,1933.80,981
West Bengal,,Total Rabi Pulses,1999-2000,210.60,173.00,821
India,,Total Rabi Pulses,1999-2000,11317.10,8596.40,760
Andaman & Nicobar Islands,,Total Rabi Pulses,2000-2001,0.70,0.40,571
Andhra Pradesh,,Total Rabi Pulses,2000-2001,864.20,653.20,756
Assam,,Total Rabi Pulses,2000-2001,104.20,57.10,548
Bihar,,Total Rabi Pulses,2000-2001,613.10,521.90,851
Chhattisgarh,,Total Rabi Pulses,2000-2001,426.30,190.90,448
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2000-2001,2.80,2.30,821
Daman & Diu  ,,Total Rabi Pulses,2000-2001,1.30,1.30,1000
Delhi,,Total Rabi Pulses,2000-2001,0.40,0.30,750
Goa,,Total Rabi Pulses,2000-2001,10.10,9.30,921
Gujarat,,Total Rabi Pulses,2000-2001,20.00,11.00,550
Haryana,,Total Rabi Pulses,2000-2001,133.40,85.70,642
Himachal Pradesh,,Total Rabi Pulses,2000-2001,6.20,7.10,1145
Jammu & Kashmir,,Total Rabi Pulses,2000-2001,2.60,1.60,615
Karnataka,,Total Rabi Pulses,2000-2001,563.60,316.20,561
Kerala,,Total Rabi Pulses,2000-2001,6.10,4.90,803
Madhya Pradesh,,Total Rabi Pulses,2000-2001,2697.20,1931.10,716
Maharashtra,,Total Rabi Pulses,2000-2001,778.00,389.00,500
Meghalaya,,Total Rabi Pulses,2000-2001,2.50,1.90,760
Mizoram,,Total Rabi Pulses,2000-2001,0.50,0.90,1800
Nagaland,,Total Rabi Pulses,2000-2001,1.00,0.80,800
Odisha,,Total Rabi Pulses,2000-2001,147.10,67.00,455
Puducherry,,Total Rabi Pulses,2000-2001,6.00,3.60,600
Punjab,,Total Rabi Pulses,2000-2001,18.30,16.70,913
Rajasthan,,Total Rabi Pulses,2000-2001,708.80,448.30,632
Sikkim,,Total Rabi Pulses,2000-2001,5.70,4.80,842
Tamil Nadu,,Total Rabi Pulses,2000-2001,390.20,172.80,443
Tripura,,Total Rabi Pulses,2000-2001,3.20,1.90,594
Uttar Pradesh,,Total Rabi Pulses,2000-2001,1934.20,1507.90,780
Uttarakhand,,Total Rabi Pulses,2000-2001,19.80,18.20,919
West Bengal,,Total Rabi Pulses,2000-2001,207.20,184.60,891
India,,Total Rabi Pulses,2000-2001,9674.70,6612.70,684
Andaman & Nicobar Islands,,Total Rabi Pulses,2001-2002,0.40,0.20,500
Andhra Pradesh,,Total Rabi Pulses,2001-2002,1026.00,783.00,763
Assam,,Total Rabi Pulses,2001-2002,110.80,60.70,548
Bihar,,Total Rabi Pulses,2001-2002,597.40,461.70,773
Chhattisgarh,,Total Rabi Pulses,2001-2002,629.70,368.80,586
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2001-2002,4.50,3.50,778
Daman & Diu  ,,Total Rabi Pulses,2001-2002,1.30,1.10,846
Delhi,,Total Rabi Pulses,2001-2002,0.10,0.00,0
Goa,,Total Rabi Pulses,2001-2002,8.90,8.10,910
Gujarat,,Total Rabi Pulses,2001-2002,51.50,28.60,555
Haryana,,Total Rabi Pulses,2001-2002,153.10,131.00,856
Himachal Pradesh,,Total Rabi Pulses,2001-2002,5.90,2.80,475
Jammu & Kashmir,,Total Rabi Pulses,2001-2002,2.00,1.30,650
Jharkhand,,Total Rabi Pulses,2001-2002,16.40,10.50,640
Karnataka,,Total Rabi Pulses,2001-2002,716.60,358.70,501
Kerala,,Total Rabi Pulses,2001-2002,6.00,4.90,817
Madhya Pradesh,,Total Rabi Pulses,2001-2002,3297.90,2774.80,841
Maharashtra,,Total Rabi Pulses,2001-2002,881.00,513.00,582
Meghalaya,,Total Rabi Pulses,2001-2002,2.60,1.90,731
Mizoram,,Total Rabi Pulses,2001-2002,0.90,1.80,2000
Nagaland,,Total Rabi Pulses,2001-2002,1.00,1.00,1000
Odisha,,Total Rabi Pulses,2001-2002,197.10,92.50,469
Puducherry,,Total Rabi Pulses,2001-2002,1.30,0.70,538
Punjab,,Total Rabi Pulses,2001-2002,16.70,15.00,898
Rajasthan,,Total Rabi Pulses,2001-2002,1004.70,780.20,777
Sikkim,,Total Rabi Pulses,2001-2002,6.10,5.20,852
Tamil Nadu,,Total Rabi Pulses,2001-2002,412.90,183.30,444
Tripura,,Total Rabi Pulses,2001-2002,3.90,2.40,615
Uttar Pradesh,,Total Rabi Pulses,2001-2002,1897.00,1765.00,930
Uttarakhand,,Total Rabi Pulses,2001-2002,20.10,12.90,642
West Bengal,,Total Rabi Pulses,2001-2002,193.20,138.10,715
India,,Total Rabi Pulses,2001-2002,11267.00,8512.70,756
Andaman & Nicobar Islands,,Total Rabi Pulses,2002-2003,1.30,0.60,462
Andhra Pradesh,,Total Rabi Pulses,2002-2003,1172.90,770.60,657
Assam,,Total Rabi Pulses,2002-2003,104.00,55.00,529
Bihar,,Total Rabi Pulses,2002-2003,604.50,479.50,793
Chhattisgarh,,Total Rabi Pulses,2002-2003,550.10,296.40,539
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2002-2003,3.50,3.40,971
Daman & Diu  ,,Total Rabi Pulses,2002-2003,1.30,1.00,769
Delhi,,Total Rabi Pulses,2002-2003,0.10,0.00,0
Goa,,Total Rabi Pulses,2002-2003,9.20,7.30,793
Gujarat,,Total Rabi Pulses,2002-2003,61.70,31.10,504
Haryana,,Total Rabi Pulses,2002-2003,62.00,48.00,774
Himachal Pradesh,,Total Rabi Pulses,2002-2003,9.40,11.00,1170
Jammu & Kashmir,,Total Rabi Pulses,2002-2003,2.00,1.30,650
Jharkhand,,Total Rabi Pulses,2002-2003,16.20,9.80,605
Karnataka,,Total Rabi Pulses,2002-2003,749.70,317.70,424
Kerala,,Total Rabi Pulses,2002-2003,7.30,5.60,767
Madhya Pradesh,,Total Rabi Pulses,2002-2003,3190.40,2009.20,630
Maharashtra,,Total Rabi Pulses,2002-2003,910.60,496.20,545
Meghalaya,,Total Rabi Pulses,2002-2003,2.60,1.90,731
Mizoram,,Total Rabi Pulses,2002-2003,2.10,2.30,1095
Nagaland,,Total Rabi Pulses,2002-2003,1.00,1.00,1000
Odisha,,Total Rabi Pulses,2002-2003,133.40,55.40,415
Puducherry,,Total Rabi Pulses,2002-2003,1.90,0.60,316
Punjab,,Total Rabi Pulses,2002-2003,15.60,14.60,936
Rajasthan,,Total Rabi Pulses,2002-2003,467.70,371.30,794
Sikkim,,Total Rabi Pulses,2002-2003,6.70,6.30,940
Tamil Nadu,,Total Rabi Pulses,2002-2003,332.70,119.50,359
Tripura,,Total Rabi Pulses,2002-2003,4.10,2.50,610
Uttar Pradesh,,Total Rabi Pulses,2002-2003,1895.30,1693.60,894
Uttarakhand,,Total Rabi Pulses,2002-2003,19.60,12.10,617
West Bengal,,Total Rabi Pulses,2002-2003,188.20,132.20,702
India,,Total Rabi Pulses,2002-2003,10527.10,6957.00,661
Andaman & Nicobar Islands,,Total Rabi Pulses,2003-2004,0.70,0.40,571
Andhra Pradesh,,Total Rabi Pulses,2003-2004,1059.00,701.00,662
Assam,,Total Rabi Pulses,2003-2004,108.00,59.00,546
Bihar,,Total Rabi Pulses,2003-2004,592.80,474.60,801
Chhattisgarh,,Total Rabi Pulses,2003-2004,719.30,493.70,686
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2003-2004,2.80,2.30,821
Daman & Diu  ,,Total Rabi Pulses,2003-2004,1.30,1.10,846
Delhi,,Total Rabi Pulses,2003-2004,0.10,0.20,2000
Goa,,Total Rabi Pulses,2003-2004,9.30,8.90,957
Gujarat,,Total Rabi Pulses,2003-2004,154.70,134.90,872
Haryana,,Total Rabi Pulses,2003-2004,130.30,106.20,815
Himachal Pradesh,,Total Rabi Pulses,2003-2004,5.00,3.00,600
Jammu & Kashmir,,Total Rabi Pulses,2003-2004,2.50,1.60,640
Jharkhand,,Total Rabi Pulses,2003-2004,56.00,36.00,643
Karnataka,,Total Rabi Pulses,2003-2004,718.80,221.40,308
Kerala,,Total Rabi Pulses,2003-2004,5.50,4.60,836
Madhya Pradesh,,Total Rabi Pulses,2003-2004,3532.30,2964.20,839
Maharashtra,,Total Rabi Pulses,2003-2004,925.00,473.00,511
Meghalaya,,Total Rabi Pulses,2003-2004,2.60,1.90,731
Mizoram,,Total Rabi Pulses,2003-2004,2.60,2.10,808
Nagaland,,Total Rabi Pulses,2003-2004,1.50,2.00,1333
Odisha,,Total Rabi Pulses,2003-2004,198.20,73.00,368
Puducherry,,Total Rabi Pulses,2003-2004,2.60,0.90,346
Punjab,,Total Rabi Pulses,2003-2004,13.50,12.00,889
Rajasthan,,Total Rabi Pulses,2003-2004,1163.40,767.10,659
Sikkim,,Total Rabi Pulses,2003-2004,6.70,6.40,955
Tamil Nadu,,Total Rabi Pulses,2003-2004,319.70,118.20,370
Tripura,,Total Rabi Pulses,2003-2004,3.70,2.30,622
Uttar Pradesh,,Total Rabi Pulses,2003-2004,1805.50,1865.60,1033
Uttarakhand,,Total Rabi Pulses,2003-2004,19.00,13.00,684
West Bengal,,Total Rabi Pulses,2003-2004,195.70,176.30,901
India,,Total Rabi Pulses,2003-2004,11758.10,8726.90,742
Andaman & Nicobar Islands,,Total Rabi Pulses,2004-2005,0.70,0.40,571
Andhra Pradesh,,Total Rabi Pulses,2004-2005,917.00,643.00,701
Assam,,Total Rabi Pulses,2004-2005,100.90,56.60,561
Bihar,,Total Rabi Pulses,2004-2005,569.70,385.70,677
Chhattisgarh,,Total Rabi Pulses,2004-2005,690.70,285.90,414
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2004-2005,3.30,2.70,818
Daman & Diu  ,,Total Rabi Pulses,2004-2005,1.30,1.20,923
Delhi,,Total Rabi Pulses,2004-2005,0.00,0.10,-
Goa,,Total Rabi Pulses,2004-2005,9.90,9.10,919
Gujarat,,Total Rabi Pulses,2004-2005,126.40,100.00,791
Haryana,,Total Rabi Pulses,2004-2005,117.00,101.00,863
Himachal Pradesh,,Total Rabi Pulses,2004-2005,9.00,10.00,1111
Jammu & Kashmir,,Total Rabi Pulses,2004-2005,2.70,1.70,630
Jharkhand,,Total Rabi Pulses,2004-2005,57.00,42.00,737
Karnataka,,Total Rabi Pulses,2004-2005,600.00,280.00,467
Kerala,,Total Rabi Pulses,2004-2005,2.90,2.50,862
Madhya Pradesh,,Total Rabi Pulses,2004-2005,3513.40,2933.30,835
Maharashtra,,Total Rabi Pulses,2004-2005,920.00,491.00,534
Meghalaya,,Total Rabi Pulses,2004-2005,2.60,2.00,769
Mizoram,,Total Rabi Pulses,2004-2005,1.30,1.90,1462
Nagaland,,Total Rabi Pulses,2004-2005,1.00,1.00,1000
Odisha,,Total Rabi Pulses,2004-2005,165.90,71.70,432
Puducherry,,Total Rabi Pulses,2004-2005,3.70,1.10,297
Punjab,,Total Rabi Pulses,2004-2005,12.00,10.00,833
Rajasthan,,Total Rabi Pulses,2004-2005,1085.30,837.80,772
Sikkim,,Total Rabi Pulses,2004-2005,6.60,6.20,939
Tamil Nadu,,Total Rabi Pulses,2004-2005,400.30,162.60,406
Tripura,,Total Rabi Pulses,2004-2005,4.00,2.40,600
Uttar Pradesh,,Total Rabi Pulses,2004-2005,1907.80,1808.40,948
Uttarakhand,,Total Rabi Pulses,2004-2005,21.00,14.00,667
West Bengal,,Total Rabi Pulses,2004-2005,175.20,133.20,760
India,,Total Rabi Pulses,2004-2005,11428.60,8398.50,735
Andaman & Nicobar Islands,,Total Rabi Pulses,2005-2006,0.80,0.40,500
Andhra Pradesh,,Total Rabi Pulses,2005-2006,932.00,908.00,974
Assam,,Total Rabi Pulses,2005-2006,94.00,49.50,527
Bihar,,Total Rabi Pulses,2005-2006,517.40,368.80,713
Chhattisgarh,,Total Rabi Pulses,2005-2006,712.60,374.40,525
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2005-2006,3.40,2.80,824
Daman & Diu  ,,Total Rabi Pulses,2005-2006,1.30,1.10,846
Delhi,,Total Rabi Pulses,2005-2006,0.20,0.20,1000
Goa,,Total Rabi Pulses,2005-2006,10.50,11.20,1067
Gujarat,,Total Rabi Pulses,2005-2006,194.00,160.00,825
Haryana,,Total Rabi Pulses,2005-2006,136.80,78.00,570
Himachal Pradesh,,Total Rabi Pulses,2005-2006,7.10,11.30,1592
Jammu & Kashmir,,Total Rabi Pulses,2005-2006,2.40,1.50,625
Jharkhand,,Total Rabi Pulses,2005-2006,73.20,53.40,730
Karnataka,,Total Rabi Pulses,2005-2006,609.00,298.00,489
Kerala,,Total Rabi Pulses,2005-2006,6.80,5.40,794
Madhya Pradesh,,Total Rabi Pulses,2005-2006,3408.40,2802.70,822
Maharashtra,,Total Rabi Pulses,2005-2006,1162.00,769.00,662
Meghalaya,,Total Rabi Pulses,2005-2006,2.70,2.00,741
Mizoram,,Total Rabi Pulses,2005-2006,1.90,3.10,1632
Nagaland,,Total Rabi Pulses,2005-2006,0.40,0.40,1000
Odisha,,Total Rabi Pulses,2005-2006,278.40,123.30,443
Puducherry,,Total Rabi Pulses,2005-2006,3.60,1.10,306
Punjab,,Total Rabi Pulses,2005-2006,9.60,8.00,833
Rajasthan,,Total Rabi Pulses,2005-2006,1127.30,542.00,481
Sikkim,,Total Rabi Pulses,2005-2006,6.40,5.70,891
Tamil Nadu,,Total Rabi Pulses,2005-2006,342.20,114.90,336
Tripura,,Total Rabi Pulses,2005-2006,3.70,2.30,622
Uttar Pradesh,,Total Rabi Pulses,2005-2006,1846.70,1634.70,885
Uttarakhand,,Total Rabi Pulses,2005-2006,27.00,15.00,556
West Bengal,,Total Rabi Pulses,2005-2006,170.00,141.10,830
India,,Total Rabi Pulses,2005-2006,11691.80,8489.30,726
Andaman & Nicobar Islands,,Total Rabi Pulses,2006-2007,0.60,0.30,500
Andhra Pradesh,,Total Rabi Pulses,2006-2007,1234.00,1076.00,872
Assam,,Total Rabi Pulses,2006-2007,99.00,54.00,545
Bihar,,Total Rabi Pulses,2006-2007,519.70,364.10,701
Chhattisgarh,,Total Rabi Pulses,2006-2007,678.20,416.30,614
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2006-2007,3.40,2.80,824
Daman & Diu  ,,Total Rabi Pulses,2006-2007,1.30,1.10,846
Delhi,,Total Rabi Pulses,2006-2007,0.00,0.10,-
Goa,,Total Rabi Pulses,2006-2007,11.50,15.90,1383
Gujarat,,Total Rabi Pulses,2006-2007,328.00,249.00,759
Haryana,,Total Rabi Pulses,2006-2007,114.00,97.00,851
Himachal Pradesh,,Total Rabi Pulses,2006-2007,10.20,18.30,1794
Jammu & Kashmir,,Total Rabi Pulses,2006-2007,2.00,2.00,1000
Jharkhand,,Total Rabi Pulses,2006-2007,127.90,109.90,859
Karnataka,,Total Rabi Pulses,2006-2007,921.00,390.00,423
Kerala,,Total Rabi Pulses,2006-2007,6.80,5.40,794
Madhya Pradesh,,Total Rabi Pulses,2006-2007,3238.90,2795.60,863
Maharashtra,,Total Rabi Pulses,2006-2007,1454.00,990.00,681
Meghalaya,,Total Rabi Pulses,2006-2007,2.60,2.00,769
Mizoram,,Total Rabi Pulses,2006-2007,2.10,2.80,1333
Nagaland,,Total Rabi Pulses,2006-2007,0.40,0.50,1250
Odisha,,Total Rabi Pulses,2006-2007,283.00,121.60,430
Puducherry,,Total Rabi Pulses,2006-2007,3.60,1.10,306
Punjab,,Total Rabi Pulses,2006-2007,9.00,8.20,911
Rajasthan,,Total Rabi Pulses,2006-2007,1059.90,932.70,880
Sikkim,,Total Rabi Pulses,2006-2007,6.40,5.70,891
Tamil Nadu,,Total Rabi Pulses,2006-2007,391.20,196.70,503
Tripura,,Total Rabi Pulses,2006-2007,3.20,2.20,688
Uttar Pradesh,,Total Rabi Pulses,2006-2007,1802.00,1388.00,770
Uttarakhand,,Total Rabi Pulses,2006-2007,19.00,10.00,526
West Bengal,,Total Rabi Pulses,2006-2007,161.70,117.00,724
India,,Total Rabi Pulses,2006-2007,12494.60,9376.30,750
Andaman & Nicobar Islands,,Total Rabi Pulses,2007-2008,2.10,1.20,571
Andhra Pradesh,,Total Rabi Pulses,2007-2008,1250.00,1197.00,958
Assam,,Total Rabi Pulses,2007-2008,107.00,59.00,551
Bihar,,Total Rabi Pulses,2007-2008,523.60,423.40,809
Chhattisgarh,,Total Rabi Pulses,2007-2008,692.60,456.40,659
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2007-2008,3.40,2.80,824
Daman & Diu  ,,Total Rabi Pulses,2007-2008,1.30,1.10,846
Delhi,,Total Rabi Pulses,2007-2008,0.00,0.10,-
Goa,,Total Rabi Pulses,2007-2008,10.90,11.00,1009
Gujarat,,Total Rabi Pulses,2007-2008,225.00,218.00,969
Haryana,,Total Rabi Pulses,2007-2008,113.00,58.80,520
Himachal Pradesh,,Total Rabi Pulses,2007-2008,12.00,23.90,1992
Jammu & Kashmir,,Total Rabi Pulses,2007-2008,2.80,2.00,714
Jharkhand,,Total Rabi Pulses,2007-2008,133.00,112.70,847
Karnataka,,Total Rabi Pulses,2007-2008,785.00,449.00,572
Kerala,,Total Rabi Pulses,2007-2008,6.80,5.40,794
Madhya Pradesh,,Total Rabi Pulses,2007-2008,3129.30,2036.70,651
Maharashtra,,Total Rabi Pulses,2007-2008,1479.00,1179.00,797
Manipur,,Total Rabi Pulses,2007-2008,5.10,2.60,510
Meghalaya,,Total Rabi Pulses,2007-2008,2.70,2.40,889
Mizoram,,Total Rabi Pulses,2007-2008,1.00,1.40,1400
Nagaland,,Total Rabi Pulses,2007-2008,0.40,0.60,1500
Odisha,,Total Rabi Pulses,2007-2008,316.20,133.90,423
Puducherry,,Total Rabi Pulses,2007-2008,4.20,0.40,95
Punjab,,Total Rabi Pulses,2007-2008,7.40,7.60,1027
Rajasthan,,Total Rabi Pulses,2007-2008,1265.50,602.40,476
Sikkim,,Total Rabi Pulses,2007-2008,6.40,5.70,891
Tamil Nadu,,Total Rabi Pulses,2007-2008,461.20,120.40,261
Tripura,,Total Rabi Pulses,2007-2008,3.00,2.20,733
Uttar Pradesh,,Total Rabi Pulses,2007-2008,1415.00,1093.00,772
Uttarakhand,,Total Rabi Pulses,2007-2008,22.00,15.00,682
West Bengal,,Total Rabi Pulses,2007-2008,138.00,111.10,805
India,,Total Rabi Pulses,2007-2008,12124.90,8336.20,688
Andaman & Nicobar Islands,,Total Rabi Pulses,2008-2009,2.10,1.20,571
Andhra Pradesh,,Total Rabi Pulses,2008-2009,1038.00,1108.00,1067
Assam,,Total Rabi Pulses,2008-2009,108.30,60.70,560
Bihar,,Total Rabi Pulses,2008-2009,512.90,399.90,780
Chhattisgarh,,Total Rabi Pulses,2008-2009,638.40,417.30,654
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2008-2009,3.30,2.70,818
Daman & Diu  ,,Total Rabi Pulses,2008-2009,1.30,1.10,846
Delhi,,Total Rabi Pulses,2008-2009,0.00,0.10,-
Goa,,Total Rabi Pulses,2008-2009,9.50,9.90,1042
Gujarat,,Total Rabi Pulses,2008-2009,187.00,185.00,989
Haryana,,Total Rabi Pulses,2008-2009,127.90,132.00,1032
Himachal Pradesh,,Total Rabi Pulses,2008-2009,9.80,12.00,1224
Jammu & Kashmir,,Total Rabi Pulses,2008-2009,3.30,2.30,697
Jharkhand,,Total Rabi Pulses,2008-2009,150.60,143.30,952
Karnataka,,Total Rabi Pulses,2008-2009,897.00,462.00,515
Kerala,,Total Rabi Pulses,2008-2009,5.80,4.70,810
Madhya Pradesh,,Total Rabi Pulses,2008-2009,3656.90,3205.20,876
Maharashtra,,Total Rabi Pulses,2008-2009,1234.00,817.00,662
Manipur,,Total Rabi Pulses,2008-2009,5.10,2.60,510
Meghalaya,,Total Rabi Pulses,2008-2009,2.70,2.60,963
Mizoram,,Total Rabi Pulses,2008-2009,1.40,1.80,1286
Nagaland,,Total Rabi Pulses,2008-2009,0.30,0.20,667
Odisha,,Total Rabi Pulses,2008-2009,297.90,143.00,480
Puducherry,,Total Rabi Pulses,2008-2009,2.50,0.50,200
Punjab,,Total Rabi Pulses,2008-2009,6.00,6.50,1083
Rajasthan,,Total Rabi Pulses,2008-2009,1288.30,1009.00,783
Sikkim,,Total Rabi Pulses,2008-2009,6.50,5.90,908
Tamil Nadu,,Total Rabi Pulses,2008-2009,395.80,109.60,277
Tripura,,Total Rabi Pulses,2008-2009,2.80,2.30,821
Uttar Pradesh,,Total Rabi Pulses,2008-2009,1514.00,1504.00,993
Uttarakhand,,Total Rabi Pulses,2008-2009,24.00,9.00,375
West Bengal,,Total Rabi Pulses,2008-2009,130.30,92.10,707
India,,Total Rabi Pulses,2008-2009,12263.70,9853.50,803
Andaman & Nicobar Islands,,Total Rabi Pulses,2009-2010,2.64,1.60,606
Andhra Pradesh,,Total Rabi Pulses,2009-2010,1152.00,1176.00,1021
Assam,,Total Rabi Pulses,2009-2010,109.07,60.24,552
Bihar,,Total Rabi Pulses,2009-2010,495.87,394.88,796
Chhattisgarh,,Total Rabi Pulses,2009-2010,581.50,411.90,708
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2009-2010,3.39,2.88,850
Daman & Diu  ,,Total Rabi Pulses,2009-2010,1.30,1.10,846
Delhi,,Total Rabi Pulses,2009-2010,0.00,0.07,-
Goa,,Total Rabi Pulses,2009-2010,7.50,8.20,1093
Gujarat,,Total Rabi Pulses,2009-2010,153.00,140.00,915
Haryana,,Total Rabi Pulses,2009-2010,90.00,67.00,744
Himachal Pradesh,,Total Rabi Pulses,2009-2010,9.76,12.94,1326
Jammu & Kashmir,,Total Rabi Pulses,2009-2010,2.44,1.76,720
Jharkhand,,Total Rabi Pulses,2009-2010,128.67,104.88,815
Karnataka,,Total Rabi Pulses,2009-2010,1138.00,646.00,568
Kerala,,Total Rabi Pulses,2009-2010,5.80,4.70,810
Madhya Pradesh,,Total Rabi Pulses,2009-2010,3970.30,3770.70,950
Maharashtra,,Total Rabi Pulses,2009-2010,1391.00,1160.00,834
Manipur,,Total Rabi Pulses,2009-2010,5.10,2.60,510
Meghalaya,,Total Rabi Pulses,2009-2010,2.76,2.65,959
Mizoram,,Total Rabi Pulses,2009-2010,1.50,3.20,2133
Nagaland,,Total Rabi Pulses,2009-2010,0.60,0.40,667
Odisha,,Total Rabi Pulses,2009-2010,316.82,150.05,474
Puducherry,,Total Rabi Pulses,2009-2010,2.03,0.30,149
Punjab,,Total Rabi Pulses,2009-2010,5.70,5.90,1035
Rajasthan,,Total Rabi Pulses,2009-2010,920.01,569.03,619
Sikkim,,Total Rabi Pulses,2009-2010,6.50,5.90,908
Tamil Nadu,,Total Rabi Pulses,2009-2010,400.34,148.57,371
Tripura,,Total Rabi Pulses,2009-2010,3.06,2.27,742
Uttar Pradesh,,Total Rabi Pulses,2009-2010,1610.41,1443.34,896
Uttarakhand,,Total Rabi Pulses,2009-2010,26.00,16.00,615
West Bengal,,Total Rabi Pulses,2009-2010,134.62,116.75,867
India,,Total Rabi Pulses,2009-2010,12699.99,10457.59,823
Andaman & Nicobar Islands,,Total Rabi Pulses,2010-2011,2.61,1.15,442
Andhra Pradesh,,Total Rabi Pulses,2010-2011,1135.00,1001.00,882
Assam,,Total Rabi Pulses,2010-2011,119.28,65.00,545
Bihar,,Total Rabi Pulses,2010-2011,549.20,469.97,856
Chhattisgarh,,Total Rabi Pulses,2010-2011,642.41,466.29,726
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2010-2011,3.32,3.32,1000
Daman & Diu  ,,Total Rabi Pulses,2010-2011,1.30,1.10,846
Delhi,,Total Rabi Pulses,2010-2011,0.08,0.07,882
Goa,,Total Rabi Pulses,2010-2011,7.37,7.84,1063
Gujarat,,Total Rabi Pulses,2010-2011,278.00,262.00,942
Haryana,,Total Rabi Pulses,2010-2011,117.40,114.50,975
Himachal Pradesh,,Total Rabi Pulses,2010-2011,14.07,28.73,2043
Jammu & Kashmir,,Total Rabi Pulses,2010-2011,2.83,2.16,765
Jharkhand,,Total Rabi Pulses,2010-2011,127.00,124.92,984
Karnataka,,Total Rabi Pulses,2010-2011,1153.00,732.00,635
Kerala,,Total Rabi Pulses,2010-2011,1.19,0.00,0
Madhya Pradesh,,Total Rabi Pulses,2010-2011,3989.80,2958.39,741
Maharashtra,,Total Rabi Pulses,2010-2011,1571.00,1362.00,867
Manipur,,Total Rabi Pulses,2010-2011,22.25,19.00,854
Meghalaya,,Total Rabi Pulses,2010-2011,2.85,2.62,921
Mizoram,,Total Rabi Pulses,2010-2011,1.53,2.98,1948
Nagaland,,Total Rabi Pulses,2010-2011,0.70,0.50,714
Odisha,,Total Rabi Pulses,2010-2011,366.39,175.20,478
Puducherry,,Total Rabi Pulses,2010-2011,2.62,1.30,496
Punjab,,Total Rabi Pulses,2010-2011,6.40,7.50,1172
Rajasthan,,Total Rabi Pulses,2010-2011,1838.67,1656.11,901
Sikkim,,Total Rabi Pulses,2010-2011,6.50,5.90,908
Tamil Nadu,,Total Rabi Pulses,2010-2011,461.86,163.65,354
Tripura,,Total Rabi Pulses,2010-2011,3.30,2.44,740
Uttar Pradesh,,Total Rabi Pulses,2010-2011,1460.00,1294.00,886
Uttarakhand,,Total Rabi Pulses,2010-2011,23.46,20.57,877
West Bengal,,Total Rabi Pulses,2010-2011,147.95,144.29,975
India,,Total Rabi Pulses,2010-2011,14082.05,11120.84,790
Andaman & Nicobar Islands,,Total Rabi Pulses,2011-2012,1.60,0.92,575
Andhra Pradesh,,Total Rabi Pulses,2011-2012,1220.00,956.00,784
Assam,,Total Rabi Pulses,2011-2012,114.00,64.48,566
Bihar,,Total Rabi Pulses,2011-2012,468.24,450.01,961
Chhattisgarh,,Total Rabi Pulses,2011-2012,594.36,426.93,718
