States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Karnataka,,Total Rabi Pulses,1985-1986,405.90,129.30,319
Kerala,,Total Rabi Pulses,1985-1986,28.20,20.30,720
Madhya Pradesh,,Total Rabi Pulses,1985-1986,3588.00,1946.80,543
Maharashtra,,Total Rabi Pulses,1985-1986,720.00,227.10,315
Meghalaya,,Total Rabi Pulses,1985-1986,1.90,1.60,842
Mizoram,,Total Rabi Pulses,1985-1986,1.10,0.00,0
Nagaland,,Total Rabi Pulses,1985-1986,8.80,5.20,591
Odisha,,Total Rabi Pulses,1985-1986,1258.50,703.90,559
Puducherry,,Total Rabi Pulses,1985-1986,3.30,1.70,515
Punjab,,Total Rabi Pulses,1985-1986,125.90,111.60,886
Rajasthan,,Total Rabi Pulses,1985-1986,1986.60,1667.70,839
Sikkim,,Total Rabi Pulses,1985-1986,3.60,4.50,1250
Tamil Nadu,,Total Rabi Pulses,1985-1986,9.10,6.10,670
Tripura,,Total Rabi Pulses,1985-1986,3.20,1.30,406
Uttar Pradesh,,Total Rabi Pulses,1985-1986,2385.30,2016.10,845
West Bengal,,Total Rabi Pulses,1985-1986,362.60,222.80,614
India,,Total Rabi Pulses,1985-1986,13525.90,8873.10,656
Andaman & Nicobar Islands,,Total Rabi Pulses,1986-1987,0.60,0.30,500
Andhra Pradesh,,Total Rabi Pulses,1986-1987,1072.60,720.00,671
Assam,,Total Rabi Pulses,1986-1987,134.50,53.30,396
Bihar,,Total Rabi Pulses,1986-1987,1728.10,1173.80,679
Dadra & Nagar Haveli  ,,Total Rabi Pulses,1986-1987,0.70,0.40,571
Delhi,,Total Rabi Pulses,1986-1987,1.70,1.20,706
Gujarat,,Total Rabi Pulses,1986-1987,55.90,31.90,571
Haryana,,Total Rabi Pulses,1986-1987,670.80,449.80,671
Himachal Pradesh,,Total Rabi Pulses,1986-1987,15.50,4.20,271
Jammu & Kashmir,,Total Rabi Pulses,1986-1987,6.20,8.10,1306
Karnataka,,Total Rabi Pulses,1986-1987,627.10,254.40,406
Kerala,,Total Rabi Pulses,1986-1987,41.00,28.60,698
Madhya Pradesh,,Total Rabi Pulses,1986-1987,4339.10,2180.80,503
Maharashtra,,Total Rabi Pulses,1986-1987,744.90,196.40,264
Meghalaya,,Total Rabi Pulses,1986-1987,2.30,1.90,826
Mizoram,,Total Rabi Pulses,1986-1987,0.40,0.50,1250
Nagaland,,Total Rabi Pulses,1986-1987,0.70,0.40,571
Odisha,,Total Rabi Pulses,1986-1987,2648.90,1385.70,523
Puducherry,,Total Rabi Pulses,1986-1987,6.20,4.00,645
Punjab,,Total Rabi Pulses,1986-1987,146.80,107.60,733
Rajasthan,,Total Rabi Pulses,1986-1987,1460.10,887.40,608
Sikkim,,Total Rabi Pulses,1986-1987,3.90,4.50,1154
Tamil Nadu,,Total Rabi Pulses,1986-1987,8.20,5.40,659
Tripura,,Total Rabi Pulses,1986-1987,4.80,2.00,417
Uttar Pradesh,,Total Rabi Pulses,1986-1987,3231.80,2541.00,786
West Bengal,,Total Rabi Pulses,1986-1987,583.60,310.30,532
India,,Total Rabi Pulses,1986-1987,17536.40,10353.90,590
Andaman & Nicobar Islands,,Total Rabi Pulses,1987-1988,0.60,0.30,500
Andhra Pradesh,,Total Rabi Pulses,1987-1988,1123.60,683.70,608
Assam,,Total Rabi Pulses,1987-1988,123.30,54.70,444
Bihar,,Total Rabi Pulses,1987-1988,1648.30,1097.00,666
Dadra & Nagar Haveli  ,,Total Rabi Pulses,1987-1988,0.50,0.30,600
Delhi,,Total Rabi Pulses,1987-1988,0.50,0.30,600
Gujarat,,Total Rabi Pulses,1987-1988,26.70,13.00,487
Haryana,,Total Rabi Pulses,1987-1988,238.80,88.20,369
Himachal Pradesh,,Total Rabi Pulses,1987-1988,12.70,1.80,142
Jammu & Kashmir,,Total Rabi Pulses,1987-1988,6.60,7.90,1197
Karnataka,,Total Rabi Pulses,1987-1988,738.10,283.90,385
Kerala,,Total Rabi Pulses,1987-1988,41.40,29.20,705
Madhya Pradesh,,Total Rabi Pulses,1987-1988,4103.90,2289.60,558
Maharashtra,,Total Rabi Pulses,1987-1988,820.10,302.60,369
Meghalaya,,Total Rabi Pulses,1987-1988,2.30,1.70,739
Mizoram,,Total Rabi Pulses,1987-1988,0.50,1.00,2000
Nagaland,,Total Rabi Pulses,1987-1988,0.80,0.50,625
Odisha,,Total Rabi Pulses,1987-1988,2817.30,1388.80,493
Puducherry,,Total Rabi Pulses,1987-1988,4.60,4.40,957
Punjab,,Total Rabi Pulses,1987-1988,92.40,50.00,541
Rajasthan,,Total Rabi Pulses,1987-1988,716.80,449.40,627
Sikkim,,Total Rabi Pulses,1987-1988,0.30,1.60,5333
Tamil Nadu,,Total Rabi Pulses,1987-1988,8.10,5.50,679
Tripura,,Total Rabi Pulses,1987-1988,6.10,2.90,475
Uttar Pradesh,,Total Rabi Pulses,1987-1988,3086.30,2331.80,756
West Bengal,,Total Rabi Pulses,1987-1988,513.10,329.30,642
India,,Total Rabi Pulses,1987-1988,16133.70,9419.40,584
Andaman & Nicobar Islands,,Total Rabi Pulses,1988-1989,3.00,1.80,600
Andhra Pradesh,,Total Rabi Pulses,1988-1989,1133.80,858.60,757
Assam,,Total Rabi Pulses,1988-1989,113.60,45.60,401
Bihar,,Total Rabi Pulses,1988-1989,1577.80,1087.90,690
Dadra & Nagar Haveli  ,,Total Rabi Pulses,1988-1989,2.30,1.70,739
Delhi,,Total Rabi Pulses,1988-1989,1.10,0.30,273
Gujarat,,Total Rabi Pulses,1988-1989,121.20,72.10,595
Haryana,,Total Rabi Pulses,1988-1989,686.40,630.60,919
Himachal Pradesh,,Total Rabi Pulses,1988-1989,10.50,4.30,410
Jammu & Kashmir,,Total Rabi Pulses,1988-1989,6.60,7.90,1197
Karnataka,,Total Rabi Pulses,1988-1989,509.10,136.00,267
Kerala,,Total Rabi Pulses,1988-1989,37.80,27.40,725
Madhya Pradesh,,Total Rabi Pulses,1988-1989,4202.70,2295.40,546
Maharashtra,,Total Rabi Pulses,1988-1989,943.30,542.90,576
Meghalaya,,Total Rabi Pulses,1988-1989,2.20,1.60,727
Mizoram,,Total Rabi Pulses,1988-1989,0.60,1.10,1833
Nagaland,,Total Rabi Pulses,1988-1989,0.90,0.80,889
Odisha,,Total Rabi Pulses,1988-1989,2552.20,1356.30,531
Puducherry,,Total Rabi Pulses,1988-1989,5.60,3.80,679
Punjab,,Total Rabi Pulses,1988-1989,100.90,93.90,931
Rajasthan,,Total Rabi Pulses,1988-1989,1318.90,1010.30,766
Sikkim,,Total Rabi Pulses,1988-1989,0.60,2.10,3500
Tamil Nadu,,Total Rabi Pulses,1988-1989,4.50,3.00,667
Tripura,,Total Rabi Pulses,1988-1989,6.40,3.40,531
Uttar Pradesh,,Total Rabi Pulses,1988-1989,3075.20,2675.80,870
West Bengal,,Total Rabi Pulses,1988-1989,430.90,312.20,725
India,,Total Rabi Pulses,1988-1989,16848.10,11176.80,663
Andaman & Nicobar Islands,,Total Rabi Pulses,1989-1990,2.50,0.90,360
Andhra Pradesh,,Total Rabi Pulses,1989-1990,1319.20,835.90,634
Assam,,Total Rabi Pulses,1989-1990,105.90,46.10,435
Bihar,,Total Rabi Pulses,1989-1990,1697.30,1151.80,679
Dadra & Nagar Haveli  ,,Total Rabi Pulses,1989-1990,0.80,0.70,875
Delhi,,Total Rabi Pulses,1989-1990,0.70,0.50,714
Gujarat,,Total Rabi Pulses,1989-1990,119.50,71.20,596
Haryana,,Total Rabi Pulses,1989-1990,563.60,392.20,696
Himachal Pradesh,,Total Rabi Pulses,1989-1990,10.80,3.50,324
Jammu & Kashmir,,Total Rabi Pulses,1989-1990,6.10,7.80,1279
Karnataka,,Total Rabi Pulses,1989-1990,584.80,180.30,308
Kerala,,Total Rabi Pulses,1989-1990,37.40,27.30,730
Madhya Pradesh,,Total Rabi Pulses,1989-1990,4166.60,2227.30,535
Maharashtra,,Total Rabi Pulses,1989-1990,886.60,446.20,503
Meghalaya,,Total Rabi Pulses,1989-1990,2.40,1.70,708
Mizoram,,Total Rabi Pulses,1989-1990,0.20,0.70,3500
Nagaland,,Total Rabi Pulses,1989-1990,3.50,4.00,1143
Odisha,,Total Rabi Pulses,1989-1990,2572.70,1272.60,495
Puducherry,,Total Rabi Pulses,1989-1990,10.00,7.20,720
Punjab,,Total Rabi Pulses,1989-1990,82.20,59.10,719
Rajasthan,,Total Rabi Pulses,1989-1990,1189.50,773.80,651
Sikkim,,Total Rabi Pulses,1989-1990,3.10,4.20,1355
Tamil Nadu,,Total Rabi Pulses,1989-1990,5.50,3.20,582
Tripura,,Total Rabi Pulses,1989-1990,7.70,4.20,545
Uttar Pradesh,,Total Rabi Pulses,1989-1990,3228.60,2524.60,782
West Bengal,,Total Rabi Pulses,1989-1990,439.50,274.70,625
India,,Total Rabi Pulses,1989-1990,17046.70,10321.70,605
Andaman & Nicobar Islands,,Total Rabi Pulses,1990-1991,1.70,0.80,471
Andhra Pradesh,,Total Rabi Pulses,1990-1991,1446.10,877.80,607
Arunachal Pradesh,,Total Rabi Pulses,1990-1991,2.90,2.30,793
Assam,,Total Rabi Pulses,1990-1991,106.20,43.60,411
Bihar,,Total Rabi Pulses,1990-1991,1661.70,1273.10,766
Dadra & Nagar Haveli  ,,Total Rabi Pulses,1990-1991,1.30,1.20,923
Daman & Diu  ,,Total Rabi Pulses,1990-1991,1.50,0.60,400
Delhi,,Total Rabi Pulses,1990-1991,0.50,0.40,800
Gujarat,,Total Rabi Pulses,1990-1991,178.00,119.60,672
Haryana,,Total Rabi Pulses,1990-1991,697.20,501.00,719
Himachal Pradesh,,Total Rabi Pulses,1990-1991,9.60,5.30,552
Jammu & Kashmir,,Total Rabi Pulses,1990-1991,7.90,8.20,1038
Karnataka,,Total Rabi Pulses,1990-1991,543.80,145.10,267
Kerala,,Total Rabi Pulses,1990-1991,38.20,27.80,728
Madhya Pradesh,,Total Rabi Pulses,1990-1991,4846.20,2902.20,599
Maharashtra,,Total Rabi Pulses,1990-1991,883.30,442.30,501
Meghalaya,,Total Rabi Pulses,1990-1991,2.40,1.70,708
Mizoram,,Total Rabi Pulses,1990-1991,0.30,0.70,2333
Nagaland,,Total Rabi Pulses,1990-1991,5.30,4.10,774
Odisha,,Total Rabi Pulses,1990-1991,2420.80,1262.40,521
Puducherry,,Total Rabi Pulses,1990-1991,9.70,4.90,505
Punjab,,Total Rabi Pulses,1990-1991,88.10,66.40,754
Rajasthan,,Total Rabi Pulses,1990-1991,1713.60,1092.20,637
Sikkim,,Total Rabi Pulses,1990-1991,3.20,4.50,1406
Tamil Nadu,,Total Rabi Pulses,1990-1991,9.90,6.50,657
Tripura,,Total Rabi Pulses,1990-1991,7.90,4.10,519
Uttar Pradesh,,Total Rabi Pulses,1990-1991,3363.70,3100.00,922
West Bengal,,Total Rabi Pulses,1990-1991,421.80,274.40,651
India,,Total Rabi Pulses,1990-1991,18472.80,12173.20,659
Andaman & Nicobar Islands,,Total Rabi Pulses,1991-1992,1.80,0.90,500
Andhra Pradesh,,Total Rabi Pulses,1991-1992,1491.90,839.40,563
Arunachal Pradesh,,Total Rabi Pulses,1991-1992,2.40,2.00,833
Assam,,Total Rabi Pulses,1991-1992,207.00,91.60,443
Bihar,,Total Rabi Pulses,1991-1992,1538.10,1185.60,771
Dadra & Nagar Haveli  ,,Total Rabi Pulses,1991-1992,2.20,2.10,955
Daman & Diu  ,,Total Rabi Pulses,1991-1992,1.40,0.70,500
Delhi,,Total Rabi Pulses,1991-1992,0.60,0.50,833
Goa,,Total Rabi Pulses,1991-1992,5.10,4.90,961
Gujarat,,Total Rabi Pulses,1991-1992,87.90,41.40,471
Haryana,,Total Rabi Pulses,1991-1992,340.00,225.00,662
Himachal Pradesh,,Total Rabi Pulses,1991-1992,9.00,4.60,511
Jammu & Kashmir,,Total Rabi Pulses,1991-1992,6.70,7.90,1179
Karnataka,,Total Rabi Pulses,1991-1992,584.60,223.80,383
Kerala,,Total Rabi Pulses,1991-1992,38.00,26.40,695
Madhya Pradesh,,Total Rabi Pulses,1991-1992,4417.30,2800.40,634
Maharashtra,,Total Rabi Pulses,1991-1992,568.20,237.50,418
Meghalaya,,Total Rabi Pulses,1991-1992,2.40,1.70,708
Mizoram,,Total Rabi Pulses,1991-1992,0.30,1.00,3333
Nagaland,,Total Rabi Pulses,1991-1992,8.40,9.40,1119
Odisha,,Total Rabi Pulses,1991-1992,2774.60,1414.80,510
Puducherry,,Total Rabi Pulses,1991-1992,9.70,6.10,629
Punjab,,Total Rabi Pulses,1991-1992,47.80,34.90,730
Rajasthan,,Total Rabi Pulses,1991-1992,1079.10,730.00,676
Sikkim,,Total Rabi Pulses,1991-1992,12.50,9.10,728
Tamil Nadu,,Total Rabi Pulses,1991-1992,4.60,2.70,587
Tripura,,Total Rabi Pulses,1991-1992,7.90,4.30,544
Uttar Pradesh,,Total Rabi Pulses,1991-1992,3135.80,2802.60,894
West Bengal,,Total Rabi Pulses,1991-1992,374.60,238.70,637
India,,Total Rabi Pulses,1991-1992,16759.90,10950.00,653
Andaman & Nicobar Islands,,Total Rabi Pulses,1992-1993,1.60,0.60,375
Andhra Pradesh,,Total Rabi Pulses,1992-1993,1497.90,860.80,575
Arunachal Pradesh,,Total Rabi Pulses,1992-1993,2.70,2.80,1037
Assam,,Total Rabi Pulses,1992-1993,192.80,87.40,453
Bihar,,Total Rabi Pulses,1992-1993,1346.90,1002.20,744
Dadra & Nagar Haveli  ,,Total Rabi Pulses,1992-1993,0.80,0.70,875
Daman & Diu  ,,Total Rabi Pulses,1992-1993,1.50,0.70,467
Delhi,,Total Rabi Pulses,1992-1993,0.60,0.50,833
Goa,,Total Rabi Pulses,1992-1993,5.50,4.20,764
Gujarat,,Total Rabi Pulses,1992-1993,138.90,80.60,580
Haryana,,Total Rabi Pulses,1992-1993,416.00,277.80,668
Himachal Pradesh,,Total Rabi Pulses,1992-1993,8.00,3.40,425
Jammu & Kashmir,,Total Rabi Pulses,1992-1993,5.50,7.20,1309
Karnataka,,Total Rabi Pulses,1992-1993,638.70,234.20,367
Kerala,,Total Rabi Pulses,1992-1993,35.60,33.40,938
Madhya Pradesh,,Total Rabi Pulses,1992-1993,4639.20,2801.50,604
Maharashtra,,Total Rabi Pulses,1992-1993,815.00,358.30,440
Meghalaya,,Total Rabi Pulses,1992-1993,2.40,1.70,708
Mizoram,,Total Rabi Pulses,1992-1993,0.50,1.20,2400
Nagaland,,Total Rabi Pulses,1992-1993,3.50,2.90,829
Odisha,,Total Rabi Pulses,1992-1993,344.70,132.60,385
Puducherry,,Total Rabi Pulses,1992-1993,12.10,5.70,471
Punjab,,Total Rabi Pulses,1992-1993,46.20,32.70,708
Rajasthan,,Total Rabi Pulses,1992-1993,1514.90,856.20,565
Sikkim,,Total Rabi Pulses,1992-1993,10.10,8.40,832
Tamil Nadu,,Total Rabi Pulses,1992-1993,6.60,4.20,636
Tripura,,Total Rabi Pulses,1992-1993,9.00,4.60,511
Uttar Pradesh,,Total Rabi Pulses,1992-1993,3179.90,2760.20,868
West Bengal,,Total Rabi Pulses,1992-1993,370.70,282.10,761
India,,Total Rabi Pulses,1992-1993,15247.80,9848.80,646
Andaman & Nicobar Islands,,Total Rabi Pulses,1993-1994,1.80,0.80,444
Andhra Pradesh,,Total Rabi Pulses,1993-1994,1417.40,643.00,454
Arunachal Pradesh,,Total Rabi Pulses,1993-1994,2.60,2.70,1038
Assam,,Total Rabi Pulses,1993-1994,189.20,96.90,512
Bihar,,Total Rabi Pulses,1993-1994,1351.80,1015.30,751
Dadra & Nagar Haveli  ,,Total Rabi Pulses,1993-1994,0.80,0.70,875
Daman & Diu  ,,Total Rabi Pulses,1993-1994,1.30,1.00,769
Delhi,,Total Rabi Pulses,1993-1994,0.50,0.60,1200
Goa,,Total Rabi Pulses,1993-1994,6.50,4.70,723
Gujarat,,Total Rabi Pulses,1993-1994,102.70,58.10,566
Haryana,,Total Rabi Pulses,1993-1994,431.40,421.80,978
Himachal Pradesh,,Total Rabi Pulses,1993-1994,8.70,2.10,241
Jammu & Kashmir,,Total Rabi Pulses,1993-1994,4.80,3.20,667
Karnataka,,Total Rabi Pulses,1993-1994,732.00,286.10,391
Kerala,,Total Rabi Pulses,1993-1994,38.20,31.80,832
Madhya Pradesh,,Total Rabi Pulses,1993-1994,4888.80,3224.20,660
Maharashtra,,Total Rabi Pulses,1993-1994,949.20,608.00,641
Meghalaya,,Total Rabi Pulses,1993-1994,2.40,1.80,750
Mizoram,,Total Rabi Pulses,1993-1994,0.80,1.80,2250
Nagaland,,Total Rabi Pulses,1993-1994,5.00,4.60,920
Odisha,,Total Rabi Pulses,1993-1994,413.70,151.50,366
Puducherry,,Total Rabi Pulses,1993-1994,9.80,5.30,541
Punjab,,Total Rabi Pulses,1993-1994,37.20,29.50,793
Rajasthan,,Total Rabi Pulses,1993-1994,1284.30,822.30,640
Sikkim,,Total Rabi Pulses,1993-1994,8.10,6.70,827
Tamil Nadu,,Total Rabi Pulses,1993-1994,278.10,128.10,461
Tripura,,Total Rabi Pulses,1993-1994,7.20,3.50,486
Uttar Pradesh,,Total Rabi Pulses,1993-1994,3151.50,2823.10,896
West Bengal,,Total Rabi Pulses,1993-1994,358.30,240.40,671
India,,Total Rabi Pulses,1993-1994,15684.10,10619.60,677
Andaman & Nicobar Islands,,Total Rabi Pulses,1994-1995,2.10,1.00,476
Andhra Pradesh,,Total Rabi Pulses,1994-1995,1475.30,670.70,455
Arunachal Pradesh,,Total Rabi Pulses,1994-1995,3.40,2.80,824
Assam,,Total Rabi Pulses,1994-1995,190.50,102.30,537
Bihar,,Total Rabi Pulses,1994-1995,1289.50,1098.70,852
Dadra & Nagar Haveli  ,,Total Rabi Pulses,1994-1995,2.80,2.50,893
Daman & Diu  ,,Total Rabi Pulses,1994-1995,1.30,1.00,769
Delhi,,Total Rabi Pulses,1994-1995,0.50,0.60,1200
Goa,,Total Rabi Pulses,1994-1995,7.60,4.40,579
Gujarat,,Total Rabi Pulses,1994-1995,161.30,125.60,779
Haryana,,Total Rabi Pulses,1994-1995,425.40,460.20,1082
Himachal Pradesh,,Total Rabi Pulses,1994-1995,8.30,4.60,554
Jammu & Kashmir,,Total Rabi Pulses,1994-1995,14.20,8.00,563
Karnataka,,Total Rabi Pulses,1994-1995,980.30,361.70,369
Kerala,,Total Rabi Pulses,1994-1995,34.20,31.60,924
Madhya Pradesh,,Total Rabi Pulses,1994-1995,5453.90,3773.60,692
Maharashtra,,Total Rabi Pulses,1994-1995,1030.50,576.40,559
Meghalaya,,Total Rabi Pulses,1994-1995,2.40,1.70,708
Mizoram,,Total Rabi Pulses,1994-1995,0.40,1.20,3000
Nagaland,,Total Rabi Pulses,1994-1995,4.50,3.70,822
Odisha,,Total Rabi Pulses,1994-1995,398.80,157.80,396
Puducherry,,Total Rabi Pulses,1994-1995,11.70,6.70,573
Punjab,,Total Rabi Pulses,1994-1995,42.30,38.90,920
Rajasthan,,Total Rabi Pulses,1994-1995,1647.40,1451.30,881
Sikkim,,Total Rabi Pulses,1994-1995,10.10,11.70,1158
Tamil Nadu,,Total Rabi Pulses,1994-1995,283.90,143.20,504
Tripura,,Total Rabi Pulses,1994-1995,6.50,3.40,523
Uttar Pradesh,,Total Rabi Pulses,1994-1995,3151.90,2819.40,895
West Bengal,,Total Rabi Pulses,1994-1995,251.50,161.60,643
India,,Total Rabi Pulses,1994-1995,16892.50,12026.30,712
Andaman & Nicobar Islands,,Total Rabi Pulses,1995-1996,2.00,1.00,500
Andhra Pradesh,,Total Rabi Pulses,1995-1996,1528.80,851.30,557
Arunachal Pradesh,,Total Rabi Pulses,1995-1996,3.10,2.90,935
Assam,,Total Rabi Pulses,1995-1996,188.50,98.10,520
Bihar,,Total Rabi Pulses,1995-1996,1225.50,742.80,606
Dadra & Nagar Haveli  ,,Total Rabi Pulses,1995-1996,0.80,0.60,750
Daman & Diu  ,,Total Rabi Pulses,1995-1996,1.30,1.00,769
Delhi,,Total Rabi Pulses,1995-1996,0.20,0.00,0
Goa,,Total Rabi Pulses,1995-1996,9.20,5.00,543
Gujarat,,Total Rabi Pulses,1995-1996,88.70,53.00,598
Haryana,,Total Rabi Pulses,1995-1996,402.80,400.00,993
Himachal Pradesh,,Total Rabi Pulses,1995-1996,7.40,3.60,486
Jammu & Kashmir,,Total Rabi Pulses,1995-1996,5.40,4.30,796
Karnataka,,Total Rabi Pulses,1995-1996,627.10,251.20,401
Kerala,,Total Rabi Pulses,1995-1996,35.80,26.40,737
Madhya Pradesh,,Total Rabi Pulses,1995-1996,5482.70,3124.70,570
Maharashtra,,Total Rabi Pulses,1995-1996,953.30,492.70,517
Meghalaya,,Total Rabi Pulses,1995-1996,2.40,1.80,750
Mizoram,,Total Rabi Pulses,1995-1996,0.50,1.20,2400
Nagaland,,Total Rabi Pulses,1995-1996,5.00,5.50,1100
Odisha,,Total Rabi Pulses,1995-1996,465.50,210.10,451
Puducherry,,Total Rabi Pulses,1995-1996,10.50,5.60,533
Punjab,,Total Rabi Pulses,1995-1996,48.30,41.20,853
Rajasthan,,Total Rabi Pulses,1995-1996,1688.90,1168.80,692
Sikkim,,Total Rabi Pulses,1995-1996,10.60,8.50,802
Tamil Nadu,,Total Rabi Pulses,1995-1996,497.10,189.70,382
Tripura,,Total Rabi Pulses,1995-1996,6.80,3.40,500
Uttar Pradesh,,Total Rabi Pulses,1995-1996,3171.90,2457.90,775
West Bengal,,Total Rabi Pulses,1995-1996,248.70,190.20,765
India,,Total Rabi Pulses,1995-1996,16718.80,10342.50,619
Andaman & Nicobar Islands,,Total Rabi Pulses,1996-1997,2.00,1.00,500
Andhra Pradesh,,Total Rabi Pulses,1996-1997,772.50,469.00,607
Assam,,Total Rabi Pulses,1996-1997,112.80,63.60,564
Bihar,,Total Rabi Pulses,1996-1997,689.70,574.20,833
Dadra & Nagar Haveli  ,,Total Rabi Pulses,1996-1997,0.60,0.60,1000
Daman & Diu  ,,Total Rabi Pulses,1996-1997,1.30,1.00,769
Delhi,,Total Rabi Pulses,1996-1997,0.10,0.00,0
Goa,,Total Rabi Pulses,1996-1997,8.90,7.50,843
Gujarat,,Total Rabi Pulses,1996-1997,137.80,96.10,697
Haryana,,Total Rabi Pulses,1996-1997,357.70,286.60,801
Himachal Pradesh,,Total Rabi Pulses,1996-1997,6.90,4.00,580
Jammu & Kashmir,,Total Rabi Pulses,1996-1997,3.20,2.60,813
Karnataka,,Total Rabi Pulses,1996-1997,536.40,261.70,488
Kerala,,Total Rabi Pulses,1996-1997,18.00,13.20,733
Madhya Pradesh,,Total Rabi Pulses,1996-1997,3891.50,2968.80,763
Maharashtra,,Total Rabi Pulses,1996-1997,882.10,572.90,649
Meghalaya,,Total Rabi Pulses,1996-1997,2.40,1.80,750
Mizoram,,Total Rabi Pulses,1996-1997,0.40,1.10,2750
Nagaland,,Total Rabi Pulses,1996-1997,1.00,1.00,1000
Odisha,,Total Rabi Pulses,1996-1997,204.50,78.00,381
Puducherry,,Total Rabi Pulses,1996-1997,6.00,3.10,517
Punjab,,Total Rabi Pulses,1996-1997,27.20,22.70,835
Rajasthan,,Total Rabi Pulses,1996-1997,1582.40,1145.60,724
Sikkim,,Total Rabi Pulses,1996-1997,6.30,5.50,873
Tamil Nadu,,Total Rabi Pulses,1996-1997,265.80,100.70,379
Tripura,,Total Rabi Pulses,1996-1997,4.10,2.20,537
Uttar Pradesh,,Total Rabi Pulses,1996-1997,2046.00,1942.60,949
West Bengal,,Total Rabi Pulses,1996-1997,152.20,123.30,810
India,,Total Rabi Pulses,1996-1997,11719.80,8750.40,747
Andaman & Nicobar Islands,,Total Rabi Pulses,1997-1998,2.40,1.70,708
Andhra Pradesh,,Total Rabi Pulses,1997-1998,809.00,435.90,539
Assam,,Total Rabi Pulses,1997-1998,111.30,59.80,537
Bihar,,Total Rabi Pulses,1997-1998,688.30,484.50,704
Dadra & Nagar Haveli  ,,Total Rabi Pulses,1997-1998,2.50,2.10,840
Daman & Diu  ,,Total Rabi Pulses,1997-1998,1.30,1.00,769
Delhi,,Total Rabi Pulses,1997-1998,0.40,0.10,250
Goa,,Total Rabi Pulses,1997-1998,9.30,7.60,817
Gujarat,,Total Rabi Pulses,1997-1998,126.20,100.60,797
Haryana,,Total Rabi Pulses,1997-1998,370.00,323.00,873
Himachal Pradesh,,Total Rabi Pulses,1997-1998,6.70,3.80,567
Jammu & Kashmir,,Total Rabi Pulses,1997-1998,3.20,2.50,781
Karnataka,,Total Rabi Pulses,1997-1998,556.20,169.10,304
Kerala,,Total Rabi Pulses,1997-1998,17.90,15.00,838
Madhya Pradesh,,Total Rabi Pulses,1997-1998,3874.90,2759.50,712
Maharashtra,,Total Rabi Pulses,1997-1998,845.80,343.90,407
Meghalaya,,Total Rabi Pulses,1997-1998,2.40,1.80,750
Mizoram,,Total Rabi Pulses,1997-1998,0.40,1.30,3250
Nagaland,,Total Rabi Pulses,1997-1998,0.40,0.30,750
Odisha,,Total Rabi Pulses,1997-1998,213.50,79.70,373
Puducherry,,Total Rabi Pulses,1997-1998,5.70,2.00,351
Punjab,,Total Rabi Pulses,1997-1998,21.80,17.50,803
Rajasthan,,Total Rabi Pulses,1997-1998,2273.10,1998.80,879
Sikkim,,Total Rabi Pulses,1997-1998,6.30,5.40,857
Tamil Nadu,,Total Rabi Pulses,1997-1998,290.20,127.80,440
Tripura,,Total Rabi Pulses,1997-1998,4.10,2.20,537
Uttar Pradesh,,Total Rabi Pulses,1997-1998,1967.60,1621.70,824
West Bengal,,Total Rabi Pulses,1997-1998,144.80,104.30,720
India,,Total Rabi Pulses,1997-1998,12355.70,8672.90,702
Andaman & Nicobar Islands,,Total Rabi Pulses,1998-1999,0.70,0.50,714
Andhra Pradesh,,Total Rabi Pulses,1998-1999,745.00,450.00,604
Assam,,Total Rabi Pulses,1998-1999,119.20,63.80,535
Bihar,,Total Rabi Pulses,1998-1999,674.10,596.60,885
Dadra & Nagar Haveli  ,,Total Rabi Pulses,1998-1999,0.50,0.30,600
Daman & Diu  ,,Total Rabi Pulses,1998-1999,1.30,1.00,769
Delhi,,Total Rabi Pulses,1998-1999,0.20,0.00,0
Goa,,Total Rabi Pulses,1998-1999,8.70,9.20,1057
Gujarat,,Total Rabi Pulses,1998-1999,146.80,126.90,864
Haryana,,Total Rabi Pulses,1998-1999,365.10,301.20,825
Himachal Pradesh,,Total Rabi Pulses,1998-1999,7.00,4.10,586
Jammu & Kashmir,,Total Rabi Pulses,1998-1999,3.00,2.20,733
Karnataka,,Total Rabi Pulses,1998-1999,545.70,280.20,513
Kerala,,Total Rabi Pulses,1998-1999,13.80,11.60,841
Madhya Pradesh,,Total Rabi Pulses,1998-1999,3850.50,3028.80,787
Maharashtra,,Total Rabi Pulses,1998-1999,1035.90,615.40,594
Meghalaya,,Total Rabi Pulses,1998-1999,2.40,1.80,750
Mizoram,,Total Rabi Pulses,1998-1999,1.40,3.20,2286
Nagaland,,Total Rabi Pulses,1998-1999,1.00,0.80,800
Odisha,,Total Rabi Pulses,1998-1999,191.70,75.50,394
Puducherry,,Total Rabi Pulses,1998-1999,6.00,3.10,517
Punjab,,Total Rabi Pulses,1998-1999,21.80,17.30,794
Rajasthan,,Total Rabi Pulses,1998-1999,2894.10,2170.60,750
Sikkim,,Total Rabi Pulses,1998-1999,6.30,5.20,825
Tamil Nadu,,Total Rabi Pulses,1998-1999,286.10,145.30,508
Tripura,,Total Rabi Pulses,1998-1999,3.40,1.80,529
Uttar Pradesh,,Total Rabi Pulses,1998-1999,2068.70,1743.40,843
West Bengal,,Total Rabi Pulses,1998-1999,139.80,98.60,705
