States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Andhra Pradesh,Kharif,Urad,1980-1981,51.00,8.00,157
Bihar,Kharif,Urad,1980-1981,120.00,56.00,467
Dadra & Nagar Haveli  ,Kharif,Urad,1980-1981,2.00,1.00,500
Haryana,Kharif,Urad,1980-1981,13.00,8.00,615
Himachal Pradesh,Kharif,Urad,1980-1981,10.00,3.00,300
Jammu & Kashmir,Kharif,Urad,1980-1981,23.00,10.00,435
Karnataka,Kharif,Urad,1980-1981,52.00,16.00,308
Kerala,Kharif,Urad,1980-1981,3.00,2.00,667
Madhya Pradesh,Kharif,Urad,1980-1981,656.00,158.00,241
Maharashtra,Kharif,Urad,1980-1981,456.00,102.00,224
Odisha,Kharif,Urad,1980-1981,102.00,50.00,490
Punjab,Kharif,Urad,1980-1981,21.00,9.00,429
Rajasthan,Kharif,Urad,1980-1981,161.00,64.00,398
Tamil Nadu,Kharif,Urad,1980-1981,168.00,45.00,268
Tripura,Kharif,Urad,1980-1981,1.00,-,-
Uttar Pradesh,Kharif,Urad,1980-1981,200.00,55.00,275
West Bengal,Kharif,Urad,1980-1981,31.00,20.00,645
India,Kharif,Urad,1980-1981,2071.00,608.00,294
Andhra Pradesh,Rabi,Urad,1980-1981,181.00,99.00,547
Assam,Rabi,Urad,1980-1981,47.00,18.00,383
Karnataka,Rabi,Urad,1980-1981,3.00,1.00,333
Madhya Pradesh,Rabi,Urad,1980-1981,94.00,17.00,181
Maharashtra,Rabi,Urad,1980-1981,19.00,4.00,211
Odisha,Rabi,Urad,1980-1981,308.00,166.00,539
Puducherry,Rabi,Urad,1980-1981,4.00,2.00,500
West Bengal,Rabi,Urad,1980-1981,103.00,44.00,427
India,Rabi,Urad,1980-1981,759.00,351.00,462
Andhra Pradesh,Total,Urad,1980-1981,232.00,107.00,461
Assam,Total,Urad,1980-1981,47.00,18.00,383
Bihar,Total,Urad,1980-1981,120.00,56.00,467
Dadra & Nagar Haveli  ,Total,Urad,1980-1981,2.00,1.00,500
Haryana,Total,Urad,1980-1981,13.00,7.00,538
Himachal Pradesh,Total,Urad,1980-1981,10.00,3.00,300
Jammu & Kashmir,Total,Urad,1980-1981,23.00,10.00,435
Karnataka,Total,Urad,1980-1981,55.00,17.00,309
Kerala,Total,Urad,1980-1981,3.00,2.00,667
Madhya Pradesh,Total,Urad,1980-1981,751.00,175.00,233
Maharashtra,Total,Urad,1980-1981,475.00,106.00,223
Odisha,Total,Urad,1980-1981,410.00,217.00,529
Puducherry,Total,Urad,1980-1981,4.00,2.00,500
Punjab,Total,Urad,1980-1981,21.00,9.00,429
Rajasthan,Total,Urad,1980-1981,161.00,64.00,398
Tamil Nadu,Total,Urad,1980-1981,168.00,45.00,268
Tripura,Total,Urad,1980-1981,1.00,-,-
Uttar Pradesh,Total,Urad,1980-1981,200.00,55.00,275
West Bengal,Total,Urad,1980-1981,134.00,65.00,485
India,Total,Urad,1980-1981,2830.00,959.00,339
Andhra Pradesh,Kharif,Urad,1980-1981,47.00,12.00,255
Bihar,Kharif,Urad,1980-1981,124.00,60.00,484
Dadra & Nagar Haveli  ,Kharif,Urad,1980-1981,2.00,1.00,500
Haryana,Kharif,Urad,1980-1981,10.00,6.00,600
Himachal Pradesh,Kharif,Urad,1980-1981,15.00,2.00,133
Jammu & Kashmir,Kharif,Urad,1980-1981,24.00,8.00,333
Karnataka,Kharif,Urad,1980-1981,50.00,14.00,280
Kerala,Kharif,Urad,1980-1981,3.00,2.00,667
Madhya Pradesh,Kharif,Urad,1980-1981,639.00,179.00,280
Maharashtra,Kharif,Urad,1980-1981,411.00,142.00,345
Odisha,Kharif,Urad,1980-1981,126.00,70.00,556
Punjab,Kharif,Urad,1980-1981,18.00,7.00,389
Rajasthan,Kharif,Urad,1980-1981,148.00,52.00,351
Tamil Nadu,Kharif,Urad,1980-1981,156.00,46.00,295
Tripura,Kharif,Urad,1980-1981,1.00,-,-
Uttar Pradesh,Kharif,Urad,1980-1981,227.00,72.00,317
West Bengal,Kharif,Urad,1980-1981,38.00,25.00,658
India,Kharif,Urad,1980-1981,2039.00,700.00,343
Andhra Pradesh,Rabi,Urad,1980-1981,172.00,78.00,453
Karnataka,Rabi,Urad,1980-1981,7.00,3.00,429
Madhya Pradesh,Rabi,Urad,1980-1981,116.00,17.00,147
Maharashtra,Rabi,Urad,1980-1981,33.00,7.00,212
Odisha,Rabi,Urad,1980-1981,308.00,166.00,539
Puducherry,Rabi,Urad,1980-1981,2.00,1.00,500
West Bengal,Rabi,Urad,1980-1981,97.00,37.00,381
India,Rabi,Urad,1980-1981,736.00,310.00,421
Andhra Pradesh,Total,Urad,1980-1981,219.00,90.00,411
Bihar,Total,Urad,1980-1981,124.00,60.00,484
Dadra & Nagar Haveli  ,Total,Urad,1980-1981,2.00,1.00,500
Haryana,Total,Urad,1980-1981,10.00,6.00,600
Himachal Pradesh,Total,Urad,1980-1981,15.00,2.00,133
Jammu & Kashmir,Total,Urad,1980-1981,24.00,8.00,333
Karnataka,Total,Urad,1980-1981,57.00,17.00,298
Kerala,Total,Urad,1980-1981,3.00,2.00,667
Madhya Pradesh,Total,Urad,1980-1981,755.00,196.00,260
Maharashtra,Total,Urad,1980-1981,445.00,150.00,337
Odisha,Total,Urad,1980-1981,434.00,237.00,546
Puducherry,Total,Urad,1980-1981,2.00,1.00,500
Punjab,Total,Urad,1980-1981,18.00,7.00,389
Rajasthan,Total,Urad,1980-1981,148.00,52.00,351
Tamil Nadu,Total,Urad,1980-1981,156.00,46.00,295
Tripura,Total,Urad,1980-1981,1.00,-,-
Uttar Pradesh,Total,Urad,1980-1981,227.00,72.00,317
West Bengal,Total,Urad,1980-1981,136.00,62.00,456
India,Total,Urad,1980-1981,2776.00,1010.00,364
Andhra Pradesh,Kharif,Urad,1981-1982,47.00,12.00,255
Bihar,Kharif,Urad,1981-1982,124.00,60.00,484
Dadra & Nagar Haveli  ,Kharif,Urad,1981-1982,2.00,1.00,500
Gujarat,Kharif,Urad,1981-1982,10.00,6.00,600
Haryana,Kharif,Urad,1981-1982,15.00,2.00,133
Himachal Pradesh,Kharif,Urad,1981-1982,24.00,8.00,333
Jammu & Kashmir,Kharif,Urad,1981-1982,50.00,14.00,280
Karnataka,Kharif,Urad,1981-1982,3.00,2.00,667
Kerala,Kharif,Urad,1981-1982,639.00,179.00,280
Madhya Pradesh,Kharif,Urad,1981-1982,411.00,142.00,345
Maharashtra,Kharif,Urad,1981-1982,126.00,70.00,556
Punjab,Kharif,Urad,1981-1982,18.00,7.00,389
Rajasthan,Kharif,Urad,1981-1982,148.00,52.00,351
Tamil Nadu,Kharif,Urad,1981-1982,156.00,46.00,295
Tripura,Kharif,Urad,1981-1982,1.00,-,-
Uttar Pradesh,Kharif,Urad,1981-1982,227.00,72.00,317
West Bengal,Kharif,Urad,1981-1982,38.00,25.00,658
India,Kharif,Urad,1981-1982,2039.00,700.00,343
Andhra Pradesh,Rabi,Urad,1981-1982,172.00,78.00,453
Jammu & Kashmir,Rabi,Urad,1981-1982,7.00,3.00,429
Kerala,Rabi,Urad,1981-1982,116.00,17.00,147
Madhya Pradesh,Rabi,Urad,1981-1982,33.00,7.00,212
Maharashtra,Rabi,Urad,1981-1982,308.00,166.00,539
Odisha,Rabi,Urad,1981-1982,2.00,1.00,500
West Bengal,Rabi,Urad,1981-1982,97.00,37.00,381
India,Rabi,Urad,1981-1982,736.00,310.00,421
Andhra Pradesh,Total,Urad,1981-1982,219.00,90.00,411
Bihar,Total,Urad,1981-1982,124.00,60.00,484
Dadra & Nagar Haveli  ,Total,Urad,1981-1982,2.00,1.00,500
Gujarat,Total,Urad,1981-1982,10.00,6.00,600
Haryana,Total,Urad,1981-1982,15.00,2.00,133
Himachal Pradesh,Total,Urad,1981-1982,24.00,8.00,333
Jammu & Kashmir,Total,Urad,1981-1982,57.00,17.00,298
Karnataka,Total,Urad,1981-1982,3.00,2.00,667
Kerala,Total,Urad,1981-1982,755.00,196.00,260
Madhya Pradesh,Total,Urad,1981-1982,445.00,150.00,337
Maharashtra,Total,Urad,1981-1982,434.00,237.00,546
Odisha,Total,Urad,1981-1982,2.00,1.00,500
Punjab,Total,Urad,1981-1982,18.00,7.00,389
Rajasthan,Total,Urad,1981-1982,148.00,52.00,351
Tamil Nadu,Total,Urad,1981-1982,156.00,46.00,295
Tripura,Total,Urad,1981-1982,1.00,-,-
Uttar Pradesh,Total,Urad,1981-1982,227.00,72.00,317
West Bengal,Total,Urad,1981-1982,136.00,62.00,456
India,Total,Urad,1981-1982,2776.00,1010.00,364
Andhra Pradesh,Kharif,Urad,1982-1983,44.00,13.00,295
Bihar,Kharif,Urad,1982-1983,112.00,47.00,420
Dadra & Nagar Haveli  ,Kharif,Urad,1982-1983,2.00,1.00,500
Gujarat,Kharif,Urad,1982-1983,63.00,26.00,413
Haryana,Kharif,Urad,1982-1983,8.00,5.00,625
Himachal Pradesh,Kharif,Urad,1982-1983,6.00,1.00,167
Jammu & Kashmir,Kharif,Urad,1982-1983,24.00,8.00,333
Karnataka,Kharif,Urad,1982-1983,48.00,11.00,229
Kerala,Kharif,Urad,1982-1983,3.00,2.00,667
Madhya Pradesh,Kharif,Urad,1982-1983,645.00,160.00,248
Maharashtra,Kharif,Urad,1982-1983,450.00,146.00,324
Odisha,Kharif,Urad,1982-1983,152.00,84.00,553
Punjab,Kharif,Urad,1982-1983,16.00,7.00,438
Rajasthan,Kharif,Urad,1982-1983,143.00,48.00,336
Tamil Nadu,Kharif,Urad,1982-1983,156.00,47.00,301
Tripura,Kharif,Urad,1982-1983,1.00,-,-
Uttar Pradesh,Kharif,Urad,1982-1983,188.00,48.00,255
West Bengal,Kharif,Urad,1982-1983,35.00,19.00,543
India,Kharif,Urad,1982-1983,2095.00,674.00,322
Andhra Pradesh,Rabi,Urad,1982-1983,172.00,112.00,651
Karnataka,Rabi,Urad,1982-1983,6.00,3.00,500
Madhya Pradesh,Rabi,Urad,1982-1983,104.00,17.00,163
Maharashtra,Rabi,Urad,1982-1983,22.00,4.00,182
Odisha,Rabi,Urad,1982-1983,286.00,156.00,545
West Bengal,Rabi,Urad,1982-1983,83.00,31.00,373
India,Rabi,Urad,1982-1983,676.00,324.00,479
Andhra Pradesh,Total,Urad,1982-1983,217.00,126.00,581
Bihar,Total,Urad,1982-1983,112.00,47.00,420
Dadra & Nagar Haveli  ,Total,Urad,1982-1983,2.00,1.00,500
Gujarat,Total,Urad,1982-1983,63.00,26.00,413
Haryana,Total,Urad,1982-1983,8.00,5.00,625
Himachal Pradesh,Total,Urad,1982-1983,6.00,1.00,167
Jammu & Kashmir,Total,Urad,1982-1983,24.00,8.00,333
Karnataka,Total,Urad,1982-1983,54.00,14.00,259
Kerala,Total,Urad,1982-1983,3.00,2.00,667
Madhya Pradesh,Total,Urad,1982-1983,749.00,177.00,236
Maharashtra,Total,Urad,1982-1983,472.00,151.00,320
Odisha,Total,Urad,1982-1983,438.00,240.00,548
Punjab,Total,Urad,1982-1983,16.00,7.00,438
Rajasthan,Total,Urad,1982-1983,143.00,48.00,336
Tamil Nadu,Total,Urad,1982-1983,156.00,47.00,301
Tripura,Total,Urad,1982-1983,1.00,1.00,1000
Uttar Pradesh,Total,Urad,1982-1983,188.00,48.00,255
West Bengal,Total,Urad,1982-1983,118.00,50.00,424
India,Total,Urad,1982-1983,2771.00,998.00,360
Andhra Pradesh,Kharif,Urad,1983-1984,47.00,12.00,255
Bihar,Kharif,Urad,1983-1984,113.00,49.00,434
Dadra & Nagar Haveli  ,Kharif,Urad,1983-1984,2.00,1.00,500
Gujarat,Kharif,Urad,1983-1984,65.00,30.00,462
Haryana,Kharif,Urad,1983-1984,9.00,6.00,667
Himachal Pradesh,Kharif,Urad,1983-1984,10.00,3.00,300
Jammu & Kashmir,Kharif,Urad,1983-1984,25.00,9.00,360
Karnataka,Kharif,Urad,1983-1984,47.00,14.00,298
Kerala,Kharif,Urad,1983-1984,3.00,2.00,667
Madhya Pradesh,Kharif,Urad,1983-1984,684.00,213.00,311
Maharashtra,Kharif,Urad,1983-1984,503.00,179.00,356
Odisha,Kharif,Urad,1983-1984,173.00,93.00,538
Punjab,Kharif,Urad,1983-1984,14.00,7.00,500
Rajasthan,Kharif,Urad,1983-1984,156.00,87.00,558
Sikkim,Kharif,Urad,1983-1984,4.00,3.00,750
Tamil Nadu,Kharif,Urad,1983-1984,230.00,48.00,209
Tripura,Kharif,Urad,1983-1984,1.00,-,-
Uttar Pradesh,Kharif,Urad,1983-1984,188.00,44.00,234
West Bengal,Kharif,Urad,1983-1984,39.00,22.00,564
India,Kharif,Urad,1983-1984,2313.00,824.00,356
Andhra Pradesh,Rabi,Urad,1983-1984,177.00,120.00,678
Karnataka,Rabi,Urad,1983-1984,8.00,3.00,375
Madhya Pradesh,Rabi,Urad,1983-1984,106.00,18.00,170
Maharashtra,Rabi,Urad,1983-1984,33.00,8.00,242
Odisha,Rabi,Urad,1983-1984,286.00,183.00,640
Puducherry,Rabi,Urad,1983-1984,1.00,1.00,1000
Tripura,Rabi,Urad,1983-1984,1.00,-,-
West Bengal,Rabi,Urad,1983-1984,73.00,36.00,493
India,Rabi,Urad,1983-1984,684.00,368.00,538
Andhra Pradesh,Total,Urad,1983-1984,224.00,132.00,589
Bihar,Total,Urad,1983-1984,113.00,49.00,434
Dadra & Nagar Haveli  ,Total,Urad,1983-1984,2.00,1.00,500
Gujarat,Total,Urad,1983-1984,65.00,30.00,462
Haryana,Total,Urad,1983-1984,9.00,6.00,667
Himachal Pradesh,Total,Urad,1983-1984,10.00,3.00,300
Jammu & Kashmir,Total,Urad,1983-1984,25.00,9.00,360
Karnataka,Total,Urad,1983-1984,55.00,17.00,309
Kerala,Total,Urad,1983-1984,3.00,2.00,667
Madhya Pradesh,Total,Urad,1983-1984,790.00,231.00,292
Maharashtra,Total,Urad,1983-1984,536.00,187.00,349
Odisha,Total,Urad,1983-1984,459.00,276.00,601
Puducherry,Total,Urad,1983-1984,1.00,1.00,1000
Punjab,Total,Urad,1983-1984,14.00,7.00,500
Rajasthan,Total,Urad,1983-1984,156.00,87.00,558
Sikkim,Total,Urad,1983-1984,-,3.00,-
Tamil Nadu,Total,Urad,1983-1984,230.00,48.00,209
Tripura,Total,Urad,1983-1984,1.00,1.00,1000
Uttar Pradesh,Total,Urad,1983-1984,188.00,44.00,234
West Bengal,Total,Urad,1983-1984,112.00,58.00,518
India,Total,Urad,1983-1984,2997.00,1192.00,398
Andhra Pradesh,Kharif,Urad,1984-1985,43.00,9.00,209
Bihar,Kharif,Urad,1984-1985,100.00,44.00,440
Dadra & Nagar Haveli  ,Kharif,Urad,1984-1985,2.00,1.00,500
Gujarat,Kharif,Urad,1984-1985,76.00,34.00,447
Haryana,Kharif,Urad,1984-1985,5.00,4.00,800
Himachal Pradesh,Kharif,Urad,1984-1985,23.00,4.00,174
Jammu & Kashmir,Kharif,Urad,1984-1985,24.00,9.00,375
Karnataka,Kharif,Urad,1984-1985,49.00,12.00,245
Kerala,Kharif,Urad,1984-1985,2.00,1.00,500
Madhya Pradesh,Kharif,Urad,1984-1985,676.00,183.00,271
Maharashtra,Kharif,Urad,1984-1985,443.00,86.00,194
Odisha,Kharif,Urad,1984-1985,161.00,95.00,590
Punjab,Kharif,Urad,1984-1985,12.00,7.00,583
Rajasthan,Kharif,Urad,1984-1985,158.00,76.00,481
Sikkim,Kharif,Urad,1984-1985,4.00,4.00,1000
Tamil Nadu,Kharif,Urad,1984-1985,222.00,69.00,311
Tripura,Kharif,Urad,1984-1985,1.00,-,-
Uttar Pradesh,Kharif,Urad,1984-1985,189.00,53.00,280
West Bengal,Kharif,Urad,1984-1985,33.00,20.00,606
India,Kharif,Urad,1984-1985,2223.00,713.00,321
Andhra Pradesh,Rabi,Urad,1984-1985,193.00,180.00,933
Karnataka,Rabi,Urad,1984-1985,17.00,7.00,412
Madhya Pradesh,Rabi,Urad,1984-1985,94.00,16.00,170
Maharashtra,Rabi,Urad,1984-1985,20.00,6.00,300
Odisha,Rabi,Urad,1984-1985,309.00,221.00,715
Puducherry,Rabi,Urad,1984-1985,3.00,1.00,333
Tripura,Rabi,Urad,1984-1985,1.00,-,-
West Bengal,Rabi,Urad,1984-1985,48.00,19.00,396
India,Rabi,Urad,1984-1985,683.00,451.00,660
Andhra Pradesh,Total,Urad,1984-1985,235.00,190.00,809
Bihar,Total,Urad,1984-1985,100.00,44.00,440
Dadra & Nagar Haveli  ,Total,Urad,1984-1985,2.00,1.00,500
Gujarat,Total,Urad,1984-1985,76.00,34.00,447
Haryana,Total,Urad,1984-1985,5.00,4.00,800
Himachal Pradesh,Total,Urad,1984-1985,23.00,4.00,174
Jammu & Kashmir,Total,Urad,1984-1985,24.00,9.00,375
Karnataka,Total,Urad,1984-1985,67.00,19.00,284
Kerala,Total,Urad,1984-1985,3.00,1.00,333
Madhya Pradesh,Total,Urad,1984-1985,771.00,199.00,258
Maharashtra,Total,Urad,1984-1985,463.00,92.00,199
Odisha,Total,Urad,1984-1985,469.00,317.00,676
Puducherry,Total,Urad,1984-1985,3.00,2.00,667
Punjab,Total,Urad,1984-1985,12.00,7.00,583
Rajasthan,Total,Urad,1984-1985,158.00,76.00,481
Sikkim,Total,Urad,1984-1985,-,4.00,-
Tamil Nadu,Total,Urad,1984-1985,222.00,69.00,311
Tripura,Total,Urad,1984-1985,1.00,1.00,1000
Uttar Pradesh,Total,Urad,1984-1985,188.00,53.00,282
West Bengal,Total,Urad,1984-1985,80.00,39.00,488
India,Total,Urad,1984-1985,2906.00,1164.00,400
Andhra Pradesh,Kharif,Urad,1985-1986,42.00,12.00,286
Bihar,Kharif,Urad,1985-1986,99.00,45.00,455
Dadra & Nagar Haveli  ,Kharif,Urad,1985-1986,2.00,2.00,1000
Gujarat,Kharif,Urad,1985-1986,81.00,22.00,272
Haryana,Kharif,Urad,1985-1986,4.00,3.00,750
Himachal Pradesh,Kharif,Urad,1985-1986,21.00,4.00,190
Jammu & Kashmir,Kharif,Urad,1985-1986,23.00,8.00,348
Karnataka,Kharif,Urad,1985-1986,57.00,25.00,439
Kerala,Kharif,Urad,1985-1986,2.00,2.00,1000
Madhya Pradesh,Kharif,Urad,1985-1986,701.00,156.00,223
Maharashtra,Kharif,Urad,1985-1986,433.00,168.00,388
Odisha,Kharif,Urad,1985-1986,197.00,106.00,538
Punjab,Kharif,Urad,1985-1986,13.00,8.00,615
Rajasthan,Kharif,Urad,1985-1986,180.00,20.00,111
Sikkim,Kharif,Urad,1985-1986,4.00,4.00,1000
Tamil Nadu,Kharif,Urad,1985-1986,332.00,125.00,377
Tripura,Kharif,Urad,1985-1986,1.00,-,-
Uttar Pradesh,Kharif,Urad,1985-1986,209.00,51.00,244
West Bengal,Kharif,Urad,1985-1986,36.00,24.00,667
India,Kharif,Urad,1985-1986,2436.00,786.00,323
Andhra Pradesh,Rabi,Urad,1985-1986,252.00,202.00,802
Karnataka,Rabi,Urad,1985-1986,16.00,9.00,563
Madhya Pradesh,Rabi,Urad,1985-1986,92.00,15.00,163
Maharashtra,Rabi,Urad,1985-1986,21.00,6.00,286
Odisha,Rabi,Urad,1985-1986,316.00,198.00,627
Puducherry,Rabi,Urad,1985-1986,2.00,1.00,500
West Bengal,Rabi,Urad,1985-1986,52.00,23.00,442
India,Rabi,Urad,1985-1986,751.00,454.00,605
Andhra Pradesh,Total,Urad,1985-1986,294.00,214.00,728
Bihar,Total,Urad,1985-1986,99.00,45.00,455
Dadra & Nagar Haveli  ,Total,Urad,1985-1986,2.00,2.00,1000
Gujarat,Total,Urad,1985-1986,81.00,22.00,272
Haryana,Total,Urad,1985-1986,5.00,3.00,600
Himachal Pradesh,Total,Urad,1985-1986,21.00,4.00,190
Jammu & Kashmir,Total,Urad,1985-1986,23.00,8.00,348
Karnataka,Total,Urad,1985-1986,72.00,34.00,472
Kerala,Total,Urad,1985-1986,2.00,2.00,1000
Madhya Pradesh,Total,Urad,1985-1986,792.00,171.00,216
Maharashtra,Total,Urad,1985-1986,454.00,174.00,383
Odisha,Total,Urad,1985-1986,513.00,305.00,595
Puducherry,Total,Urad,1985-1986,2.00,1.00,500
Punjab,Total,Urad,1985-1986,13.00,8.00,615
Rajasthan,Total,Urad,1985-1986,180.00,20.00,111
Sikkim,Total,Urad,1985-1986,-,4.00,-
Tamil Nadu,Total,Urad,1985-1986,332.00,125.00,377
Tripura,Total,Urad,1985-1986,1.00,1.00,1000
Uttar Pradesh,Total,Urad,1985-1986,209.00,51.00,244
West Bengal,Total,Urad,1985-1986,88.00,46.00,523
India,Total,Urad,1985-1986,3187.00,1239.00,389
Andhra Pradesh,Kharif,Urad,1986-1987,55.00,26.00,476
Bihar,Kharif,Urad,1986-1987,107.00,56.00,525
Dadra & Nagar Haveli  ,Kharif,Urad,1986-1987,2.00,1.00,700
Gujarat,Kharif,Urad,1986-1987,82.00,34.00,414
Haryana,Kharif,Urad,1986-1987,3.00,2.00,655
Himachal Pradesh,Kharif,Urad,1986-1987,20.00,3.00,159
Jammu & Kashmir,Kharif,Urad,1986-1987,23.00,7.00,305
Karnataka,Kharif,Urad,1986-1987,54.00,12.00,224
Kerala,Kharif,Urad,1986-1987,2.00,2.00,818
Madhya Pradesh,Kharif,Urad,1986-1987,693.00,159.00,229
Maharashtra,Kharif,Urad,1986-1987,436.00,143.00,327
Odisha,Kharif,Urad,1986-1987,204.00,112.00,551
Punjab,Kharif,Urad,1986-1987,12.00,7.00,583
Rajasthan,Kharif,Urad,1986-1987,187.00,21.00,113
Sikkim,Kharif,Urad,1986-1987,4.00,4.00,977
Tamil Nadu,Kharif,Urad,1986-1987,223.00,75.00,337
Tripura,Kharif,Urad,1986-1987,1.00,-,500
Uttar Pradesh,Kharif,Urad,1986-1987,202.00,52.00,256
West Bengal,Kharif,Urad,1986-1987,12.00,6.00,487
India,Kharif,Urad,1986-1987,2320.00,722.00,311
Andhra Pradesh,Rabi,Urad,1986-1987,315.00,278.00,883
Karnataka,Rabi,Urad,1986-1987,18.00,8.00,450
Madhya Pradesh,Rabi,Urad,1986-1987,65.00,10.00,150
Maharashtra,Rabi,Urad,1986-1987,20.00,5.00,256
Odisha,Rabi,Urad,1986-1987,331.00,186.00,561
Puducherry,Rabi,Urad,1986-1987,2.00,1.00,650
West Bengal,Rabi,Urad,1986-1987,82.00,33.00,404
India,Rabi,Urad,1986-1987,833.00,521.00,626
Andhra Pradesh,Total,Urad,1986-1987,315.00,304.00,822
Bihar,Total,Urad,1986-1987,-,56.00,525
Dadra & Nagar Haveli  ,Total,Urad,1986-1987,-,1.00,700
Gujarat,Total,Urad,1986-1987,-,34.00,414
Haryana,Total,Urad,1986-1987,-,2.00,655
Himachal Pradesh,Total,Urad,1986-1987,-,3.00,159
Jammu & Kashmir,Total,Urad,1986-1987,-,7.00,305
Karnataka,Total,Urad,1986-1987,18.00,20.00,281
Kerala,Total,Urad,1986-1987,-,2.00,818
Madhya Pradesh,Total,Urad,1986-1987,65.00,169.00,222
Maharashtra,Total,Urad,1986-1987,20.00,148.00,324
Odisha,Total,Urad,1986-1987,331.00,298.00,557
Puducherry,Total,Urad,1986-1987,2.00,1.00,650
Punjab,Total,Urad,1986-1987,-,7.00,583
Rajasthan,Total,Urad,1986-1987,-,21.00,113
Sikkim,Total,Urad,1986-1987,-,4.00,977
Tamil Nadu,Total,Urad,1986-1987,-,75.00,337
Tripura,Total,Urad,1986-1987,-,1.00,500
Uttar Pradesh,Total,Urad,1986-1987,-,52.00,256
West Bengal,Total,Urad,1986-1987,82.00,39.00,415
India,Total,Urad,1986-1987,833.00,1243.00,394
Andhra Pradesh,Kharif,Urad,1987-1988,55.20,30.40,551
Bihar,Kharif,Urad,1987-1988,96.10,43.00,447
Dadra & Nagar Haveli  ,Kharif,Urad,1987-1988,2.00,1.40,700
Gujarat,Kharif,Urad,1987-1988,68.00,13.40,197
Haryana,Kharif,Urad,1987-1988,3.30,1.30,394
Himachal Pradesh,Kharif,Urad,1987-1988,19.40,1.60,82
Jammu & Kashmir,Kharif,Urad,1987-1988,21.90,3.70,169
Karnataka,Kharif,Urad,1987-1988,62.50,24.70,395
Kerala,Kharif,Urad,1987-1988,1.90,1.60,842
Madhya Pradesh,Kharif,Urad,1987-1988,651.90,137.90,212
Maharashtra,Kharif,Urad,1987-1988,452.90,205.40,454
Odisha,Kharif,Urad,1987-1988,179.10,77.90,435
Punjab,Kharif,Urad,1987-1988,9.30,4.50,484
Rajasthan,Kharif,Urad,1987-1988,124.00,16.20,131
Sikkim,Kharif,Urad,1987-1988,6.00,1.50,250
Tamil Nadu,Kharif,Urad,1987-1988,137.70,107.10,778
Tripura,Kharif,Urad,1987-1988,1.40,0.60,429
Uttar Pradesh,Kharif,Urad,1987-1988,198.60,58.80,296
West Bengal,Kharif,Urad,1987-1988,60.50,33.70,557
India,Kharif,Urad,1987-1988,2151.70,764.70,355
Andhra Pradesh,Rabi,Urad,1987-1988,336.00,271.30,807
Karnataka,Rabi,Urad,1987-1988,19.20,7.40,385
Madhya Pradesh,Rabi,Urad,1987-1988,54.50,9.80,180
Maharashtra,Rabi,Urad,1987-1988,16.00,4.50,281
Odisha,Rabi,Urad,1987-1988,344.90,178.20,517
Puducherry,Rabi,Urad,1987-1988,1.30,1.10,846
Tripura,Rabi,Urad,1987-1988,0.40,0.20,500
Uttar Pradesh,Rabi,Urad,1987-1988,54.90,32.20,587
West Bengal,Rabi,Urad,1987-1988,37.00,21.80,589
India,Rabi,Urad,1987-1988,864.20,526.50,609
Andhra Pradesh,Total,Urad,1987-1988,391.20,301.70,771
Bihar,Total,Urad,1987-1988,96.10,43.00,447
Dadra & Nagar Haveli  ,Total,Urad,1987-1988,2.00,1.40,700
Gujarat,Total,Urad,1987-1988,68.00,13.40,197
Haryana,Total,Urad,1987-1988,3.30,1.30,394
Himachal Pradesh,Total,Urad,1987-1988,19.40,1.60,82
Jammu & Kashmir,Total,Urad,1987-1988,21.90,3.70,169
Karnataka,Total,Urad,1987-1988,81.70,32.10,393
Kerala,Total,Urad,1987-1988,1.90,1.60,842
Madhya Pradesh,Total,Urad,1987-1988,706.40,147.70,209
Maharashtra,Total,Urad,1987-1988,468.90,209.90,448
Odisha,Total,Urad,1987-1988,524.00,256.10,489
Punjab,Total,Urad,1987-1988,9.30,4.50,484
Rajasthan,Total,Urad,1987-1988,124.00,16.20,131
Sikkim,Total,Urad,1987-1988,6.00,1.50,250
Tamil Nadu,Total,Urad,1987-1988,137.70,107.10,778
Tripura,Total,Urad,1987-1988,1.80,0.80,444
Uttar Pradesh,Total,Urad,1987-1988,253.50,91.00,359
West Bengal,Total,Urad,1987-1988,97.50,55.50,569
India,Total,Urad,1987-1988,3015.90,1291.20,428
Andhra Pradesh,Kharif,Urad,1988-1989,57.00,27.00,474
Bihar,Kharif,Urad,1988-1989,104.00,54.00,519
Dadra & Nagar Haveli  ,Kharif,Urad,1988-1989,2.00,1.00,500
Gujarat,Kharif,Urad,1988-1989,91.00,57.00,626
Haryana,Kharif,Urad,1988-1989,2.00,1.00,500
Himachal Pradesh,Kharif,Urad,1988-1989,20.00,2.00,100
Karnataka,Kharif,Urad,1988-1989,69.00,22.00,319
Kerala,Kharif,Urad,1988-1989,2.00,2.00,1000
Madhya Pradesh,Kharif,Urad,1988-1989,625.00,192.00,307
Maharashtra,Kharif,Urad,1988-1989,485.00,203.00,419
Odisha,Kharif,Urad,1988-1989,221.00,114.00,516
Punjab,Kharif,Urad,1988-1989,11.00,5.00,455
Rajasthan,Kharif,Urad,1988-1989,140.00,68.00,486
Sikkim,Kharif,Urad,1988-1989,7.00,2.00,286
