States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Sikkim,,Total Pulses,1988-1989,17.10,7.20,421
Tamil Nadu,,Total Pulses,1988-1989,1491.20,635.10,426
Tripura,,Total Pulses,1988-1989,13.10,6.90,527
Uttar Pradesh,,Total Pulses,1988-1989,4012.70,3486.70,869
West Bengal,,Total Pulses,1988-1989,567.00,377.10,665
India,,Total Pulses,1988-1989,35000.20,19481.00,557
Andaman & Nicobar Islands,,Total Pulses,1989-1990,2.50,0.90,360
Andhra Pradesh,,Total Pulses,1989-1990,2700.40,1240.80,459
Assam,,Total Pulses,1989-1990,113.10,51.00,451
Bihar,,Total Pulses,1989-1990,2144.20,1439.50,671
Dadra & Nagar Haveli  ,,Total Pulses,1989-1990,6.10,4.70,770
Delhi ,,Total Pulses,1989-1990,2.10,1.00,476
Gujarat,,Total Pulses,1989-1990,1248.20,729.10,584
Haryana,,Total Pulses,1989-1990,629.90,444.80,706
Himachal Pradesh,,Total Pulses,1989-1990,63.60,15.70,247
Jammu & Kashmir,,Total Pulses,1989-1990,73.30,44.90,613
Karnataka,,Total Pulses,1989-1990,2347.70,776.60,331
Kerala,,Total Pulses,1989-1990,48.40,35.80,740
Madhya Pradesh,,Total Pulses,1989-1990,6460.00,3162.50,490
Maharashtra,,Total Pulses,1989-1990,4902.70,2389.60,487
Meghalaya,,Total Pulses,1989-1990,3.20,2.40,750
Mizoram,,Total Pulses,1989-1990,0.20,0.70,3500
Nagaland,,Total Pulses,1989-1990,8.90,9.20,1034
Odisha,,Total Pulses,1989-1990,3582.70,1929.70,539
Puducherry,,Total Pulses,1989-1990,10.00,7.20,720
Punjab,,Total Pulses,1989-1990,201.80,144.90,718
Rajasthan,,Total Pulses,1989-1990,4606.70,1552.00,337
Sikkim,,Total Pulses,1989-1990,27.00,25.50,944
Tamil Nadu,,Total Pulses,1989-1990,1667.50,676.90,406
Tripura,,Total Pulses,1989-1990,16.70,9.10,545
Uttar Pradesh,,Total Pulses,1989-1990,4193.50,3258.90,777
West Bengal,,Total Pulses,1989-1990,639.00,400.20,626
India,,Total Pulses,1989-1990,35699.40,18353.60,514
Andaman & Nicobar Islands,,Total Pulses,1990-1991,1.70,0.80,471
Andhra Pradesh,,Total Pulses,1990-1991,2794.90,1248.80,447
Arunachal Pradesh,,Total Pulses,1990-1991,5.50,4.20,764
Assam,,Total Pulses,1990-1991,113.40,48.50,428
Bihar,,Total Pulses,1990-1991,2091.00,1575.30,753
Dadra & Nagar Haveli  ,,Total Pulses,1990-1991,6.80,5.40,794
Daman & Diu  ,,Total Pulses,1990-1991,1.50,0.60,400
Delhi ,,Total Pulses,1990-1991,2.40,1.10,458
Gujarat,,Total Pulses,1990-1991,1246.00,761.90,611
Haryana,,Total Pulses,1990-1991,771.40,561.70,728
Himachal Pradesh,,Total Pulses,1990-1991,68.60,19.10,278
Jammu & Kashmir,,Total Pulses,1990-1991,75.10,45.30,603
Karnataka,,Total Pulses,1990-1991,2361.50,819.30,347
Kerala,,Total Pulses,1990-1991,48.60,35.60,733
Madhya Pradesh,,Total Pulses,1990-1991,7110.30,3875.10,545
Maharashtra,,Total Pulses,1990-1991,4746.90,2077.00,438
Meghalaya,,Total Pulses,1990-1991,3.20,2.40,750
Mizoram,,Total Pulses,1990-1991,4.00,6.60,1650
Nagaland,,Total Pulses,1990-1991,13.60,12.00,882
Odisha,,Total Pulses,1990-1991,3526.30,1920.70,545
Puducherry,,Total Pulses,1990-1991,9.70,4.90,505
Punjab,,Total Pulses,1990-1991,218.50,160.40,734
Rajasthan,,Total Pulses,1990-1991,5567.40,2338.30,420
Sikkim,,Total Pulses,1990-1991,24.20,22.80,942
Tamil Nadu,,Total Pulses,1990-1991,1494.20,599.20,401
Tripura,,Total Pulses,1990-1991,17.10,9.30,544
Uttar Pradesh,,Total Pulses,1990-1991,4337.00,3844.40,886
West Bengal,,Total Pulses,1990-1991,594.00,367.40,619
India,,Total Pulses,1990-1991,37254.80,20368.10,547
Andaman & Nicobar Islands,,Total Pulses,1991-1992,1.80,0.90,500
Andhra Pradesh,,Total Pulses,1991-1992,2853.30,1405.70,493
Arunachal Pradesh,,Total Pulses,1991-1992,5.50,4.50,818
Assam,,Total Pulses,1991-1992,213.70,96.10,450
Bihar,,Total Pulses,1991-1992,1925.50,1447.40,752
Dadra & Nagar Haveli  ,,Total Pulses,1991-1992,7.00,5.80,829
Daman & Diu  ,,Total Pulses,1991-1992,1.40,0.70,500
Delhi ,,Total Pulses,1991-1992,1.80,0.90,500
Goa,,Total Pulses,1991-1992,6.00,5.10,850
Gujarat,,Total Pulses,1991-1992,1152.20,485.20,421
Haryana,,Total Pulses,1991-1992,410.80,286.40,697
Himachal Pradesh,,Total Pulses,1991-1992,56.80,18.00,317
Jammu & Kashmir,,Total Pulses,1991-1992,71.20,37.50,527
Karnataka,,Total Pulses,1991-1992,2591.60,1085.60,419
Kerala,,Total Pulses,1991-1992,46.40,32.70,705
Madhya Pradesh,,Total Pulses,1991-1992,6498.60,3550.50,546
Maharashtra,,Total Pulses,1991-1992,4490.30,1280.40,285
Meghalaya,,Total Pulses,1991-1992,3.30,2.40,727
Mizoram,,Total Pulses,1991-1992,3.40,6.90,2029
Nagaland,,Total Pulses,1991-1992,14.00,15.00,1071
Odisha,,Total Pulses,1991-1992,3900.50,2023.60,519
Puducherry,,Total Pulses,1991-1992,9.70,6.10,629
Punjab,,Total Pulses,1991-1992,166.50,128.90,774
Rajasthan,,Total Pulses,1991-1992,4483.10,1122.00,250
Sikkim,,Total Pulses,1991-1992,14.50,11.00,759
Tamil Nadu,,Total Pulses,1991-1992,1364.80,579.50,425
Tripura,,Total Pulses,1991-1992,16.80,9.30,554
Uttar Pradesh,,Total Pulses,1991-1992,4124.60,3541.70,859
West Bengal,,Total Pulses,1991-1992,513.00,328.70,641
India,,Total Pulses,1991-1992,34948.10,17518.50,501
Andaman & Nicobar Islands,,Total Pulses,1992-1993,1.60,0.60,375
Andhra Pradesh,,Total Pulses,1992-1993,2771.00,1364.20,492
Arunachal Pradesh,,Total Pulses,1992-1993,5.80,5.30,914
Assam,,Total Pulses,1992-1993,199.40,91.90,461
Bihar,,Total Pulses,1992-1993,1741.30,1207.80,694
Dadra & Nagar Haveli  ,,Total Pulses,1992-1993,6.20,4.90,790
Daman & Diu  ,,Total Pulses,1992-1993,1.50,0.70,467
Delhi ,,Total Pulses,1992-1993,1.70,0.90,529
Goa,,Total Pulses,1992-1993,6.40,4.60,719
Gujarat,,Total Pulses,1992-1993,1366.90,859.60,629
Haryana,,Total Pulses,1992-1993,495.40,346.20,699
Himachal Pradesh,,Total Pulses,1992-1993,54.60,17.60,322
Jammu & Kashmir,,Total Pulses,1992-1993,64.30,33.60,523
Karnataka,,Total Pulses,1992-1993,2424.30,904.60,373
Kerala,,Total Pulses,1992-1993,43.60,39.40,904
Madhya Pradesh,,Total Pulses,1992-1993,6707.30,3672.30,548
Maharashtra,,Total Pulses,1992-1993,5030.00,2714.20,540
Meghalaya,,Total Pulses,1992-1993,3.30,2.40,727
Mizoram,,Total Pulses,1992-1993,4.00,7.90,1975
Nagaland,,Total Pulses,1992-1993,9.10,7.50,824
Odisha,,Total Pulses,1992-1993,1350.00,509.40,377
Puducherry,,Total Pulses,1992-1993,12.10,5.70,471
Punjab,,Total Pulses,1992-1993,166.70,121.60,729
Rajasthan,,Total Pulses,1992-1993,5282.70,2040.60,386
Sikkim,,Total Pulses,1992-1993,12.10,10.30,851
Tamil Nadu,,Total Pulses,1992-1993,1251.10,594.30,475
Tripura,,Total Pulses,1992-1993,18.20,9.60,527
Uttar Pradesh,,Total Pulses,1992-1993,4244.80,3550.50,836
West Bengal,,Total Pulses,1992-1993,521.50,372.30,714
India,,Total Pulses,1992-1993,33796.90,18500.50,547
Andaman & Nicobar Islands,,Total Pulses,1993-1994,1.80,0.80,444
Andhra Pradesh,,Total Pulses,1993-1994,2692.00,1175.70,437
Arunachal Pradesh,,Total Pulses,1993-1994,5.80,5.30,914
Assam,,Total Pulses,1993-1994,195.80,101.40,518
Bihar,,Total Pulses,1993-1994,1700.50,1216.10,715
Dadra & Nagar Haveli  ,,Total Pulses,1993-1994,4.70,3.60,766
Daman & Diu  ,,Total Pulses,1993-1994,1.30,1.00,769
Delhi ,,Total Pulses,1993-1994,1.50,1.00,667
Goa,,Total Pulses,1993-1994,7.30,5.10,699
Gujarat,,Total Pulses,1993-1994,1214.80,626.20,515
Haryana,,Total Pulses,1993-1994,498.10,483.00,970
Himachal Pradesh,,Total Pulses,1993-1994,54.40,12.20,224
Jammu & Kashmir,,Total Pulses,1993-1994,64.70,34.60,535
Karnataka,,Total Pulses,1993-1994,2194.80,921.30,420
Kerala,,Total Pulses,1993-1994,45.30,64.01,1413
Madhya Pradesh,,Total Pulses,1993-1994,6958.60,4156.50,597
Maharashtra,,Total Pulses,1993-1994,5061.60,3125.70,618
Meghalaya,,Total Pulses,1993-1994,3.30,2.50,758
Mizoram,,Total Pulses,1993-1994,5.40,9.80,1815
Nagaland,,Total Pulses,1993-1994,11.00,10.00,909
Odisha,,Total Pulses,1993-1994,1564.40,771.50,493
Puducherry,,Total Pulses,1993-1994,9.80,5.30,541
Punjab,,Total Pulses,1993-1994,172.10,135.60,788
Rajasthan,,Total Pulses,1993-1994,5684.30,1357.40,239
Sikkim,,Total Pulses,1993-1994,10.10,8.60,851
Tamil Nadu,,Total Pulses,1993-1994,853.50,346.80,406
Tripura,,Total Pulses,1993-1994,17.40,9.30,534
Uttar Pradesh,,Total Pulses,1993-1994,4206.60,3553.50,845
West Bengal,,Total Pulses,1993-1994,506.60,319.80,631
India,,Total Pulses,1993-1994,33747.50,18463.61,547
Andaman & Nicobar Islands,,Total Pulses,1994-1995,2.10,1.00,476
Andhra Pradesh,,Total Pulses,1994-1995,2698.60,1101.50,408
Arunachal Pradesh,,Total Pulses,1994-1995,6.80,5.60,824
Assam,,Total Pulses,1994-1995,196.90,106.70,542
Bihar,,Total Pulses,1994-1995,1677.80,1331.20,793
Dadra & Nagar Haveli  ,,Total Pulses,1994-1995,8.00,6.80,850
Daman & Diu  ,,Total Pulses,1994-1995,1.30,1.00,769
Delhi ,,Total Pulses,1994-1995,1.50,1.00,667
Goa,,Total Pulses,1994-1995,8.50,4.80,565
Gujarat,,Total Pulses,1994-1995,1251.60,664.90,531
Haryana,,Total Pulses,1994-1995,487.50,509.00,1044
Himachal Pradesh,,Total Pulses,1994-1995,54.10,17.70,327
Jammu & Kashmir,,Total Pulses,1994-1995,74.50,37.70,506
Karnataka,,Total Pulses,1994-1995,2370.70,850.60,359
Kerala,,Total Pulses,1994-1995,41.20,37.00,898
Madhya Pradesh,,Total Pulses,1994-1995,6879.70,4514.10,656
Maharashtra,,Total Pulses,1994-1995,5253.90,2358.50,449
Meghalaya,,Total Pulses,1994-1995,3.30,2.40,727
Mizoram,,Total Pulses,1994-1995,5.20,9.90,1904
Nagaland,,Total Pulses,1994-1995,10.50,7.90,752
Odisha,,Total Pulses,1994-1995,1464.20,585.30,400
Puducherry,,Total Pulses,1994-1995,11.70,6.70,573
Punjab,,Total Pulses,1994-1995,176.30,151.50,859
Rajasthan,,Total Pulses,1994-1995,5481.90,2494.00,455
Sikkim,,Total Pulses,1994-1995,10.60,12.10,1142
Tamil Nadu,,Total Pulses,1994-1995,860.10,430.10,500
Tripura,,Total Pulses,1994-1995,14.90,8.00,537
Uttar Pradesh,,Total Pulses,1994-1995,4110.20,3497.80,851
West Bengal,,Total Pulses,1994-1995,423.50,244.40,577
India,,Total Pulses,1994-1995,33587.10,18999.20,566
Andaman & Nicobar Islands,,Total Pulses,1995-1996,2.00,1.00,500
Andhra Pradesh,,Total Pulses,1995-1996,2745.60,1358.30,495
Arunachal Pradesh,,Total Pulses,1995-1996,6.10,5.70,934
Assam,,Total Pulses,1995-1996,194.70,102.50,526
Bihar,,Total Pulses,1995-1996,1600.80,952.90,595
Dadra & Nagar Haveli  ,,Total Pulses,1995-1996,5.60,4.10,732
Daman & Diu  ,,Total Pulses,1995-1996,1.30,1.00,769
Delhi ,,Total Pulses,1995-1996,0.90,0.30,333
Goa,,Total Pulses,1995-1996,10.10,5.40,535
Gujarat,,Total Pulses,1995-1996,1243.60,581.20,467
Haryana,,Total Pulses,1995-1996,449.30,427.70,952
Himachal Pradesh,,Total Pulses,1995-1996,52.40,14.80,282
Jammu & Kashmir,,Total Pulses,1995-1996,61.20,28.50,466
Karnataka,,Total Pulses,1995-1996,2140.90,983.90,460
Kerala,,Total Pulses,1995-1996,40.10,28.80,718
Madhya Pradesh,,Total Pulses,1995-1996,7304.20,3904.40,535
Maharashtra,,Total Pulses,1995-1996,4771.40,2247.40,471
Meghalaya,,Total Pulses,1995-1996,3.30,2.50,758
Mizoram,,Total Pulses,1995-1996,4.50,7.00,1556
Nagaland,,Total Pulses,1995-1996,10.90,11.80,1083
Odisha,,Total Pulses,1995-1996,1423.90,593.40,417
Puducherry,,Total Pulses,1995-1996,10.50,5.60,533
Punjab,,Total Pulses,1995-1996,176.10,142.00,806
Rajasthan,,Total Pulses,1995-1996,5384.20,1781.80,331
Sikkim,,Total Pulses,1995-1996,11.30,9.10,805
Tamil Nadu,,Total Pulses,1995-1996,966.00,379.00,392
Tripura,,Total Pulses,1995-1996,12.70,6.70,528
Uttar Pradesh,,Total Pulses,1995-1996,4158.90,3178.30,764
West Bengal,,Total Pulses,1995-1996,384.00,244.50,637
India,,Total Pulses,1995-1996,33176.50,17009.60,513
Andaman & Nicobar Islands,,Total Pulses,1996-1997,2.00,1.00,500
Andhra Pradesh,,Total Pulses,1996-1997,1615.50,838.00,519
Arunachal Pradesh,,Total Pulses,1996-1997,3.40,3.10,912
Assam,,Total Pulses,1996-1997,119.60,68.40,572
Bihar,,Total Pulses,1996-1997,931.10,745.40,801
Dadra & Nagar Haveli  ,,Total Pulses,1996-1997,3.50,2.70,771
Daman & Diu  ,,Total Pulses,1996-1997,1.30,1.00,769
Delhi ,,Total Pulses,1996-1997,0.40,0.10,250
Goa,,Total Pulses,1996-1997,9.90,7.90,798
Gujarat,,Total Pulses,1996-1997,920.30,663.80,721
Haryana,,Total Pulses,1996-1997,417.40,345.00,827
Himachal Pradesh,,Total Pulses,1996-1997,35.10,11.40,325
Jammu & Kashmir,,Total Pulses,1996-1997,31.30,17.00,543
Karnataka,,Total Pulses,1996-1997,1776.40,722.20,407
Kerala,,Total Pulses,1996-1997,20.20,14.40,713
Madhya Pradesh,,Total Pulses,1996-1997,5025.10,3498.00,696
Maharashtra,,Total Pulses,1996-1997,3325.00,1983.80,597
Meghalaya,,Total Pulses,1996-1997,3.30,2.50,758
Mizoram,,Total Pulses,1996-1997,4.30,6.80,1581
Nagaland,,Total Pulses,1996-1997,9.20,8.70,946
Odisha,,Total Pulses,1996-1997,658.80,225.90,343
Puducherry,,Total Pulses,1996-1997,6.00,3.10,517
Punjab,,Total Pulses,1996-1997,97.60,80.10,821
Rajasthan,,Total Pulses,1996-1997,3760.00,1847.60,491
Sikkim,,Total Pulses,1996-1997,6.70,6.00,896
Tamil Nadu,,Total Pulses,1996-1997,581.60,232.80,400
Tripura,,Total Pulses,1996-1997,9.80,5.60,571
Uttar Pradesh,,Total Pulses,1996-1997,2832.80,2625.40,927
West Bengal,,Total Pulses,1996-1997,231.50,171.50,741
India,,Total Pulses,1996-1997,22439.10,14139.20,630
Andaman & Nicobar Islands,,Total Pulses,1997-1998,2.40,1.70,708
Andhra Pradesh,,Total Pulses,1997-1998,1565.00,606.90,388
Arunachal Pradesh,,Total Pulses,1997-1998,3.30,3.20,970
Assam,,Total Pulses,1997-1998,117.90,64.50,547
Bihar,,Total Pulses,1997-1998,910.70,661.70,727
Dadra & Nagar Haveli  ,,Total Pulses,1997-1998,5.60,5.60,1000
Daman & Diu  ,,Total Pulses,1997-1998,1.30,1.00,769
Delhi ,,Total Pulses,1997-1998,0.80,0.20,250
Goa,,Total Pulses,1997-1998,10.30,7.80,757
Gujarat,,Total Pulses,1997-1998,895.10,613.30,685
Haryana,,Total Pulses,1997-1998,422.00,374.70,888
Himachal Pradesh,,Total Pulses,1997-1998,34.90,12.60,361
Jammu & Kashmir,,Total Pulses,1997-1998,32.60,18.40,564
Karnataka,,Total Pulses,1997-1998,1681.70,456.50,271
Kerala,,Total Pulses,1997-1998,34.40,27.40,797
Madhya Pradesh,,Total Pulses,1997-1998,5014.80,3278.90,654
Maharashtra,,Total Pulses,1997-1998,3260.00,1187.80,364
Meghalaya,,Total Pulses,1997-1998,3.30,2.50,758
Mizoram,,Total Pulses,1997-1998,4.10,6.70,1634
Nagaland,,Total Pulses,1997-1998,10.40,7.80,750
Odisha,,Total Pulses,1997-1998,786.20,286.50,364
Puducherry,,Total Pulses,1997-1998,5.70,2.00,351
Punjab,,Total Pulses,1997-1998,87.90,60.00,683
Rajasthan,,Total Pulses,1997-1998,4389.40,2634.90,600
Sikkim,,Total Pulses,1997-1998,6.70,5.90,881
Tamil Nadu,,Total Pulses,1997-1998,591.50,244.20,413
Tripura,,Total Pulses,1997-1998,9.30,5.40,581
Uttar Pradesh,,Total Pulses,1997-1998,2753.70,2232.80,811
West Bengal,,Total Pulses,1997-1998,220.50,151.60,688
India,,Total Pulses,1997-1998,22861.50,12962.50,567
Andaman & Nicobar Islands,,Total Pulses,1998-1999,0.70,0.50,714
Andhra Pradesh,,Total Pulses,1998-1999,1587.00,827.00,521
Arunachal Pradesh,,Total Pulses,1998-1999,3.60,3.30,917
Assam,,Total Pulses,1998-1999,126.90,69.20,545
Bihar,,Total Pulses,1998-1999,893.40,792.30,887
Dadra & Nagar Haveli  ,,Total Pulses,1998-1999,3.70,3.20,865
Daman & Diu  ,,Total Pulses,1998-1999,1.30,1.00,769
Delhi ,,Total Pulses,1998-1999,0.40,0.10,250
Goa,,Total Pulses,1998-1999,9.90,9.50,960
Gujarat,,Total Pulses,1998-1999,862.00,633.50,735
Haryana,,Total Pulses,1998-1999,427.10,353.20,827
Himachal Pradesh,,Total Pulses,1998-1999,35.20,12.90,366
Jammu & Kashmir,,Total Pulses,1998-1999,32.00,18.20,569
Karnataka,,Total Pulses,1998-1999,1820.00,746.90,410
Kerala,,Total Pulses,1998-1999,28.60,22.70,794
Madhya Pradesh,,Total Pulses,1998-1999,5023.30,3618.80,720
Maharashtra,,Total Pulses,1998-1999,3499.50,2254.90,644
Meghalaya,,Total Pulses,1998-1999,4.60,3.50,761
Mizoram,,Total Pulses,1998-1999,5.30,9.30,1755
Nagaland,,Total Pulses,1998-1999,11.00,8.40,764
Odisha,,Total Pulses,1998-1999,721.90,249.30,345
Puducherry,,Total Pulses,1998-1999,6.00,3.10,517
Punjab,,Total Pulses,1998-1999,77.50,50.70,654
Rajasthan,,Total Pulses,1998-1999,4644.00,2444.40,526
Sikkim,,Total Pulses,1998-1999,6.70,5.60,836
Tamil Nadu,,Total Pulses,1998-1999,637.10,304.30,478
Tripura,,Total Pulses,1998-1999,7.50,4.10,547
Uttar Pradesh,,Total Pulses,1998-1999,2810.00,2323.50,827
West Bengal,,Total Pulses,1998-1999,202.90,126.10,621
India,,Total Pulses,1998-1999,23489.10,14899.50,634
Andaman & Nicobar Islands,,Total Pulses,1999-2000,0.90,0.30,333
Andhra Pradesh,,Total Pulses,1999-2000,1644.90,800.20,486
Arunachal Pradesh,,Total Pulses,1999-2000,3.60,3.40,944
Assam,,Total Pulses,1999-2000,116.00,64.00,552
Bihar,,Total Pulses,1999-2000,865.30,746.90,863
Dadra & Nagar Haveli  ,,Total Pulses,1999-2000,5.90,4.50,763
Daman & Diu  ,,Total Pulses,1999-2000,1.30,1.30,1000
Delhi ,,Total Pulses,1999-2000,0.40,0.10,250
Goa,,Total Pulses,1999-2000,10.20,9.00,882
Gujarat,,Total Pulses,1999-2000,700.40,405.60,579
Haryana,,Total Pulses,1999-2000,133.40,76.20,571
Himachal Pradesh,,Total Pulses,1999-2000,31.50,14.80,470
Jammu & Kashmir,,Total Pulses,1999-2000,28.80,14.10,490
Karnataka,,Total Pulses,1999-2000,1920.50,848.70,442
Kerala,,Total Pulses,1999-2000,23.80,18.90,794
Madhya Pradesh,,Total Pulses,1999-2000,4938.00,3780.50,766
Maharashtra,,Total Pulses,1999-2000,3597.70,2206.10,613
Meghalaya,,Total Pulses,1999-2000,6.20,4.60,742
Mizoram,,Total Pulses,1999-2000,4.10,7.30,1780
Nagaland,,Total Pulses,1999-2000,13.00,9.50,731
Odisha,,Total Pulses,1999-2000,684.00,264.80,387
Puducherry,,Total Pulses,1999-2000,5.80,3.90,672
Punjab,,Total Pulses,1999-2000,66.00,45.40,688
Rajasthan,,Total Pulses,1999-2000,2473.10,890.90,360
Sikkim,,Total Pulses,1999-2000,6.70,6.10,910
Tamil Nadu,,Total Pulses,1999-2000,860.40,370.80,431
Tripura,,Total Pulses,1999-2000,7.50,4.40,587
Uttar Pradesh,,Total Pulses,1999-2000,2685.90,2598.80,968
West Bengal,,Total Pulses,1999-2000,275.40,211.50,768
India,,Total Pulses,1999-2000,21110.70,13412.60,635
Andaman & Nicobar Islands,,Total Pulses,2000-2001,0.70,0.40,571
Andhra Pradesh,,Total Pulses,2000-2001,1902.20,1054.20,554
Arunachal Pradesh,,Total Pulses,2000-2001,3.00,3.00,1000
Assam,,Total Pulses,2000-2001,111.50,62.30,559
Bihar,,Total Pulses,2000-2001,717.20,620.70,865
Chhattisgarh,,Total Pulses,2000-2001,668.50,267.50,400
Dadra & Nagar Haveli  ,,Total Pulses,2000-2001,5.70,5.00,877
Daman & Diu  ,,Total Pulses,2000-2001,1.30,1.30,1000
Delhi ,,Total Pulses,2000-2001,0.70,0.40,571
Goa,,Total Pulses,2000-2001,10.80,9.60,889
Gujarat,,Total Pulses,2000-2001,635.10,190.70,300
Haryana,,Total Pulses,2000-2001,159.90,99.40,622
Himachal Pradesh,,Total Pulses,2000-2001,31.30,19.70,629
Jammu & Kashmir,,Total Pulses,2000-2001,27.40,12.90,471
Jharkhand,,Total Pulses,2000-2001,116.30,96.00,825
Karnataka,,Total Pulses,2000-2001,2046.70,956.20,467
Kerala,,Total Pulses,2000-2001,13.10,10.40,794
Madhya Pradesh,,Total Pulses,2000-2001,3554.20,2275.40,640
Maharashtra,,Total Pulses,2000-2001,3557.30,1637.40,460
Manipur,,Total Pulses,2000-2001,6.10,3.20,525
Meghalaya,,Total Pulses,2000-2001,4.70,3.50,745
Mizoram,,Total Pulses,2000-2001,2.40,3.90,1625
Nagaland,,Total Pulses,2000-2001,13.00,10.40,800
Odisha,,Total Pulses,2000-2001,604.30,212.70,352
Puducherry,,Total Pulses,2000-2001,6.00,3.60,600
Punjab,,Total Pulses,2000-2001,60.00,44.40,740
Rajasthan,,Total Pulses,2000-2001,2374.80,731.50,308
Sikkim,,Total Pulses,2000-2001,6.10,5.20,852
Tamil Nadu,,Total Pulses,2000-2001,687.90,312.70,455
Tripura,,Total Pulses,2000-2001,10.10,5.90,584
Uttar Pradesh,,Total Pulses,2000-2001,2691.70,2160.30,803
Uttarakhand,,Total Pulses,2000-2001,28.50,21.80,765
West Bengal,,Total Pulses,2000-2001,274.00,219.30,800
India,,Total Pulses,2000-2001,20332.50,11060.90,544
Andaman & Nicobar Islands,,Total Pulses,2001-2002,0.40,0.20,500
Andhra Pradesh,,Total Pulses,2001-2002,1920.00,1137.70,593
Arunachal Pradesh,,Total Pulses,2001-2002,4.70,5.20,1106
Assam,,Total Pulses,2001-2002,117.80,65.70,558
Bihar,,Total Pulses,2001-2002,694.20,547.00,788
Chhattisgarh,,Total Pulses,2001-2002,866.70,448.40,517
Dadra & Nagar Haveli  ,,Total Pulses,2001-2002,8.00,6.60,825
Daman & Diu  ,,Total Pulses,2001-2002,1.30,1.10,846
Delhi ,,Total Pulses,2001-2002,0.60,0.40,667
Goa,,Total Pulses,2001-2002,9.40,8.40,894
Gujarat,,Total Pulses,2001-2002,730.40,379.80,520
Haryana,,Total Pulses,2001-2002,186.50,148.10,794
Himachal Pradesh,,Total Pulses,2001-2002,30.80,11.10,360
Jammu & Kashmir,,Total Pulses,2001-2002,26.90,12.70,472
Jharkhand,,Total Pulses,2001-2002,59.10,43.30,733
Karnataka,,Total Pulses,2001-2002,1893.10,751.50,397
Kerala,,Total Pulses,2001-2002,13.00,10.30,792
Madhya Pradesh,,Total Pulses,2001-2002,4170.20,3224.60,773
Maharashtra,,Total Pulses,2001-2002,3388.00,1881.00,555
Manipur,,Total Pulses,2001-2002,6.00,3.10,517
Meghalaya,,Total Pulses,2001-2002,4.70,3.50,745
Mizoram,,Total Pulses,2001-2002,2.70,3.90,1444
Nagaland,,Total Pulses,2001-2002,18.00,14.40,800
Odisha,,Total Pulses,2001-2002,713.70,284.20,398
Puducherry,,Total Pulses,2001-2002,1.30,0.70,538
Punjab,,Total Pulses,2001-2002,53.70,36.00,670
Rajasthan,,Total Pulses,2001-2002,3357.20,1426.10,425
Sikkim,,Total Pulses,2001-2002,6.50,5.60,862
Tamil Nadu,,Total Pulses,2001-2002,734.90,313.90,427
Tripura,,Total Pulses,2001-2002,8.50,5.50,647
Uttar Pradesh,,Total Pulses,2001-2002,2682.50,2377.00,886
Uttarakhand,,Total Pulses,2001-2002,29.90,19.00,635
West Bengal,,Total Pulses,2001-2002,248.60,174.90,704
India,,Total Pulses,2001-2002,21989.30,13350.90,607
Andaman & Nicobar Islands,,Total Pulses,2002-2003,1.30,0.60,462
Andhra Pradesh,,Total Pulses,2002-2003,2099.90,1061.60,506
Arunachal Pradesh,,Total Pulses,2002-2003,3.60,3.70,1028
Assam,,Total Pulses,2002-2003,111.00,60.00,541
Bihar,,Total Pulses,2002-2003,697.80,560.90,804
Chhattisgarh,,Total Pulses,2002-2003,781.80,365.70,468
Dadra & Nagar Haveli  ,,Total Pulses,2002-2003,6.50,6.00,923
Daman & Diu  ,,Total Pulses,2002-2003,1.30,1.00,769
Delhi ,,Total Pulses,2002-2003,0.40,0.30,750
Goa,,Total Pulses,2002-2003,9.40,7.50,798
Gujarat,,Total Pulses,2002-2003,697.70,327.20,469
Haryana,,Total Pulses,2002-2003,126.60,82.90,655
Himachal Pradesh,,Total Pulses,2002-2003,33.60,16.70,497
Jammu & Kashmir,,Total Pulses,2002-2003,28.80,14.00,486
Jharkhand,,Total Pulses,2002-2003,165.70,133.50,806
Karnataka,,Total Pulses,2002-2003,2060.60,693.60,337
Kerala,,Total Pulses,2002-2003,8.80,6.80,773
Madhya Pradesh,,Total Pulses,2002-2003,4137.50,2375.50,574
Maharashtra,,Total Pulses,2002-2003,3569.80,2058.10,577
Manipur,,Total Pulses,2002-2003,5.40,2.60,481
Meghalaya,,Total Pulses,2002-2003,4.60,3.30,717
Mizoram,,Total Pulses,2002-2003,4.60,5.00,1087
Nagaland,,Total Pulses,2002-2003,15.00,15.00,1000
Odisha,,Total Pulses,2002-2003,548.70,194.40,354
Puducherry,,Total Pulses,2002-2003,2.00,0.70,350
Punjab,,Total Pulses,2002-2003,43.30,33.90,783
Rajasthan,,Total Pulses,2002-2003,1802.90,484.50,269
Sikkim,,Total Pulses,2002-2003,7.10,6.60,930
Tamil Nadu,,Total Pulses,2002-2003,527.40,182.20,345
Tripura,,Total Pulses,2002-2003,8.80,5.50,625
Uttar Pradesh,,Total Pulses,2002-2003,2677.70,2202.00,822
Uttarakhand,,Total Pulses,2002-2003,46.60,29.10,624
West Bengal,,Total Pulses,2002-2003,241.30,167.60,695
India,,Total Pulses,2002-2003,20477.50,11108.00,542
Andaman & Nicobar Islands,,Total Pulses,2003-2004,0.70,0.40,571
Andhra Pradesh,,Total Pulses,2003-2004,2185.00,1239.00,567
