States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Dadra & Nagar Haveli  ,,Total Pulses,1972-1973,3.00,1.00,333
Delhi,,Total Pulses,1972-1973,9.00,4.00,444
Gujarat,,Total Pulses,1972-1973,379.00,112.00,295
Haryana,,Total Pulses,1972-1973,1066.00,590.00,553
Himachal Pradesh,,Total Pulses,1972-1973,69.00,28.00,409
Jammu & Kashmir,,Total Pulses,1972-1973,47.00,29.00,615
Karnataka,,Total Pulses,1972-1973,1056.00,239.00,226
Kerala,,Total Pulses,1972-1973,38.00,13.00,340
Madhya Pradesh,,Total Pulses,1972-1973,4361.00,2256.00,517
Maharashtra,,Total Pulses,1972-1973,1827.00,451.00,247
Meghalaya,,Total Pulses,1972-1973,2.00,1.00,500
Nagaland,,Total Pulses,1972-1973,2.00,1.00,500
Odisha,,Total Pulses,1972-1973,940.00,489.00,520
Punjab,,Total Pulses,1972-1973,380.00,294.00,773
Rajasthan,,Total Pulses,1972-1973,3140.00,995.00,317
Tamil Nadu,,Total Pulses,1972-1973,622.00,192.00,309
Tripura,,Total Pulses,1972-1973,3.00,1.00,333
Uttar Pradesh,,Total Pulses,1972-1973,3509.00,2923.00,833
West Bengal,,Total Pulses,1972-1973,546.00,285.00,522
India,,Total Pulses,1972-1973,20915.00,9907.00,474
Andaman & Nicobar Islands,,Total Pulses,1973-1974,1.00,-,-
Andhra Pradesh,,Total Pulses,1973-1974,1406.00,395.00,281
Assam,,Total Pulses,1973-1974,95.00,45.00,474
Bihar,,Total Pulses,1973-1974,1556.00,685.00,440
Dadra & Nagar Haveli  ,,Total Pulses,1973-1974,4.00,2.00,500
Delhi,,Total Pulses,1973-1974,10.00,5.00,500
Gujarat,,Total Pulses,1973-1974,420.00,165.00,393
Haryana,,Total Pulses,1973-1974,1080.00,483.00,447
Himachal Pradesh,,Total Pulses,1973-1974,76.00,41.00,539
Jammu & Kashmir,,Total Pulses,1973-1974,52.00,32.00,615
Karnataka,,Total Pulses,1973-1974,1334.00,571.00,428
Kerala,,Total Pulses,1973-1974,37.00,14.00,378
Madhya Pradesh,,Total Pulses,1973-1974,4784.00,2074.00,434
Maharashtra,,Total Pulses,1973-1974,2750.00,977.00,355
Manipur,,Total Pulses,1973-1974,8.00,3.00,375
Meghalaya,,Total Pulses,1973-1974,2.00,1.00,500
Nagaland,,Total Pulses,1973-1974,4.00,2.00,500
Odisha,,Total Pulses,1973-1974,963.00,475.00,493
Puducherry,,Total Pulses,1973-1974,4.00,2.00,500
Punjab,,Total Pulses,1973-1974,430.00,352.00,819
Rajasthan,,Total Pulses,1973-1974,3608.00,1279.00,354
Tamil Nadu,,Total Pulses,1973-1974,663.00,205.00,309
Tripura,,Total Pulses,1973-1974,3.00,1.00,333
Uttar Pradesh,,Total Pulses,1973-1974,3477.00,1850.00,532
West Bengal,,Total Pulses,1973-1974,660.00,350.00,530
India,,Total Pulses,1973-1974,23427.00,10008.00,427
Andaman & Nicobar Islands,,Total Pulses,1974-1975,1.00,-,-
Andhra Pradesh,,Total Pulses,1974-1975,1434.00,418.00,291
Assam,,Total Pulses,1974-1975,97.00,40.00,408
Bihar,,Total Pulses,1974-1975,1554.00,867.00,558
Dadra & Nagar Haveli  ,,Total Pulses,1974-1975,5.00,2.00,400
Delhi,,Total Pulses,1974-1975,4.00,2.00,500
Gujarat,,Total Pulses,1974-1975,280.00,92.00,327
Haryana,,Total Pulses,1974-1975,781.00,374.00,479
Himachal Pradesh,,Total Pulses,1974-1975,68.00,33.00,485
Jammu & Kashmir,,Total Pulses,1974-1975,50.00,32.00,630
Karnataka,,Total Pulses,1974-1975,1348.00,548.00,406
Kerala,,Total Pulses,1974-1975,37.00,14.00,370
Madhya Pradesh,,Total Pulses,1974-1975,4439.00,2233.00,503
Maharashtra,,Total Pulses,1974-1975,2708.00,1042.00,385
Manipur,,Total Pulses,1974-1975,7.00,3.00,429
Meghalaya,,Total Pulses,1974-1975,2.00,1.00,500
Nagaland,,Total Pulses,1974-1975,4.00,2.00,500
Odisha,,Total Pulses,1974-1975,1003.00,428.00,427
Puducherry,,Total Pulses,1974-1975,4.00,2.00,500
Punjab,,Total Pulses,1974-1975,328.00,245.00,746
Rajasthan,,Total Pulses,1974-1975,3572.00,961.00,269
Tamil Nadu,,Total Pulses,1974-1975,464.00,115.00,247
Tripura,,Total Pulses,1974-1975,3.00,1.00,333
Uttar Pradesh,,Total Pulses,1974-1975,3150.00,2185.00,694
West Bengal,,Total Pulses,1974-1975,682.00,376.00,550
India,,Total Pulses,1974-1975,22024.00,10014.00,455
Andaman & Nicobar Islands,,Total Pulses,1975-1976,1.00,1.00,1000
Andhra Pradesh,,Total Pulses,1975-1976,1448.00,421.00,271
Assam,,Total Pulses,1975-1976,91.00,36.00,398
Bihar,,Total Pulses,1975-1976,1531.00,822.00,493
Dadra & Nagar Haveli  ,,Total Pulses,1975-1976,5.00,3.00,600
Delhi,,Total Pulses,1975-1976,7.00,6.00,857
Gujarat,,Total Pulses,1975-1976,448.00,180.00,417
Haryana,,Total Pulses,1975-1976,1194.00,952.00,786
Himachal Pradesh,,Total Pulses,1975-1976,71.00,32.00,545
Jammu & Kashmir,,Total Pulses,1975-1976,50.00,24.00,466
Karnataka,,Total Pulses,1975-1976,1438.00,626.00,317
Kerala,,Total Pulses,1975-1976,39.00,15.00,428
Madhya Pradesh,,Total Pulses,1975-1976,4794.00,2540.00,402
Maharashtra,,Total Pulses,1975-1976,2912.00,1168.00,348
Manipur,,Total Pulses,1975-1976,6.00,2.00,333
Meghalaya,,Total Pulses,1975-1976,2.00,1.00,500
Nagaland,,Total Pulses,1975-1976,4.00,2.00,500
Odisha,,Total Pulses,1975-1976,1133.00,527.00,423
Puducherry,,Total Pulses,1975-1976,5.00,2.00,400
Punjab,,Total Pulses,1975-1976,438.00,402.00,844
Rajasthan,,Total Pulses,1975-1976,4479.00,2083.00,472
Tamil Nadu,,Total Pulses,1975-1976,471.00,127.00,324
Tripura,,Total Pulses,1975-1976,5.00,2.00,400
Uttar Pradesh,,Total Pulses,1975-1976,3155.00,2657.00,862
West Bengal,,Total Pulses,1975-1976,727.00,411.00,567
India,,Total Pulses,1975-1976,24454.00,13040.00,494
Andaman & Nicobar Islands,,Total Pulses,1976-1977,1.60,0.60,375
Andhra Pradesh,,Total Pulses,1976-1977,1300.10,352.10,271
Assam,,Total Pulses,1976-1977,93.60,37.20,397
Bihar,,Total Pulses,1976-1977,1423.80,702.30,493
Dadra & Nagar Haveli  ,,Total Pulses,1976-1977,7.30,2.60,356
Delhi ,,Total Pulses,1976-1977,6.80,4.80,706
Gujarat,,Total Pulses,1976-1977,448.10,186.80,417
Haryana,,Total Pulses,1976-1977,1102.80,866.90,786
Himachal Pradesh,,Total Pulses,1976-1977,65.70,35.80,545
Jammu & Kashmir,,Total Pulses,1976-1977,46.40,21.60,466
Karnataka,,Total Pulses,1976-1977,1058.50,335.80,317
Kerala,,Total Pulses,1976-1977,40.40,17.30,428
Madhya Pradesh,,Total Pulses,1976-1977,4748.50,1910.00,402
Maharashtra,,Total Pulses,1976-1977,2805.30,977.10,348
Meghalaya,,Total Pulses,1976-1977,1.50,0.90,600
Mizoram,,Total Pulses,1976-1977,0.40,0.10,250
Nagaland,,Total Pulses,1976-1977,2.40,1.60,667
Odisha,,Total Pulses,1976-1977,967.40,409.60,423
Puducherry,,Total Pulses,1976-1977,4.20,2.20,524
Punjab,,Total Pulses,1976-1977,392.50,331.10,844
Rajasthan,,Total Pulses,1976-1977,4242.70,2002.10,472
Tamil Nadu,,Total Pulses,1976-1977,545.30,176.50,324
Tripura,,Total Pulses,1976-1977,5.60,2.60,464
Uttar Pradesh,,Total Pulses,1976-1977,3047.90,2628.80,862
West Bengal,,Total Pulses,1976-1977,619.40,351.50,567
India,,Total Pulses,1976-1977,22978.30,11357.90,494
Andaman & Nicobar Islands,,Total Pulses,1977-1978,1.60,0.60,375
Andhra Pradesh,,Total Pulses,1977-1978,1302.30,332.50,255
Assam,,Total Pulses,1977-1978,100.20,38.10,380
Bihar,,Total Pulses,1977-1978,1471.30,672.50,457
Dadra & Nagar Haveli  ,,Total Pulses,1977-1978,7.70,2.80,364
Delhi ,,Total Pulses,1977-1978,5.30,3.60,679
Gujarat,,Total Pulses,1977-1978,451.50,149.20,330
Haryana,,Total Pulses,1977-1978,1217.00,1005.40,826
Himachal Pradesh,,Total Pulses,1977-1978,76.30,39.40,516
Jammu & Kashmir,,Total Pulses,1977-1978,53.80,26.50,493
Karnataka,,Total Pulses,1977-1978,1323.10,605.50,458
Kerala,,Total Pulses,1977-1978,36.50,15.80,433
Madhya Pradesh,,Total Pulses,1977-1978,4640.40,2044.40,441
Maharashtra,,Total Pulses,1977-1978,2842.30,1012.50,356
Meghalaya,,Total Pulses,1977-1978,1.60,1.00,625
Mizoram,,Total Pulses,1977-1978,0.40,0.10,250
Nagaland,,Total Pulses,1977-1978,4.60,2.30,500
Odisha,,Total Pulses,1977-1978,1370.20,678.80,495
Puducherry,,Total Pulses,1977-1978,5.60,3.20,571
Punjab,,Total Pulses,1977-1978,400.20,345.50,863
Rajasthan,,Total Pulses,1977-1978,4037.00,2034.40,504
Tamil Nadu,,Total Pulses,1977-1978,582.30,196.40,337
Tripura,,Total Pulses,1977-1978,5.60,2.10,375
Uttar Pradesh,,Total Pulses,1977-1978,2989.00,2421.03,810
West Bengal,,Total Pulses,1977-1978,564.40,334.20,592
India,,Total Pulses,1977-1978,23490.40,11967.93,509
Andaman & Nicobar Islands,,Total Pulses,1978-1979,0.80,0.30,375
Andhra Pradesh,,Total Pulses,1978-1979,1421.30,405.60,285
Assam,,Total Pulses,1978-1979,104.50,42.40,406
Bihar,,Total Pulses,1978-1979,1423.10,703.00,494
Dadra & Nagar Haveli  ,,Total Pulses,1978-1979,7.30,2.80,384
Delhi ,,Total Pulses,1978-1979,6.70,4.00,597
Gujarat,,Total Pulses,1978-1979,545.70,230.70,423
Haryana,,Total Pulses,1978-1979,1133.40,1084.30,957
Himachal Pradesh,,Total Pulses,1978-1979,86.50,44.90,519
Jammu & Kashmir,,Total Pulses,1978-1979,54.50,36.60,672
Karnataka,,Total Pulses,1978-1979,1512.40,626.60,414
Kerala,,Total Pulses,1978-1979,36.50,16.90,463
Madhya Pradesh,,Total Pulses,1978-1979,4730.60,2123.00,449
Maharashtra,,Total Pulses,1978-1979,2802.30,1034.10,369
Meghalaya,,Total Pulses,1978-1979,1.60,1.70,1063
Mizoram,,Total Pulses,1978-1979,0.30,0.10,333
Nagaland,,Total Pulses,1978-1979,4.60,2.30,500
Odisha,,Total Pulses,1978-1979,1566.20,791.20,505
Puducherry,,Total Pulses,1978-1979,5.90,3.20,542
Punjab,,Total Pulses,1978-1979,409.70,312.60,763
Rajasthan,,Total Pulses,1978-1979,3602.20,1890.00,525
Tamil Nadu,,Total Pulses,1978-1979,616.10,219.00,355
Tripura,,Total Pulses,1978-1979,4.70,2.00,426
Uttar Pradesh,,Total Pulses,1978-1979,3016.20,2336.10,775
West Bengal,,Total Pulses,1978-1979,561.00,267.40,477
India,,Total Pulses,1978-1979,23654.30,12180.90,515
Andaman & Nicobar Islands,,Total Pulses,1979-1980,0.60,0.30,500
Andhra Pradesh,,Total Pulses,1979-1980,1366.70,328.00,240
Assam,,Total Pulses,1979-1980,102.60,41.00,400
Bihar,,Total Pulses,1979-1980,1244.10,634.62,510
Dadra & Nagar Haveli  ,,Total Pulses,1979-1980,6.80,2.70,397
Delhi ,,Total Pulses,1979-1980,2.00,0.80,400
Gujarat,,Total Pulses,1979-1980,541.50,193.60,358
Haryana,,Total Pulses,1979-1980,600.50,345.80,576
Himachal Pradesh,,Total Pulses,1979-1980,63.20,24.40,386
Jammu & Kashmir,,Total Pulses,1979-1980,47.80,29.50,617
Karnataka,,Total Pulses,1979-1980,1541.70,637.80,414
Kerala,,Total Pulses,1979-1980,35.60,15.50,435
Madhya Pradesh,,Total Pulses,1979-1980,4923.30,1606.60,326
Maharashtra,,Total Pulses,1979-1980,2665.50,1037.60,389
Meghalaya,,Total Pulses,1979-1980,2.10,1.50,714
Mizoram,,Total Pulses,1979-1980,0.30,0.10,333
Nagaland,,Total Pulses,1979-1980,1.00,0.50,500
Odisha,,Total Pulses,1979-1980,1651.30,566.80,343
Puducherry,,Total Pulses,1979-1980,6.10,3.40,557
Punjab,,Total Pulses,1979-1980,305.00,196.60,645
Rajasthan,,Total Pulses,1979-1980,3030.60,843.70,278
Tamil Nadu,,Total Pulses,1979-1980,605.80,194.90,322
Tripura,,Total Pulses,1979-1980,4.60,2.00,435
Uttar Pradesh,,Total Pulses,1979-1980,2941.80,1555.20,529
West Bengal,,Total Pulses,1979-1980,559.30,304.50,544
India,,Total Pulses,1979-1980,22250.00,8567.52,385
Andaman & Nicobar Islands,,Total Pulses,1980-1981,0.80,0.40,500
Andhra Pradesh,,Total Pulses,1980-1981,1443.50,414.50,287
Assam,,Total Pulses,1980-1981,113.20,47.10,416
Bihar,,Total Pulses,1980-1981,1363.80,833.00,611
Dadra & Nagar Haveli  ,,Total Pulses,1980-1981,6.40,2.70,422
Delhi ,,Total Pulses,1980-1981,3.30,1.90,576
Gujarat,,Total Pulses,1980-1981,553.60,266.50,481
Haryana,,Total Pulses,1980-1981,803.80,504.70,628
Himachal Pradesh,,Total Pulses,1980-1981,58.60,20.00,341
Jammu & Kashmir,,Total Pulses,1980-1981,53.60,35.00,653
Karnataka,,Total Pulses,1980-1981,1485.70,462.50,311
Kerala,,Total Pulses,1980-1981,33.00,22.30,676
Madhya Pradesh,,Total Pulses,1980-1981,4576.30,2010.50,439
Maharashtra,,Total Pulses,1980-1981,2805.10,831.20,296
Meghalaya,,Total Pulses,1980-1981,2.20,1.50,682
Mizoram,,Total Pulses,1980-1981,0.30,0.10,333
Nagaland,,Total Pulses,1980-1981,1.00,0.50,500
Odisha,,Total Pulses,1980-1981,1725.50,886.10,514
Puducherry,,Total Pulses,1980-1981,6.30,3.10,492
Punjab,,Total Pulses,1980-1981,337.50,199.90,592
Rajasthan,,Total Pulses,1980-1981,3147.20,1169.70,372
Tamil Nadu,,Total Pulses,1980-1981,532.60,146.70,275
Tripura,,Total Pulses,1980-1981,5.10,2.30,451
Uttar Pradesh,,Total Pulses,1980-1981,2862.30,2523.60,882
West Bengal,,Total Pulses,1980-1981,523.80,237.80,454
India,,Total Pulses,1980-1981,22444.70,10623.70,473
Andaman & Nicobar Islands,,Total Pulses,1981-1982,0.70,0.30,429
Andhra Pradesh,,Total Pulses,1981-1982,1429.50,466.60,326
Assam,,Total Pulses,1981-1982,117.20,52.20,445
Bihar,,Total Pulses,1981-1982,1261.80,770.70,611
Dadra & Nagar Haveli  ,,Total Pulses,1981-1982,6.50,3.00,462
Delhi ,,Total Pulses,1981-1982,2.20,1.40,636
Gujarat,,Total Pulses,1981-1982,662.00,349.50,528
Haryana,,Total Pulses,1981-1982,1107.10,344.20,311
Himachal Pradesh,,Total Pulses,1981-1982,54.90,12.00,219
Jammu & Kashmir,,Total Pulses,1981-1982,48.80,31.70,650
Karnataka,,Total Pulses,1981-1982,1568.30,622.90,397
Kerala,,Total Pulses,1981-1982,33.00,20.80,630
Madhya Pradesh,,Total Pulses,1981-1982,4856.70,2473.10,509
Maharashtra,,Total Pulses,1981-1982,2752.20,1039.10,378
Meghalaya,,Total Pulses,1981-1982,2.40,1.60,667
Mizoram,,Total Pulses,1981-1982,0.30,0.00,0
Nagaland,,Total Pulses,1981-1982,0.60,0.30,500
Odisha,,Total Pulses,1981-1982,1767.30,944.30,534
Puducherry,,Total Pulses,1981-1982,3.50,2.00,571
Punjab,,Total Pulses,1981-1982,320.30,158.90,496
Rajasthan,,Total Pulses,1981-1982,3786.40,1532.90,405
Sikkim,,Total Pulses,1981-1982,4.90,3.90,796
Tamil Nadu,,Total Pulses,1981-1982,583.50,183.30,314
Tripura,,Total Pulses,1981-1982,5.40,1.90,352
Uttar Pradesh,,Total Pulses,1981-1982,3043.90,2262.90,743
West Bengal,,Total Pulses,1981-1982,419.90,224.50,535
India,,Total Pulses,1981-1982,23946.30,11549.60,482
Andaman & Nicobar Islands,,Total Pulses,1982-1983,0.50,0.30,600
Andhra Pradesh,,Total Pulses,1982-1983,1458.10,585.20,401
Assam,,Total Pulses,1982-1983,126.40,52.80,418
Bihar,,Total Pulses,1982-1983,1189.00,702.20,591
Dadra & Nagar Haveli  ,,Total Pulses,1982-1983,6.10,2.60,426
Delhi ,,Total Pulses,1982-1983,1.50,1.00,667
Gujarat,,Total Pulses,1982-1983,725.60,472.70,651
Haryana,,Total Pulses,1982-1983,557.10,314.70,565
Himachal Pradesh,,Total Pulses,1982-1983,39.50,9.20,233
Jammu & Kashmir,,Total Pulses,1982-1983,48.80,30.40,623
Karnataka,,Total Pulses,1982-1983,1585.40,518.70,327
Kerala,,Total Pulses,1982-1983,30.90,20.60,667
Madhya Pradesh,,Total Pulses,1982-1983,5128.90,2607.70,508
Maharashtra,,Total Pulses,1982-1983,2574.20,962.90,374
Meghalaya,,Total Pulses,1982-1983,2.90,2.00,690
Mizoram,,Total Pulses,1982-1983,1.00,0.00,0
Nagaland,,Total Pulses,1982-1983,0.70,0.40,571
Odisha,,Total Pulses,1982-1983,1642.60,921.60,561
Puducherry,,Total Pulses,1982-1983,2.10,0.60,286
Punjab,,Total Pulses,1982-1983,208.00,121.60,585
Rajasthan,,Total Pulses,1982-1983,3532.90,1623.80,460
Sikkim,,Total Pulses,1982-1983,7.80,5.50,705
Tamil Nadu,,Total Pulses,1982-1983,600.10,209.90,350
Tripura,,Total Pulses,1982-1983,5.30,2.60,491
Uttar Pradesh,,Total Pulses,1982-1983,2977.10,2541.50,854
West Bengal,,Total Pulses,1982-1983,376.10,197.60,525
India,,Total Pulses,1982-1983,22943.60,11953.50,521
Andaman & Nicobar Islands,,Total Pulses,1983-1984,0.50,0.30,600
Andhra Pradesh,,Total Pulses,1983-1984,1498.30,566.10,378
Assam,,Total Pulses,1983-1984,130.60,50.60,387
Bihar,,Total Pulses,1983-1984,1217.80,834.00,685
Dadra & Nagar Haveli  ,,Total Pulses,1983-1984,5.70,2.60,456
Delhi ,,Total Pulses,1983-1984,3.80,1.80,474
Gujarat,,Total Pulses,1983-1984,802.10,558.70,697
Haryana,,Total Pulses,1983-1984,712.40,359.50,505
Himachal Pradesh,,Total Pulses,1983-1984,43.60,11.40,261
Jammu & Kashmir,,Total Pulses,1983-1984,47.50,31.20,657
Karnataka,,Total Pulses,1983-1984,1573.50,619.00,393
Kerala,,Total Pulses,1983-1984,31.50,20.70,657
Madhya Pradesh,,Total Pulses,1983-1984,4972.00,2702.30,544
Maharashtra,,Total Pulses,1983-1984,2961.10,1257.70,425
Meghalaya,,Total Pulses,1983-1984,2.90,2.10,724
Mizoram,,Total Pulses,1983-1984,0.90,0.00,0
Nagaland,,Total Pulses,1983-1984,0.70,1.00,1429
Odisha,,Total Pulses,1983-1984,1718.30,1054.80,614
Puducherry,,Total Pulses,1983-1984,1.80,0.70,389
Punjab,,Total Pulses,1983-1984,197.80,135.60,686
Rajasthan,,Total Pulses,1983-1984,3701.70,1679.20,454
Sikkim,,Total Pulses,1983-1984,8.50,7.10,835
Tamil Nadu,,Total Pulses,1983-1984,707.50,246.40,348
Tripura,,Total Pulses,1983-1984,6.30,2.70,429
Uttar Pradesh,,Total Pulses,1983-1984,2797.30,2487.20,889
West Bengal,,Total Pulses,1983-1984,397.00,258.00,650
India,,Total Pulses,1983-1984,23657.10,12931.70,547
Andaman & Nicobar Islands,,Total Pulses,1984-1985,0.60,0.30,500
Andhra Pradesh,,Total Pulses,1984-1985,1345.60,501.80,373
Assam,,Total Pulses,1984-1985,138.10,59.50,431
Bihar,,Total Pulses,1984-1985,1196.70,798.30,667
Dadra & Nagar Haveli  ,,Total Pulses,1984-1985,6.00,2.70,450
Delhi ,,Total Pulses,1984-1985,2.90,1.40,483
Gujarat,,Total Pulses,1984-1985,728.50,555.90,763
Haryana,,Total Pulses,1984-1985,678.40,356.70,526
Himachal Pradesh,,Total Pulses,1984-1985,41.60,7.40,178
Jammu & Kashmir,,Total Pulses,1984-1985,47.50,30.80,648
Karnataka,,Total Pulses,1984-1985,1645.50,580.40,353
Kerala,,Total Pulses,1984-1985,28.80,20.20,701
Madhya Pradesh,,Total Pulses,1984-1985,4834.90,2343.60,485
Maharashtra,,Total Pulses,1984-1985,2833.40,1114.30,393
Meghalaya,,Total Pulses,1984-1985,3.30,2.80,848
Mizoram,,Total Pulses,1984-1985,0.90,0.00,0
Nagaland,,Total Pulses,1984-1985,3.90,3.10,795
Odisha,,Total Pulses,1984-1985,1649.80,910.80,552
Puducherry,,Total Pulses,1984-1985,3.20,2.40,750
Punjab,,Total Pulses,1984-1985,203.70,151.40,743
Rajasthan,,Total Pulses,1984-1985,3376.90,1382.50,409
Sikkim,,Total Pulses,1984-1985,9.00,9.30,1033
Tamil Nadu,,Total Pulses,1984-1985,617.10,209.90,340
Tripura,,Total Pulses,1984-1985,6.10,2.70,443
Uttar Pradesh,,Total Pulses,1984-1985,2853.30,2688.90,942
West Bengal,,Total Pulses,1984-1985,377.40,221.10,586
India,,Total Pulses,1984-1985,22756.90,12008.40,528
Andaman & Nicobar Islands,,Total Pulses,1985-1986,0.70,0.40,571
Andhra Pradesh,,Total Pulses,1985-1986,1350.20,629.00,466
Assam,,Total Pulses,1985-1986,140.50,66.20,471
Bihar,,Total Pulses,1985-1986,1233.10,887.40,720
Dadra & Nagar Haveli  ,,Total Pulses,1985-1986,7.10,3.30,465
Delhi ,,Total Pulses,1985-1986,4.30,3.00,698
Gujarat,,Total Pulses,1985-1986,756.20,338.30,447
Haryana,,Total Pulses,1985-1986,832.70,677.90,814
Himachal Pradesh,,Total Pulses,1985-1986,43.50,12.80,294
Jammu & Kashmir,,Total Pulses,1985-1986,44.80,28.50,636
Karnataka,,Total Pulses,1985-1986,1583.60,488.90,309
Kerala,,Total Pulses,1985-1986,35.70,25.80,723
Madhya Pradesh,,Total Pulses,1985-1986,5142.20,2610.40,508
Maharashtra,,Total Pulses,1985-1986,2859.70,1164.10,407
Meghalaya,,Total Pulses,1985-1986,2.70,2.30,852
Mizoram,,Total Pulses,1985-1986,1.10,0.00,0
Nagaland,,Total Pulses,1985-1986,8.80,5.20,591
Odisha,,Total Pulses,1985-1986,1814.90,1031.30,568
Puducherry,,Total Pulses,1985-1986,3.30,1.70,515
Punjab,,Total Pulses,1985-1986,224.70,203.70,907
Rajasthan,,Total Pulses,1985-1986,3890.60,1766.90,454
Sikkim,,Total Pulses,1985-1986,9.50,10.50,1105
Tamil Nadu,,Total Pulses,1985-1986,840.10,322.30,384
Tripura,,Total Pulses,1985-1986,6.00,2.70,450
Uttar Pradesh,,Total Pulses,1985-1986,3158.10,2812.60,891
West Bengal,,Total Pulses,1985-1986,420.60,263.80,627
India,,Total Pulses,1985-1986,24539.70,13415.20,547
Andaman & Nicobar Islands,,Total Pulses,1986-1987,0.60,0.30,500
Andhra Pradesh,,Total Pulses,1986-1987,2474.60,1132.40,458
Assam,,Total Pulses,1986-1987,144.40,60.50,419
Bihar,,Total Pulses,1986-1987,2219.50,1487.30,670
Dadra & Nagar Haveli  ,,Total Pulses,1986-1987,6.60,4.30,652
Delhi ,,Total Pulses,1986-1987,2.80,1.60,571
Gujarat,,Total Pulses,1986-1987,1017.20,287.60,283
Haryana,,Total Pulses,1986-1987,729.70,505.10,692
Himachal Pradesh,,Total Pulses,1986-1987,71.50,13.30,186
Jammu & Kashmir,,Total Pulses,1986-1987,85.50,56.30,658
Karnataka,,Total Pulses,1986-1987,2422.30,851.50,352
Kerala,,Total Pulses,1986-1987,54.70,39.20,717
Madhya Pradesh,,Total Pulses,1986-1987,6871.60,3090.10,450
Maharashtra,,Total Pulses,1986-1987,4356.70,1430.70,328
Meghalaya,,Total Pulses,1986-1987,3.20,2.70,844
Mizoram,,Total Pulses,1986-1987,0.40,0.50,1250
Nagaland,,Total Pulses,1986-1987,3.60,2.20,611
Odisha,,Total Pulses,1986-1987,3576.90,1911.50,534
Puducherry,,Total Pulses,1986-1987,6.20,4.00,645
Punjab,,Total Pulses,1986-1987,305.60,245.60,804
Rajasthan,,Total Pulses,1986-1987,4847.90,1057.80,218
Sikkim,,Total Pulses,1986-1987,14.50,14.90,1028
Tamil Nadu,,Total Pulses,1986-1987,1115.20,441.20,396
Tripura,,Total Pulses,1986-1987,8.80,4.10,466
Uttar Pradesh,,Total Pulses,1986-1987,4171.30,3338.30,800
West Bengal,,Total Pulses,1986-1987,626.10,337.50,539
India,,Total Pulses,1986-1987,35137.40,16320.50,464
Andaman & Nicobar Islands,,Total Pulses,1987-1988,0.60,0.30,500
Andhra Pradesh,,Total Pulses,1987-1988,2591.90,1239.30,478
Assam,,Total Pulses,1987-1988,132.00,60.90,461
Bihar,,Total Pulses,1987-1988,2091.40,1339.00,640
Dadra & Nagar Haveli  ,,Total Pulses,1987-1988,6.20,4.30,694
Delhi ,,Total Pulses,1987-1988,2.00,0.90,450
Gujarat,,Total Pulses,1987-1988,602.90,159.70,265
Haryana,,Total Pulses,1987-1988,290.10,125.60,433
Himachal Pradesh,,Total Pulses,1987-1988,71.30,6.70,94
Jammu & Kashmir,,Total Pulses,1987-1988,80.90,34.70,429
Karnataka,,Total Pulses,1987-1988,2611.10,995.40,381
Kerala,,Total Pulses,1987-1988,53.80,39.00,725
Madhya Pradesh,,Total Pulses,1987-1988,6552.40,3159.30,482
Maharashtra,,Total Pulses,1987-1988,4650.40,2044.50,440
Meghalaya,,Total Pulses,1987-1988,3.20,2.40,750
Mizoram,,Total Pulses,1987-1988,0.50,1.00,2000
Nagaland,,Total Pulses,1987-1988,6.70,3.70,552
Odisha,,Total Pulses,1987-1988,3716.60,1804.20,485
Puducherry,,Total Pulses,1987-1988,4.60,4.40,957
Punjab,,Total Pulses,1987-1988,217.00,140.70,648
Rajasthan,,Total Pulses,1987-1988,2834.30,527.00,186
Sikkim,,Total Pulses,1987-1988,15.30,7.90,516
Tamil Nadu,,Total Pulses,1987-1988,1056.30,554.20,525
Tripura,,Total Pulses,1987-1988,12.60,5.90,468
Uttar Pradesh,,Total Pulses,1987-1988,4038.00,3062.50,758
West Bengal,,Total Pulses,1987-1988,650.70,406.80,625
India,,Total Pulses,1987-1988,32292.80,15730.30,487
Andaman & Nicobar Islands,,Total Pulses,1988-1989,3.00,1.80,600
Andhra Pradesh,,Total Pulses,1988-1989,2552.10,1279.90,502
Assam,,Total Pulses,1988-1989,121.80,51.10,420
Bihar,,Total Pulses,1988-1989,2035.90,1350.00,663
Dadra & Nagar Haveli  ,,Total Pulses,1988-1989,7.90,5.80,734
Delhi ,,Total Pulses,1988-1989,2.50,0.90,360
Gujarat,,Total Pulses,1988-1989,1064.20,644.60,606
Haryana,,Total Pulses,1988-1989,760.30,691.50,910
Himachal Pradesh,,Total Pulses,1988-1989,67.60,9.80,145
Jammu & Kashmir,,Total Pulses,1988-1989,41.70,28.50,683
Karnataka,,Total Pulses,1988-1989,2344.70,670.20,286
Kerala,,Total Pulses,1988-1989,49.30,36.70,744
Madhya Pradesh,,Total Pulses,1988-1989,6542.50,3478.10,532
Maharashtra,,Total Pulses,1988-1989,5034.50,2427.70,482
Meghalaya,,Total Pulses,1988-1989,3.00,2.30,767
Mizoram,,Total Pulses,1988-1989,0.60,1.10,1833
Nagaland,,Total Pulses,1988-1989,6.10,5.50,902
Odisha,,Total Pulses,1988-1989,3543.50,1897.50,535
Puducherry,,Total Pulses,1988-1989,5.60,3.80,679
Punjab,,Total Pulses,1988-1989,240.50,169.90,706
Rajasthan,,Total Pulses,1988-1989,4471.80,2211.30,494
