States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Rajasthan ,,Gram,2010-2011,1783.30,1600.70,898
Tamil Nadu,,Gram,2010-2011,7.30,4.90,671
Tripura,,Gram,2010-2011,0.30,0.20,667
Uttar Pradesh,,Gram,2010-2011,570.00,530.00,930
Uttarakhand,,Gram,2010-2011,0.54,0.42,785
West Bengal,,Gram,2010-2011,22.10,23.70,1072
India ,,Gram,2010-2011,9185.59,8221.09,895
Andhra Pradesh,,Gram,2011-2012,565.00,520.00,920
Assam,,Gram,2011-2012,1.75,0.89,509
Bihar,,Gram,2011-2012,59.34,76.82,1295
Chhattisgarh,,Gram,2011-2012,241.60,240.40,995
Dadra & Nagar Haveli  ,,Gram,2011-2012,0.14,0.14,1000
Delhi ,,Gram,2011-2012,0.01,0.07,7000
Gujarat,,Gram,2011-2012,240.00,273.00,1138
Haryana,,Gram,2011-2012,79.00,72.00,911
Himachal Pradesh,,Gram,2011-2012,0.68,0.66,971
Jammu & Kashmir,,Gram,2011-2012,0.10,0.06,583
Jharkhand,,Gram,2011-2012,127.53,136.03,1067
Karnataka,,Gram,2011-2012,803.00,468.15,583
Madhya Pradesh,,Gram,2011-2012,3043.70,3290.30,1081
Maharashtra,,Gram,2011-2012,1051.00,815.00,775
Meghalaya,,Gram,2011-2012,0.56,0.35,625
Nagaland,,Gram,2011-2012,0.75,0.54,720
Odisha,,Gram,2011-2012,38.95,29.78,765
Punjab,,Gram,2011-2012,2.00,2.00,1000
Rajasthan ,,Gram,2011-2012,1433.94,1061.09,740
Tamil Nadu,,Gram,2011-2012,8.59,5.52,643
Tripura,,Gram,2011-2012,0.15,0.11,733
Uttar Pradesh,,Gram,2011-2012,577.00,684.00,1185
Uttarakhand,,Gram,2011-2012,1.00,1.00,1000
West Bengal,,Gram,2011-2012,23.27,24.42,1049
India ,,Gram,2011-2012,8299.06,7702.32,928
Andhra Pradesh,,Gram,2012-2013,681.00,762.00,1119
Assam,,Gram,2012-2013,1.74,0.97,557
Bihar,,Gram,2012-2013,61.47,86.19,1402
Chhattisgarh,,Gram,2012-2013,266.80,285.20,1069
Dadra & Nagar Haveli  ,,Gram,2012-2013,0.17,0.17,1000
Delhi ,,Gram,2012-2013,-,0.10,-
Gujarat,,Gram,2012-2013,172.00,168.22,978
Haryana,,Gram,2012-2013,47.00,53.00,1128
Himachal Pradesh,,Gram,2012-2013,0.48,0.49,1021
Jammu & Kashmir,,Gram,2012-2013,0.17,0.09,542
Jharkhand,,Gram,2012-2013,138.27,162.32,1174
Karnataka,,Gram,2012-2013,969.00,623.00,643
Madhya Pradesh,,Gram,2012-2013,3128.70,3812.40,1219
Maharashtra,,Gram,2012-2013,1120.00,854.00,763
Manipur,,Gram,2012-2013,0.65,0.64,985
Meghalaya,,Gram,2012-2013,0.54,0.33,611
Nagaland,,Gram,2012-2013,0.76,0.64,842
Odisha,,Gram,2012-2013,41.23,31.91,774
Punjab,,Gram,2012-2013,2.00,2.80,1400
Rajasthan ,,Gram,2012-2013,1252.94,1277.35,1019
Tamil Nadu,,Gram,2012-2013,7.04,4.54,645
Tripura,,Gram,2012-2013,0.16,0.13,774
Uttar Pradesh,,Gram,2012-2013,604.00,676.00,1119
Uttarakhand,,Gram,2012-2013,0.53,0.44,830
West Bengal,,Gram,2012-2013,25.14,29.55,1175
India ,,Gram,2012-2013,8521.79,8832.48,1036
Andhra Pradesh,Rabi,Gram,2013-2014,472.06,596.66,1264
Assam,Rabi,Gram,2013-2014,2.05,1.43,698
Bihar,Rabi,Gram,2013-2014,61.33,70.34,1147
Chhattisgarh,Rabi,Gram,2013-2014,276.50,213.20,771
Dadra & Nagar Haveli  ,Rabi,Gram,2013-2014,0.17,0.17,1000
Delhi ,Rabi,Gram,2013-2014,0.04,0.06,1500
Gujarat,Rabi,Gram,2013-2014,247.00,309.00,1251
Haryana,Rabi,Gram,2013-2014,83.00,75.00,904
Himachal Pradesh,Rabi,Gram,2013-2014,0.48,0.48,1000
Jharkhand,Rabi,Gram,2013-2014,155.84,181.73,1166
Karnataka,Rabi,Gram,2013-2014,946.00,716.00,757
Kerala ,Rabi,Gram,2013-2014,0.00,0.40,-
Madhya Pradesh,Rabi,Gram,2013-2014,3160.10,3299.14,1044
Maharashtra,Rabi,Gram,2013-2014,1820.00,1622.00,891
Manipur,Rabi,Gram,2013-2014,2.00,1.75,875
Meghalaya,Rabi,Gram,2013-2014,1.80,1.78,989
Nagaland,Rabi,Gram,2013-2014,0.74,0.62,838
Odisha,Rabi,Gram,2013-2014,47.15,36.21,768
Punjab,Rabi,Gram,2013-2014,1.90,2.30,1211
Rajasthan ,Rabi,Gram,2013-2014,1923.50,1640.39,853
Tamil Nadu,Rabi,Gram,2013-2014,8.91,5.82,653
Telangana,Rabi,Gram,2013-2014,113.94,246.34,2162
Tripura,Rabi,Gram,2013-2014,0.13,0.10,769
Uttar Pradesh,Rabi,Gram,2013-2014,577.00,475.45,824
Uttarakhand,Rabi,Gram,2013-2014,0.84,0.66,786
West Bengal,Rabi,Gram,2013-2014,24.90,29.27,1175
India ,Rabi,Gram,2013-2014,9927.38,9526.30,960
Andhra Pradesh,Rabi,Gram,2014-2015,342.04,391.00,1143
Assam,Rabi,Gram,2014-2015,2.09,1.96,938
Bihar,Rabi,Gram,2014-2015,60.00,57.49,958
Chhattisgarh,Rabi,Gram,2014-2015,280.60,290.40,1035
Dadra & Nagar Haveli  ,Rabi,Gram,2014-2015,0.17,0.17,1000
Gujarat,Rabi,Gram,2014-2015,161.00,199.00,1236
Haryana,Rabi,Gram,2014-2015,65.00,42.00,646
Himachal Pradesh,Rabi,Gram,2014-2015,0.41,0.38,927
Jharkhand,Rabi,Gram,2014-2015,160.70,186.37,1160
Karnataka,Rabi,Gram,2014-2015,939.00,674.00,718
Kerala ,Rabi,Gram,2014-2015,0.60,0.50,833
Madhya Pradesh,Rabi,Gram,2014-2015,2853.00,2964.00,1039
Maharashtra,Rabi,Gram,2014-2015,1427.00,1088.00,762
Manipur,Rabi,Gram,2014-2015,0.68,0.57,838
Meghalaya,Rabi,Gram,2014-2015,1.81,1.87,1033
Nagaland,Rabi,Gram,2014-2015,0.76,0.64,842
Odisha,Rabi,Gram,2014-2015,47.25,36.38,770
Punjab,Rabi,Gram,2014-2015,1.80,1.90,1056
Rajasthan ,Rabi,Gram,2014-2015,1256.34,911.09,725
Tamil Nadu,Rabi,Gram,2014-2015,6.82,4.40,645
Telangana,Rabi,Gram,2014-2015,59.04,81.00,1372
Tripura,Rabi,Gram,2014-2015,0.16,0.12,750
Uttar Pradesh,Rabi,Gram,2014-2015,558.00,367.70,659
Uttarakhand,Rabi,Gram,2014-2015,0.67,0.55,821
West Bengal,Rabi,Gram,2014-2015,26.18,30.84,1178
India ,Rabi,Gram,2014-2015,8251.12,7332.33,889
Andhra Pradesh,Rabi,Gram,2015-2016,471.00,500.00,1062
Assam,Rabi,Gram,2015-2016,2.19,1.54,704
Bihar,Rabi,Gram,2015-2016,59.37,58.55,986
Chhattisgarh,Rabi,Gram,2015-2016,303.20,219.00,722
Dadra & Nagar Haveli  ,Rabi,Gram,2015-2016,0.02,0.16,10500
Delhi ,Rabi,Gram,2015-2016,0.04,0.05,1317
Gujarat,Rabi,Gram,2015-2016,115.00,153.00,1330
Haryana,Rabi,Gram,2015-2016,42.00,26.00,619
Himachal Pradesh,Rabi,Gram,2015-2016,0.36,0.38,1047
Jharkhand,Rabi,Gram,2015-2016,164.07,163.21,995
Karnataka,Rabi,Gram,2015-2016,1420.00,662.29,466
Kerala ,Rabi,Gram,2015-2016,2.08,1.94,936
Madhya Pradesh,Rabi,Gram,2015-2016,3017.00,3364.00,1115
Maharashtra,Rabi,Gram,2015-2016,1442.00,777.00,539
Manipur,Rabi,Gram,2015-2016,0.77,0.71,922
Meghalaya,Rabi,Gram,2015-2016,1.82,1.93,1059
Nagaland,Rabi,Gram,2015-2016,0.77,0.65,844
Odisha,Rabi,Gram,2015-2016,39.18,30.13,769
Punjab,Rabi,Gram,2015-2016,1.70,2.20,1294
Rajasthan ,Rabi,Gram,2015-2016,941.95,840.34,892
Tamil Nadu,Rabi,Gram,2015-2016,4.87,3.18,653
Telangana,Rabi,Gram,2015-2016,70.00,50.00,714
Tripura,Rabi,Gram,2015-2016,0.25,0.20,780
Uttar Pradesh,Rabi,Gram,2015-2016,268.00,164.00,612
Uttarakhand,Rabi,Gram,2015-2016,0.52,0.44,846
West Bengal,Rabi,Gram,2015-2016,30.79,36.70,1192
India ,Rabi,Gram,2015-2016,8398.95,7057.60,840
Andhra Pradesh,Rabi,Gram,2016-2017,397.00,381.00,960
Assam,Rabi,Gram,2016-2017,2.43,1.58,651
Bihar,Rabi,Gram,2016-2017,59.36,66.50,1120
Chhattisgarh,Rabi,Gram,2016-2017,307.40,359.90,1171
Dadra & Nagar Haveli  ,Rabi,Gram,2016-2017,0.10,0.11,1050
Delhi ,Rabi,Gram,2016-2017,0.03,0.05,2120
Gujarat,Rabi,Gram,2016-2017,164.00,183.00,1116
Haryana,Rabi,Gram,2016-2017,37.00,44.00,1189
Himachal Pradesh,Rabi,Gram,2016-2017,0.43,0.40,923
Jharkhand,Rabi,Gram,2016-2017,210.74,247.41,1174
Karnataka,Rabi,Gram,2016-2017,1003.00,592.00,590
Kerala ,Rabi,Gram,2016-2017,1.56,1.43,917
Madhya Pradesh,Rabi,Gram,2016-2017,3222.00,3544.20,1100
Maharashtra,Rabi,Gram,2016-2017,1929.30,1719.01,891
Manipur,Rabi,Gram,2016-2017,0.78,0.74,949
Meghalaya,Rabi,Gram,2016-2017,1.85,1.97,1065
Nagaland,Rabi,Gram,2016-2017,0.75,0.62,827
Odisha,Rabi,Gram,2016-2017,40.32,30.97,768
Punjab,Rabi,Gram,2016-2017,1.60,2.20,1375
Rajasthan ,Rabi,Gram,2016-2017,1547.91,1409.39,911
Tamil Nadu,Rabi,Gram,2016-2017,5.23,3.39,648
Telangana,Rabi,Gram,2016-2017,102.00,132.00,1294
Tripura,Rabi,Gram,2016-2017,0.25,0.20,780
Uttar Pradesh,Rabi,Gram,2016-2017,562.00,626.00,1114
Uttarakhand,Rabi,Gram,2016-2017,1.00,1.00,1000
West Bengal,Rabi,Gram,2016-2017,28.12,28.50,1013
India ,Rabi,Gram,2016-2017,9626.16,9377.56,974
Andhra Pradesh,Rabi,Gram,2017-2018,520.00,588.64,1132
Assam,Rabi,Gram,2017-2018,2.27,1.56,687
Bihar,Rabi,Gram,2017-2018,58.22,67.19,1154
Chhattisgarh,Rabi,Gram,2017-2018,317.75,320.93,1010
Delhi ,Rabi,Gram,2017-2018,0.01,0.01,2000
Gujarat,Rabi,Gram,2017-2018,293.00,376.51,1285
Haryana,Rabi,Gram,2017-2018,32.00,36.00,1125
Himachal Pradesh,Rabi,Gram,2017-2018,0.36,0.37,1042
Jammu & Kashmir,Rabi,Gram,2017-2018,0.02,0.00,217
Jharkhand,Rabi,Gram,2017-2018,232.68,285.74,1228
Karnataka,Rabi,Gram,2017-2018,1265.00,783.04,619
Kerala ,Rabi,Gram,2017-2018,1.79,1.72,965
Madhya Pradesh,Rabi,Gram,2017-2018,3590.00,4595.02,1280
Maharashtra,Rabi,Gram,2017-2018,2000.30,1834.28,917
Manipur,Rabi,Gram,2017-2018,0.82,0.77,933
Meghalaya,Rabi,Gram,2017-2018,1.86,1.98,1066
Nagaland,Rabi,Gram,2017-2018,0.78,0.66,846
Odisha,Rabi,Gram,2017-2018,32.94,25.63,778
Punjab,Rabi,Gram,2017-2018,1.70,2.01,1181
Rajasthan ,Rabi,Gram,2017-2018,1572.49,1688.85,1074
Tamil Nadu,Rabi,Gram,2017-2018,5.21,4.82,926
Telangana,Rabi,Gram,2017-2018,97.00,147.05,1516
Tripura,Rabi,Gram,2017-2018,0.24,0.19,791
Uttar Pradesh,Rabi,Gram,2017-2018,501.00,578.66,1155
Uttarakhand,Rabi,Gram,2017-2018,1.00,0.78,782
West Bengal,Rabi,Gram,2017-2018,32.00,36.80,1150
India ,Rabi,Gram,2017-2018,10560.43,11379.19,1078
Andhra Pradesh,Rabi,Gram,2018-2019,478.00,242.82,508
Arunachal Pradesh,Rabi,Gram,2018-2019,2.59,0.00,0
Assam,Rabi,Gram,2018-2019,2.24,1.57,699
Bihar,Rabi,Gram,2018-2019,56.48,67.72,1199
Chhattisgarh,Rabi,Gram,2018-2019,321.50,329.86,1026
Dadra & Nagar Haveli  ,Rabi,Gram,2018-2019,0.11,0.15,1328
Gujarat,Rabi,Gram,2018-2019,172.95,234.87,1358
Haryana,Rabi,Gram,2018-2019,44.90,62.19,1385
Himachal Pradesh,Rabi,Gram,2018-2019,0.38,0.40,1040
Jharkhand,Rabi,Gram,2018-2019,189.67,221.16,1166
Karnataka,Rabi,Gram,2018-2019,1128.60,574.46,509
Kerala,Rabi,Gram,2018-2019,0.69,0.55,790
Madhya Pradesh,Rabi,Gram,2018-2019,3103.00,3996.66,1288
Maharashtra,Rabi,Gram,2018-2019,1694.20,1396.87,825
Manipur,Rabi,Gram,2018-2019,0.85,0.79,929
Meghalaya,Rabi,Gram,2018-2019,1.87,1.99,1068
Nagaland,Rabi,Gram,2018-2019,0.76,0.64,842
Odisha,Rabi,Gram,2018-2019,30.57,23.84,780
Punjab,Rabi,Gram,2018-2019,1.90,2.53,1330
Rajasthan,Rabi,Gram,2018-2019,1596.75,1839.45,1152
Tamil Nadu,Rabi,Gram,2018-2019,5.85,5.42,926
Telangana,Rabi,Gram,2018-2019,104.00,163.18,1569
Tripura,Rabi,Gram,2018-2019,0.26,0.17,665
Uttarakhand,Rabi,Gram,2018-2019,1.00,0.80,800
Uttar Pradesh,Rabi,Gram,2018-2019,572.00,727.58,1272
West Bengal,Rabi,Gram,2018-2019,35.91,42.33,1179
India,Rabi,Gram,2018-2019,9547.03,9937.99,1041
Andhra Pradesh,Rabi,Gram,2019-2020,459.00,559.06,1218
Assam,Rabi,Gram,2019-2020,2.18,1.52,698
Bihar,Rabi,Gram,2019-2020,52.80,38.55,730
Chhattisgarh,Rabi,Gram,2019-2020,381.77,88.19,231
Gujarat,Rabi,Gram,2019-2020,405.05,635.12,1568
Haryana,Rabi,Gram,2019-2020,43.97,47.14,1072
Himachal Pradesh,Rabi,Gram,2019-2020,0.39,0.42,1070
Jammu & Kashmir,Rabi,Gram,2019-2020,0.01,0.00,300
Jharkhand,Rabi,Gram,2019-2020,230.07,275.40,1197
Karnataka,Rabi,Gram,2019-2020,864.00,675.65,782
Kerala,Rabi,Gram,2019-2020,0.60,0.45,757
Madhya Pradesh,Rabi,Gram,2019-2020,1926.00,2729.14,1417
Maharashtra,Rabi,Gram,2019-2020,2043.21,2239.36,1096
Manipur,Rabi,Gram,2019-2020,0.76,0.70,917
Meghalaya,Rabi,Gram,2019-2020,1.86,1.99,1072
Nagaland,Rabi,Gram,2019-2020,0.76,0.64,842
Odisha,Rabi,Gram,2019-2020,27.82,21.67,779
Punjab,Rabi,Gram,2019-2020,1.50,1.83,1219
Rajasthan,Rabi,Gram,2019-2020,2463.05,2657.63,1079
Tamil Nadu,Rabi,Gram,2019-2020,5.55,5.14,926
Telangana,Rabi,Gram,2019-2020,130.00,199.16,1532
Tripura,Rabi,Gram,2019-2020,0.29,0.18,619
Uttarakhand,Rabi,Gram,2019-2020,1.00,0.76,763
Uttar Pradesh,Rabi,Gram,2019-2020,621.00,851.39,1371
West Bengal,Rabi,Gram,2019-2020,36.10,47.40,1313
India,Rabi,Gram,2019-2020,9698.75,11078.50,1142
Andhra Pradesh,Rabi,Gram,2020-2021,469.00,532.78,1136
Assam,Rabi,Gram,2020-2021,2.09,1.54,739
Bihar,Rabi,Gram,2020-2021,51.81,54.50,1052
Chhattisgarh,Rabi,Gram,2020-2021,301.59,267.51,887
Gujarat,Rabi,Gram,2020-2021,816.21,1279.82,1568
Haryana,Rabi,Gram,2020-2021,35.69,35.87,1005
Himachal Pradesh,Rabi,Gram,2020-2021,0.33,0.34,1024
Jharkhand,Rabi,Gram,2020-2021,265.90,334.24,1257
Karnataka,Rabi,Gram,2020-2021,713.00,445.63,625
Kerala,Rabi,Gram,2020-2021,0.61,0.51,837
Madhya Pradesh,Rabi,Gram,2020-2021,2160.00,3214.08,1488
Maharashtra,Rabi,Gram,2020-2021,2231.30,2396.42,1074
Manipur,Rabi,Gram,2020-2021,0.89,0.82,925
Meghalaya,Rabi,Gram,2020-2021,1.87,2.00,1072
Nagaland,Rabi,Gram,2020-2021,0.76,0.64,842
Odisha,Rabi,Gram,2020-2021,29.19,22.56,773
Punjab,Rabi,Gram,2020-2021,2.00,2.64,1322
Rajasthan,Rabi,Gram,2020-2021,2113.14,2265.29,1072
Tamil Nadu,Rabi,Gram,2020-2021,5.64,5.22,926
Telangana,Rabi,Gram,2020-2021,143.00,238.38,1667
Tripura,Rabi,Gram,2020-2021,0.14,0.09,636
Uttarakhand,Rabi,Gram,2020-2021,1.00,0.75,751
Uttar Pradesh,Rabi,Gram,2020-2021,611.00,759.47,1243
West Bengal,Rabi,Gram,2020-2021,39.77,50.07,1259
India,Rabi,Gram,2020-2021,9995.92,11911.18,1192
Andhra Pradesh,Rabi,Gram,2021-2022,445.00,455.24,1023
Assam,Rabi,Gram,2021-2022,2.15,1.59,740
Bihar,Rabi,Gram,2021-2022,51.64,54.38,1053
Chhattisgarh,Rabi,Gram,2021-2022,331.63,240.43,725
Gujarat,Rabi,Gram,2021-2022,1101.56,2101.78,1908
Haryana,Rabi,Gram,2021-2022,38.00,45.37,1194
Himachal Pradesh,Rabi,Gram,2021-2022,0.22,0.27,1231
Jharkhand,Rabi,Gram,2021-2022,260.28,308.69,1186
Karnataka,Rabi,Gram,2021-2022,712.00,490.57,689
Madhya Pradesh,Rabi,Gram,2021-2022,1936.00,2931.10,1514
Maharashtra,Rabi,Gram,2021-2022,2708.50,3101.23,1145
Manipur,Rabi,Gram,2021-2022,0.97,0.90,928
Meghalaya,Rabi,Gram,2021-2022,1.87,2.00,1072
Nagaland,Rabi,Gram,2021-2022,0.37,0.31,840
Odisha,Rabi,Gram,2021-2022,35.30,27.46,778
Punjab,Rabi,Gram,2021-2022,1.80,2.19,1214
Rajasthan,Rabi,Gram,2021-2022,2300.72,2684.93,1167
Tamil Nadu,Rabi,Gram,2021-2022,4.07,3.77,926
Telangana,Rabi,Gram,2021-2022,159.00,224.03,1409
Tripura,Rabi,Gram,2021-2022,0.07,0.05,634
Uttarakhand,Rabi,Gram,2021-2022,1.00,0.79,790
Uttar Pradesh,Rabi,Gram,2021-2022,608.00,818.37,1346
West Bengal,Rabi,Gram,2021-2022,39.95,48.17,1206
India,Rabi,Gram,2021-2022,10740.10,13543.63,1261
