States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Andhra Pradesh,,Gram,1950-1951,143.00,47.00,327
Bihar,,Gram,1950-1951,506.00,158.00,314
Delhi,,Gram,1950-1951,21.00,2.00,95
Gujarat,,Gram,1950-1951,106.00,36.00,334
Himachal Pradesh,,Gram,1950-1951,6.00,4.00,628
Jammu & Kashmir,,Gram,1950-1951,4.00,2.00,500
Karnataka,,Gram,1950-1951,170.00,53.00,310
Madhya Pradesh,,Gram,1950-1951,1303.00,593.00,455
Maharashtra,,Gram,1950-1951,452.00,152.00,337
Odisha,,Gram,1950-1951,16.00,5.00,314
Punjab,,Gram,1950-1951,1698.00,831.00,490
Rajasthan,,Gram,1950-1951,573.00,199.00,347
Tamil Nadu,,Gram,1950-1951,2.00,1.00,500
Uttar Pradesh,,Gram,1950-1951,2439.00,1454.00,596
West Bengal,,Gram,1950-1951,130.00,113.00,871
India,,Gram,1950-1951,7570.00,3651.00,482
Andhra Pradesh,,Gram,1951-1952,130.00,34.00,259
Assam,,Gram,1951-1952,4.00,2.00,500
Bihar,,Gram,1951-1952,539.00,224.00,415
Delhi,,Gram,1951-1952,6.00,1.00,166
Gujarat,,Gram,1951-1952,39.00,7.00,182
Himachal Pradesh,,Gram,1951-1952,6.00,2.00,335
Jammu & Kashmir,,Gram,1951-1952,3.00,2.00,666
Karnataka,,Gram,1951-1952,165.00,40.00,241
Madhya Pradesh,,Gram,1951-1952,1422.00,617.00,434
Maharashtra,,Gram,1951-1952,421.00,116.00,275
Odisha,,Gram,1951-1952,26.00,8.00,318
Punjab,,Gram,1951-1952,1085.00,711.00,656
Rajasthan,,Gram,1951-1952,461.00,162.00,351
Tamil Nadu,,Gram,1951-1952,2.00,1.00,500
Uttar Pradesh,,Gram,1951-1952,2321.00,1294.00,558
West Bengal,,Gram,1951-1952,200.00,168.00,841
India,,Gram,1951-1952,6830.00,3387.00,496
Andhra Pradesh,,Gram,1952-1953,104.00,36.00,341
Assam,,Gram,1952-1953,3.00,2.00,666
Bihar,,Gram,1952-1953,595.00,325.00,547
Delhi,,Gram,1952-1953,14.00,2.00,142
Gujarat,,Gram,1952-1953,55.00,13.00,240
Himachal Pradesh,,Gram,1952-1953,2.00,1.00,418
Jammu & Kashmir,,Gram,1952-1953,8.00,4.00,500
Karnataka,,Gram,1952-1953,155.00,41.00,261
Madhya Pradesh,,Gram,1952-1953,1395.00,625.00,448
Maharashtra,,Gram,1952-1953,407.00,109.00,267
Odisha,,Gram,1952-1953,25.00,8.00,324
Punjab,,Gram,1952-1953,1367.00,1021.00,748
Rajasthan,,Gram,1952-1953,523.00,282.00,540
Tamil Nadu,,Gram,1952-1953,2.00,-,-
Uttar Pradesh,,Gram,1952-1953,2432.00,1597.00,657
West Bengal,,Gram,1952-1953,168.00,142.00,845
India,,Gram,1952-1953,7256.00,4208.00,580
Andhra Pradesh,,Gram,1953-1954,114.00,41.00,358
Assam,,Gram,1953-1954,3.00,2.00,667
Bihar,,Gram,1953-1954,549.00,294.00,535
Delhi,,Gram,1953-1954,10.00,1.00,100
Gujarat,,Gram,1953-1954,79.00,24.00,309
Himachal Pradesh,,Gram,1953-1954,6.00,3.00,502
Jammu & Kashmir,,Gram,1953-1954,1.00,1.00,1000
Karnataka,,Gram,1953-1954,162.00,56.00,345
Madhya Pradesh,,Gram,1953-1954,1388.00,602.00,434
Maharashtra,,Gram,1953-1954,413.00,145.00,352
Odisha,,Gram,1953-1954,25.00,8.00,330
Punjab,,Gram,1953-1954,1609.00,1426.00,887
Rajasthan,,Gram,1953-1954,741.00,305.00,411
Tamil Nadu,,Gram,1953-1954,2.00,1.00,500
Uttar Pradesh,,Gram,1953-1954,2668.00,1768.00,662
West Bengal,,Gram,1953-1954,199.00,156.00,781
India,,Gram,1953-1954,7968.00,4832.00,606
Andhra Pradesh,,Gram,1954-1955,125.00,41.00,329
Assam,,Gram,1954-1955,2.00,1.00,500
Bihar,,Gram,1954-1955,556.00,267.00,480
Delhi,,Gram,1954-1955,33.00,4.00,121
Gujarat,,Gram,1954-1955,99.00,38.00,388
Himachal Pradesh,,Gram,1954-1955,8.00,5.00,628
Jammu & Kashmir,,Gram,1954-1955,4.00,2.00,500
Karnataka,,Gram,1954-1955,153.00,53.00,350
Madhya Pradesh,,Gram,1954-1955,1371.00,756.00,552
Maharashtra,,Gram,1954-1955,452.00,171.00,377
Odisha,,Gram,1954-1955,26.00,6.00,249
Punjab,,Gram,1954-1955,2382.00,1695.00,712
Rajasthan,,Gram,1954-1955,1197.00,621.00,518
Tamil Nadu,,Gram,1954-1955,2.00,1.00,500
Uttar Pradesh,,Gram,1954-1955,2658.00,1803.00,679
West Bengal,,Gram,1954-1955,181.00,156.00,861
India,,Gram,1954-1955,9248.00,5621.00,608
Andhra Pradesh,,Gram,1955-1956,131.00,43.00,324
Assam,,Gram,1955-1956,3.00,1.00,333
Bihar,,Gram,1955-1956,496.00,209.00,421
Delhi,,Gram,1955-1956,34.00,2.00,59
Gujarat,,Gram,1955-1956,164.00,51.00,311
Himachal Pradesh,,Gram,1955-1956,7.00,3.00,371
Jammu & Kashmir,,Gram,1955-1956,3.00,2.00,667
Karnataka,,Gram,1955-1956,169.00,53.00,313
Madhya Pradesh,,Gram,1955-1956,1485.00,818.00,551
Maharashtra,,Gram,1955-1956,490.00,180.00,368
Odisha,,Gram,1955-1956,23.00,6.00,256
Punjab,,Gram,1955-1956,2554.00,1723.00,675
Rajasthan,,Gram,1955-1956,1309.00,719.00,549
Tamil Nadu,,Gram,1955-1956,2.00,1.00,500
Uttar Pradesh,,Gram,1955-1956,2717.00,1466.00,539
West Bengal,,Gram,1955-1956,194.00,141.00,729
India,,Gram,1955-1956,9780.00,5418.00,554
Andhra Pradesh,,Gram,1956-1957,114.00,33.00,285
Assam,,Gram,1956-1957,2.00,1.00,500
Bihar,,Gram,1956-1957,496.00,146.00,294
Delhi,,Gram,1956-1957,31.00,3.00,96
Gujarat,,Gram,1956-1957,183.00,59.00,324
Haryana,,Gram,1956-1957,1450.00,1176.00,811
Himachal Pradesh,,Gram,1956-1957,28.00,16.00,567
Jammu & Kashmir,,Gram,1956-1957,5.00,3.00,600
Karnataka,,Gram,1956-1957,163.00,50.00,309
Madhya Pradesh,,Gram,1956-1957,1544.00,1008.00,653
Maharashtra,,Gram,1956-1957,455.00,164.00,360
Odisha,,Gram,1956-1957,20.00,6.00,279
Punjab,,Gram,1956-1957,973.00,734.00,754
Rajasthan,,Gram,1956-1957,1543.00,1190.00,771
Tamil Nadu,,Gram,1956-1957,2.00,1.00,500
Uttar Pradesh,,Gram,1956-1957,2488.00,1531.00,616
West Bengal,,Gram,1956-1957,178.00,110.00,622
India,,Gram,1956-1957,9674.00,6231.00,644
Andhra Pradesh,,Gram,1957-1958,107.00,33.00,309
Assam,,Gram,1957-1958,2.00,1.00,500
Bihar,,Gram,1957-1958,450.00,219.00,487
Delhi,,Gram,1957-1958,23.00,2.00,86
Gujarat,,Gram,1957-1958,49.00,13.00,260
Haryana,,Gram,1957-1958,1483.00,1074.00,724
Himachal Pradesh,,Gram,1957-1958,32.00,19.00,595
Jammu & Kashmir,,Gram,1957-1958,5.00,3.00,600
Karnataka,,Gram,1957-1958,160.00,38.00,235
Madhya Pradesh,,Gram,1957-1958,1468.00,600.00,409
Maharashtra,,Gram,1957-1958,443.00,134.00,302
Odisha,,Gram,1957-1958,20.00,6.00,273
Punjab,,Gram,1957-1958,862.00,630.00,730
Rajasthan,,Gram,1957-1958,1239.00,587.00,474
Tamil Nadu,,Gram,1957-1958,4.00,2.00,500
Uttar Pradesh,,Gram,1957-1958,2574.00,1440.00,560
West Bengal,,Gram,1957-1958,171.00,91.00,534
India,,Gram,1957-1958,9091.00,4890.00,538
Andhra Pradesh,,Gram,1958-1959,104.00,30.00,292
Assam,,Gram,1958-1959,2.00,1.00,500
Bihar,,Gram,1958-1959,588.00,316.00,538
Delhi,,Gram,1958-1959,26.00,17.00,653
Gujarat,,Gram,1958-1959,124.00,60.00,483
Haryana,,Gram,1958-1959,1615.00,1511.00,936
Himachal Pradesh,,Gram,1958-1959,31.00,21.00,686
Jammu & Kashmir,,Gram,1958-1959,11.00,7.00,636
Karnataka,,Gram,1958-1959,155.00,45.00,288
Madhya Pradesh,,Gram,1958-1959,1500.00,908.00,606
Maharashtra,,Gram,1958-1959,426.00,135.00,316
Odisha,,Gram,1958-1959,17.00,5.00,308
Punjab,,Gram,1958-1959,976.00,911.00,934
Rajasthan,,Gram,1958-1959,1589.00,1158.00,728
Tamil Nadu,,Gram,1958-1959,2.00,1.00,500
Uttar Pradesh,,Gram,1958-1959,2722.00,1786.00,656
West Bengal,,Gram,1958-1959,193.00,110.00,573
India,,Gram,1958-1959,10080.00,7023.00,697
Andhra Pradesh,,Gram,1959-1960,102.00,27.00,261
Assam,,Gram,1959-1960,2.00,1.00,500
Bihar,,Gram,1959-1960,578.00,243.00,421
Delhi,,Gram,1959-1960,15.00,5.00,333
Gujarat,,Gram,1959-1960,180.00,78.00,435
Haryana,,Gram,1959-1960,1489.00,900.00,605
Himachal Pradesh,,Gram,1959-1960,27.00,16.00,602
Jammu & Kashmir,,Gram,1959-1960,4.00,2.00,500
Karnataka,,Gram,1959-1960,152.00,42.00,278
Madhya Pradesh,,Gram,1959-1960,1666.00,1021.00,613
Maharashtra,,Gram,1959-1960,459.00,140.00,305
Odisha,,Gram,1959-1960,20.00,5.00,258
Punjab,,Gram,1959-1960,997.00,744.00,746
Rajasthan,,Gram,1959-1960,1719.00,775.00,451
Tamil Nadu,,Gram,1959-1960,2.00,1.00,500
Uttar Pradesh,,Gram,1959-1960,2694.00,1510.00,561
West Bengal,,Gram,1959-1960,221.00,104.00,471
India,,Gram,1959-1960,10326.00,5618.00,544
Andhra Pradesh,,Gram,1960-1961,90.00,24.00,270
Assam,,Gram,1960-1961,2.00,1.00,500
Bihar,,Gram,1960-1961,542.00,324.00,598
Delhi,,Gram,1960-1961,25.00,18.00,720
Gujarat,,Gram,1960-1961,58.00,19.00,331
Haryana,,Gram,1960-1961,1544.00,1276.00,827
Himachal Pradesh,,Gram,1960-1961,21.00,15.00,705
Jammu & Kashmir,,Gram,1960-1961,3.00,1.00,333
Karnataka,,Gram,1960-1961,158.00,55.00,350
Madhya Pradesh,,Gram,1960-1961,1496.00,860.00,575
Maharashtra,,Gram,1960-1961,402.00,134.00,334
Odisha,,Gram,1960-1961,20.00,6.00,282
Punjab,,Gram,1960-1961,836.00,681.00,814
Rajasthan,,Gram,1960-1961,1378.00,920.00,667
Tamil Nadu,,Gram,1960-1961,1.00,1.00,1000
Uttar Pradesh,,Gram,1960-1961,2553.00,1831.00,717
West Bengal,,Gram,1960-1961,151.00,88.00,581
India,,Gram,1960-1961,9276.00,6250.00,674
Andhra Pradesh,,Gram,1961-1962,91.00,26.00,293
Assam,,Gram,1961-1962,2.00,1.00,500
Bihar,,Gram,1961-1962,535.00,300.00,560
Delhi,,Gram,1961-1962,24.00,20.00,833
Gujarat,,Gram,1961-1962,131.00,52.00,399
Haryana,,Gram,1961-1962,1406.00,995.00,708
Himachal Pradesh,,Gram,1961-1962,26.00,16.00,614
Jammu & Kashmir,,Gram,1961-1962,3.00,2.00,666
Karnataka,,Gram,1961-1962,156.00,45.00,291
Madhya Pradesh,,Gram,1961-1962,1551.00,880.00,567
Maharashtra,,Gram,1961-1962,404.00,136.00,338
Odisha,,Gram,1961-1962,22.00,9.00,425
Punjab,,Gram,1961-1962,851.00,700.00,822
Rajasthan,,Gram,1961-1962,1622.00,1003.00,618
Tamil Nadu,,Gram,1961-1962,2.00,1.00,500
Uttar Pradesh,,Gram,1961-1962,2576.00,1518.00,589
West Bengal,,Gram,1961-1962,165.00,80.00,486
India,,Gram,1961-1962,9566.00,5785.00,605
Andhra Pradesh,,Gram,1962-1963,87.00,27.00,310
Assam,,Gram,1962-1963,2.00,1.00,500
Bihar,,Gram,1962-1963,512.00,283.00,553
Delhi,,Gram,1962-1963,19.00,10.00,526
Gujarat,,Gram,1962-1963,95.00,44.00,460
Haryana,,Gram,1962-1963,1465.00,964.00,658
Himachal Pradesh,,Gram,1962-1963,27.00,12.00,444
Jammu & Kashmir,,Gram,1962-1963,4.00,2.00,500
Karnataka,,Gram,1962-1963,152.00,45.00,294
Madhya Pradesh,,Gram,1962-1963,1448.00,873.00,603
Maharashtra,,Gram,1962-1963,372.00,148.00,398
Odisha,,Gram,1962-1963,48.00,22.00,458
Punjab,,Gram,1962-1963,800.00,527.00,659
Rajasthan,,Gram,1962-1963,1528.00,766.00,502
Tamil Nadu,,Gram,1962-1963,3.00,2.00,666
Uttar Pradesh,,Gram,1962-1963,2468.00,1547.00,627
West Bengal,,Gram,1962-1963,162.00,89.00,549
India,,Gram,1962-1963,9193.00,5362.00,583
Andhra Pradesh,,Gram,1963-1964,85.00,26.00,305
Assam,,Gram,1963-1964,2.00,1.00,500
Bihar,,Gram,1963-1964,500.00,250.00,499
Delhi,,Gram,1963-1964,26.00,11.00,423
Gujarat,,Gram,1963-1964,114.00,61.00,536
Haryana,,Gram,1963-1964,1436.00,676.00,471
Himachal Pradesh,,Gram,1963-1964,26.00,13.00,505
Jammu & Kashmir,,Gram,1963-1964,4.00,1.00,250
Karnataka,,Gram,1963-1964,144.00,40.00,278
Madhya Pradesh,,Gram,1963-1964,1597.00,802.00,562
Maharashtra,,Gram,1963-1964,376.00,115.00,306
Odisha,,Gram,1963-1964,27.00,13.00,493
Punjab,,Gram,1963-1964,733.00,429.00,585
Rajasthan,,Gram,1963-1964,1526.00,549.00,356
Tamil Nadu,,Gram,1963-1964,2.00,1.00,500
Uttar Pradesh,,Gram,1963-1964,2600.00,1424.00,548
West Bengal,,Gram,1963-1964,157.00,90.00,571
India,,Gram,1963-1964,9354.00,4502.00,481
Andhra Pradesh,,Gram,1964-1965,76.00,24.00,319
Assam,,Gram,1964-1965,2.00,1.00,500
Bihar,,Gram,1964-1965,466.00,282.00,604
Delhi,,Gram,1964-1965,17.00,11.00,647
Gujarat,,Gram,1964-1965,85.00,48.00,559
Haryana,,Gram,1964-1965,1310.00,961.00,733
Himachal Pradesh,,Gram,1964-1965,22.00,18.00,819
Jammu & Kashmir,,Gram,1964-1965,3.00,1.00,333
Karnataka,,Gram,1964-1965,146.00,60.00,408
Madhya Pradesh,,Gram,1964-1965,1468.00,844.00,575
Maharashtra,,Gram,1964-1965,359.00,121.00,338
Odisha,,Gram,1964-1965,22.00,10.00,462
Punjab,,Gram,1964-1965,744.00,666.00,895
Rajasthan,,Gram,1964-1965,1368.00,722.00,528
Tamil Nadu,,Gram,1964-1965,2.00,1.00,500
Uttar Pradesh,,Gram,1964-1965,2627.00,1927.00,734
West Bengal,,Gram,1964-1965,152.00,80.00,525
India,,Gram,1964-1965,8870.00,5777.00,651
Andhra Pradesh,,Gram,1965-1966,71.00,18.00,248
Assam,,Gram,1965-1966,1.00,1.00,1000
Bihar,,Gram,1965-1966,451.00,334.00,742
Delhi,,Gram,1965-1966,12.00,6.00,500
Gujarat,,Gram,1965-1966,35.00,13.00,369
Haryana,,Gram,1965-1966,886.00,396.00,447
Himachal Pradesh,,Gram,1965-1966,25.00,10.00,407
Jammu & Kashmir,,Gram,1965-1966,2.00,1.00,500
Karnataka,,Gram,1965-1966,154.00,53.00,347
Madhya Pradesh,,Gram,1965-1966,1600.00,848.00,530
Maharashtra,,Gram,1965-1966,312.00,79.00,252
Odisha,,Gram,1965-1966,21.00,7.00,319
Punjab,,Gram,1965-1966,603.00,371.00,615
Rajasthan,,Gram,1965-1966,1113.00,414.00,372
Tamil Nadu,,Gram,1965-1966,2.00,1.00,500
Uttar Pradesh,,Gram,1965-1966,2584.00,1566.00,606
West Bengal,,Gram,1965-1966,142.00,107.00,749
India,,Gram,1965-1966,8015.00,4224.00,527
Andhra Pradesh,,Gram,1966-1967,71.40,17.50,245
Assam,,Gram,1966-1967,1.70,0.90,529
Bihar,,Gram,1966-1967,299.00,113.30,379
Delhi  ,,Gram,1966-1967,11.30,5.00,496
Gujarat,,Gram,1966-1967,34.50,9.90,287
Haryana,,Gram,1966-1967,1069.00,535.00,500
Himachal Pradesh,,Gram,1966-1967,11.00,3.20,291
Jammu & Kashmir,,Gram,1966-1967,2.20,0.50,227
Karnataka,,Gram,1966-1967,148.80,56.80,382
Madhya Pradesh,,Gram,1966-1967,1633.30,615.50,377
Maharashtra,,Gram,1966-1967,363.40,112.50,310
Odisha,,Gram,1966-1967,20.90,11.40,545
Punjab,,Gram,1966-1967,633.60,508.00,802
Rajasthan ,,Gram,1966-1967,1116.60,518.00,464
Tamil Nadu,,Gram,1966-1967,2.10,1.10,524
Uttar Pradesh,,Gram,1966-1967,2383.50,967.00,406
West Bengal,,Gram,1966-1967,200.90,146.40,383
India                             ,,Gram,1966-1967,8003.20,3622.00,453
Andhra Pradesh,,Gram,1967-1968,82.60,20.70,251
Assam,,Gram,1967-1968,1.70,0.90,529
Bihar,,Gram,1967-1968,331.10,247.00,746
Delhi  ,,Gram,1967-1968,16.00,19.10,313
Gujarat,,Gram,1967-1968,41.00,22.10,539
Haryana,,Gram,1967-1968,1160.00,1267.00,1092
Himachal Pradesh,,Gram,1967-1968,18.50,8.50,459
Jammu & Kashmir,,Gram,1967-1968,1.70,0.30,176
Karnataka,,Gram,1967-1968,204.30,90.10,441
Madhya Pradesh,,Gram,1967-1968,1669.90,906.10,543
Maharashtra,,Gram,1967-1968,392.80,108.40,276
Odisha,,Gram,1967-1968,19.90,11.50,578
Punjab,,Gram,1967-1968,560.00,472.00,843
Rajasthan ,,Gram,1967-1968,1322.60,1049.10,793
Tamil Nadu,,Gram,1967-1968,3.80,2.00,526
Uttar Pradesh,,Gram,1967-1968,2263.30,1650.90,729
West Bengal,,Gram,1967-1968,167.50,95.80,589
India                             ,,Gram,1967-1968,8256.70,5971.50,723
Andhra Pradesh,,Gram,1968-1969,75.60,18.20,241
Assam,,Gram,1968-1969,1.60,0.90,563
Bihar,,Gram,1968-1969,237.60,158.80,668
Delhi  ,,Gram,1968-1969,10.00,10.00,1910
Gujarat,,Gram,1968-1969,36.60,17.70,484
Haryana,,Gram,1968-1969,800.00,600.00,750
Himachal Pradesh,,Gram,1968-1969,17.50,7.80,446
Jammu & Kashmir,,Gram,1968-1969,2.50,0.50,200
Karnataka,,Gram,1968-1969,210.20,98.60,469
Madhya Pradesh,,Gram,1968-1969,1573.00,756.60,481
Maharashtra,,Gram,1968-1969,391.20,129.00,330
Odisha,,Gram,1968-1969,24.70,15.50,628
Punjab,,Gram,1968-1969,317.00,216.00,681
Rajasthan ,,Gram,1968-1969,994.20,600.00,604
Tamil Nadu,,Gram,1968-1969,3.10,1.60,516
Uttar Pradesh,,Gram,1968-1969,2244.90,1544.60,688
West Bengal,,Gram,1968-1969,165.80,133.70,883
India                             ,,Gram,1968-1969,7105.50,4309.50,607
Andhra Pradesh,,Gram,1969-1970,77.60,20.60,265
Assam,,Gram,1969-1970,1.90,1.00,526
Bihar,,Gram,1969-1970,237.70,156.80,660
Delhi  ,,Gram,1969-1970,5.70,4.40,1754
Gujarat,,Gram,1969-1970,44.50,20.00,449
Haryana,,Gram,1969-1970,1059.00,1143.00,1079
Himachal Pradesh,,Gram,1969-1970,11.20,5.80,518
Jammu & Kashmir,,Gram,1969-1970,2.50,0.50,200
Karnataka,,Gram,1969-1970,212.70,90.70,426
Madhya Pradesh,,Gram,1969-1970,1538.90,893.20,580
Maharashtra,,Gram,1969-1970,369.80,101.90,276
Odisha,,Gram,1969-1970,23.40,13.30,568
Punjab,,Gram,1969-1970,450.00,400.00,889
Rajasthan ,,Gram,1969-1970,1285.10,782.60,609
Tamil Nadu,,Gram,1969-1970,4.10,2.20,537
Tripura,,Gram,1969-1970,0.10,-,0
Uttar Pradesh,,Gram,1969-1970,2261.50,1775.90,785
West Bengal,,Gram,1969-1970,165.80,133.70,578
India                             ,,Gram,1969-1970,7751.50,5545.60,715
Andhra Pradesh,,Gram,1970-1971,73.00,24.80,340
Assam,,Gram,1970-1971,1.70,0.90,529
Bihar,,Gram,1970-1971,244.40,174.20,713
Delhi  ,,Gram,1970-1971,9.90,5.70,444
Gujarat,,Gram,1970-1971,52.90,43.90,830
Haryana,,Gram,1970-1971,1046.00,774.00,740
Himachal Pradesh,,Gram,1970-1971,26.50,16.50,623
Jammu & Kashmir,,Gram,1970-1971,2.40,0.80,333
Karnataka,,Gram,1970-1971,159.70,62.10,389
Madhya Pradesh,,Gram,1970-1971,1619.10,855.70,529
Maharashtra,,Gram,1970-1971,368.60,98.50,267
Meghalaya,,Gram,1970-1971,0.10,0.10,1000
Odisha,,Gram,1970-1971,21.50,12.80,595
Punjab,,Gram,1970-1971,357.90,284.00,794
Rajasthan ,,Gram,1970-1971,1617.50,1195.40,739
Tamil Nadu,,Gram,1970-1971,4.40,2.40,545
Tripura,,Gram,1970-1971,0.10,0.10,1000
Uttar Pradesh,,Gram,1970-1971,2077.90,1544.00,743
West Bengal,,Gram,1970-1971,155.10,103.30,862
India                             ,,Gram,1970-1971,7838.70,5199.20,663
Andhra Pradesh,,Gram,1971-1972,66.20,24.80,375
Assam,,Gram,1971-1972,1.70,0.90,529
Bihar,,Gram,1971-1972,241.30,170.30,706
Delhi  ,,Gram,1971-1972,9.70,6.70,588
Gujarat,,Gram,1971-1972,57.00,40.30,707
Haryana,,Gram,1971-1972,1119.00,647.00,578
Himachal Pradesh,,Gram,1971-1972,23.10,13.40,580
Jammu & Kashmir,,Gram,1971-1972,2.50,0.80,320
Karnataka,,Gram,1971-1972,151.80,61.60,406
Madhya Pradesh,,Gram,1971-1972,1685.60,1148.40,681
Maharashtra,,Gram,1971-1972,433.20,132.70,306
Meghalaya,,Gram,1971-1972,0.10,0.10,1000
Odisha,,Gram,1971-1972,16.60,7.80,470
Punjab,,Gram,1971-1972,335.40,282.00,841
Rajasthan ,,Gram,1971-1972,1642.20,884.80,539
Tamil Nadu,,Gram,1971-1972,3.50,2.20,629
Tripura,,Gram,1971-1972,0.20,0.10,500
Uttar Pradesh,,Gram,1971-1972,1988.60,1566.50,788
West Bengal,,Gram,1971-1972,134.70,90.30,993
India                             ,,Gram,1971-1972,7912.40,5080.70,642
Andhra Pradesh,,Gram,1972-1973,69.70,18.50,265
Assam,,Gram,1972-1973,4.30,2.10,488
Bihar,,Gram,1972-1973,261.60,133.60,511
Delhi  ,,Gram,1972-1973,5.40,3.20,593
Gujarat,,Gram,1972-1973,33.50,27.50,821
Haryana,,Gram,1972-1973,970.00,551.00,568
Himachal Pradesh,,Gram,1972-1973,25.60,13.70,535
Jammu & Kashmir,,Gram,1972-1973,2.70,1.10,407
Karnataka,,Gram,1972-1973,131.60,19.50,148
Madhya Pradesh,,Gram,1972-1973,1625.40,1108.80,682
Maharashtra,,Gram,1972-1973,242.20,40.80,168
Meghalaya,,Gram,1972-1973,0.10,0.10,1000
Odisha,,Gram,1972-1973,26.40,13.70,519
Punjab,,Gram,1972-1973,319.10,267.00,837
Rajasthan ,,Gram,1972-1973,1204.50,803.10,667
Tamil Nadu,,Gram,1972-1973,8.40,5.10,607
Tripura,,Gram,1972-1973,0.10,-,0
Uttar Pradesh,,Gram,1972-1973,1920.50,1461.20,761
West Bengal,,Gram,1972-1973,116.40,66.80,887
India                             ,,Gram,1972-1973,6967.50,4536.80,651
Andhra Pradesh,,Gram,1973-1974,58.50,19.70,337
Assam,,Gram,1973-1974,3.60,1.70,472
Bihar,,Gram,1973-1974,260.50,114.30,439
Delhi  ,,Gram,1973-1974,7.40,3.70,500
Gujarat,,Gram,1973-1974,59.20,54.10,914
Haryana,,Gram,1973-1974,994.20,448.00,451
Himachal Pradesh,,Gram,1973-1974,29.70,25.90,872
Jammu & Kashmir,,Gram,1973-1974,3.00,2.00,667
Karnataka,,Gram,1973-1974,158.30,75.40,476
Madhya Pradesh,,Gram,1973-1974,1851.40,1056.50,571
Maharashtra,,Gram,1973-1974,393.20,148.30,377
Manipur,,Gram,1973-1974,0.10,0.10,1000
Meghalaya,,Gram,1973-1974,0.10,0.10,1000
Odisha,,Gram,1973-1974,27.90,14.10,505
Punjab,,Gram,1973-1974,351.50,315.00,896
Rajasthan ,,Gram,1973-1974,1500.50,715.20,477
Tamil Nadu,,Gram,1973-1974,11.40,7.00,614
Tripura,,Gram,1973-1974,0.10,-,0
Uttar Pradesh,,Gram,1973-1974,1955.90,1044.20,534
West Bengal,,Gram,1973-1974,94.30,53.90,958
India                             ,,Gram,1973-1974,7760.80,4099.20,528
Andhra Pradesh,,Gram,1974-1975,68.20,27.60,405
Assam,,Gram,1974-1975,3.10,1.50,484
Bihar,,Gram,1974-1975,248.20,156.70,631
Delhi  ,,Gram,1974-1975,2.30,1.60,696
Gujarat,,Gram,1974-1975,36.90,15.40,417
Haryana,,Gram,1974-1975,704.50,343.00,487
Himachal Pradesh,,Gram,1974-1975,28.00,19.90,711
Jammu & Kashmir,,Gram,1974-1975,2.50,1.70,680
Karnataka,,Gram,1974-1975,163.30,65.60,402
Madhya Pradesh,,Gram,1974-1975,1841.90,1144.00,621
Maharashtra,,Gram,1974-1975,412.10,141.00,342
Manipur,,Gram,1974-1975,0.10,-,0
Meghalaya,,Gram,1974-1975,0.10,0.10,1000
Odisha,,Gram,1974-1975,28.10,14.40,512
Punjab,,Gram,1974-1975,266.00,216.00,812
Rajasthan ,,Gram,1974-1975,1425.20,795.80,558
Tamil Nadu,,Gram,1974-1975,12.80,4.80,375
Tripura,,Gram,1974-1975,0.20,0.10,500
Uttar Pradesh,,Gram,1974-1975,1721.10,1009.60,607
West Bengal,,Gram,1974-1975,77.00,56.00,481
India                             ,,Gram,1974-1975,7041.60,4014.80,570
Andhra Pradesh,,Gram,1975-1976,87.80,36.60,417
Assam,,Gram,1975-1976,2.90,1.40,483
Bihar,,Gram,1975-1976,245.10,134.80,550
Delhi  ,,Gram,1975-1976,5.60,5.00,2174
Gujarat,,Gram,1975-1976,77.20,53.60,694
Haryana,,Gram,1975-1976,1106.20,907.00,820
Himachal Pradesh,,Gram,1975-1976,30.40,16.60,546
Jammu & Kashmir,,Gram,1975-1976,2.90,1.60,552
Karnataka,,Gram,1975-1976,191.80,88.80,463
Madhya Pradesh,,Gram,1975-1976,1917.30,1226.40,640
Maharashtra,,Gram,1975-1976,456.30,185.20,406
Manipur,,Gram,1975-1976,0.10,0.10,1000
Meghalaya,,Gram,1975-1976,0.10,0.10,1000
Odisha,,Gram,1975-1976,30.70,14.90,485
Punjab,,Gram,1975-1976,381.20,376.00,986
Rajasthan ,,Gram,1975-1976,1952.40,1498.30,767
Tamil Nadu,,Gram,1975-1976,7.70,4.30,558
Tripura,,Gram,1975-1976,0.20,0.10,500
Uttar Pradesh,,Gram,1975-1976,1725.50,1250.10,585
West Bengal,,Gram,1975-1976,98.70,78.60,834
India                             ,,Gram,1975-1976,8320.10,5879.50,707
Andhra Pradesh,,Gram,1976-1977,77.10,24.20,314
Assam,,Gram,1976-1977,2.70,1.30,481
Bihar,,Gram,1976-1977,221.40,141.40,639
Delhi  ,,Gram,1976-1977,4.90,4.10,388
Gujarat,,Gram,1976-1977,76.80,49.00,638
Haryana,,Gram,1976-1977,1029.00,824.00,801
Himachal Pradesh,,Gram,1976-1977,25.70,21.10,821
Jammu & Kashmir,,Gram,1976-1977,3.20,1.80,563
Karnataka,,Gram,1976-1977,163.20,50.40,309
Madhya Pradesh,,Gram,1976-1977,2017.50,1048.70,520
Maharashtra,,Gram,1976-1977,427.90,134.80,315
Manipur,,Gram,1976-1977,0.10,0.00,0
Meghalaya,,Gram,1976-1977,0.10,0.10,1000
Odisha,,Gram,1976-1977,28.30,12.30,435
