States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Odisha,Kharif,Moong,2020-2021,59.72,20.66,346
Odisha,Rabi,Moong,2020-2021,175.65,37.24,212
Odisha,Total,Moong,2020-2021,235.37,57.90,246
Puducherry,Rabi,Moong,2020-2021,0.61,0.13,217
Puducherry,Total,Moong,2020-2021,0.61,0.13,217
Punjab,Kharif,Moong,2020-2021,2.60,2.50,960
Punjab,Rabi,Moong,2020-2021,21.50,20.86,970
Punjab,Total,Moong,2020-2021,24.10,23.35,969
Rajasthan,Kharif,Moong,2020-2021,2549.29,1402.11,550
Rajasthan,Rabi,Moong,2020-2021,3.76,5.08,1352
Rajasthan,Total,Moong,2020-2021,2553.05,1407.19,551
Tamil Nadu,Kharif,Moong,2020-2021,23.18,20.28,875
Tamil Nadu,Rabi,Moong,2020-2021,137.38,38.60,281
Tamil Nadu,Total,Moong,2020-2021,160.56,58.89,367
Telangana,Kharif,Moong,2020-2021,62.00,25.73,415
Telangana,Rabi,Moong,2020-2021,13.00,12.32,948
Telangana,Total,Moong,2020-2021,75.00,38.05,507
Tripura,Kharif,Moong,2020-2021,1.45,0.94,645
Tripura,Rabi,Moong,2020-2021,1.47,1.10,749
Tripura,Total,Moong,2020-2021,2.92,2.04,697
Uttar Pradesh,Kharif,Moong,2020-2021,39.00,15.52,398
Uttar Pradesh,Rabi,Moong,2020-2021,47.00,45.45,967
Uttar Pradesh,Total,Moong,2020-2021,86.00,60.97,709
West Bengal,Kharif,Moong,2020-2021,2.08,1.66,801
West Bengal,Rabi,Moong,2020-2021,72.64,53.10,731
West Bengal,Total,Moong,2020-2021,74.72,54.76,733
India,Kharif,Moong,2020-2021,3822.40,1996.40,522
India,Rabi,Moong,2020-2021,1307.78,1088.95,833
India,Total,Moong,2020-2021,5130.17,3085.35,601
Andaman & Nicobar Islands,Rabi,Moong,2021-2022,0.23,0.10,420
Andhra Pradesh,Kharif,Moong,2021-2022,8.00,4.50,563
Andhra Pradesh,Rabi,Moong,2021-2022,89.00,79.03,888
Andhra Pradesh,Total,Moong,2021-2022,97.00,83.54,861
Arunachal Pradesh,Kharif,Moong,2021-2022,1.36,1.41,1037
Assam,Rabi,Moong,2021-2022,11.77,8.71,740
Bihar,Kharif,Moong,2021-2022,6.73,4.55,677
Bihar,Rabi,Moong,2021-2022,156.77,108.96,695
Bihar,Total,Moong,2021-2022,163.50,113.51,694
Chhattisgarh,Kharif,Moong,2021-2022,3.36,1.49,443
Chhattisgarh,Rabi,Moong,2021-2022,2.51,0.90,359
Chhattisgarh,Total,Moong,2021-2022,5.87,2.39,407
Gujarat,Kharif,Moong,2021-2022,98.80,43.87,444
Gujarat,Rabi,Moong,2021-2022,70.23,92.98,1324
Gujarat,Total,Moong,2021-2022,169.03,136.85,810
Haryana,Kharif,Moong,2021-2022,79.24,52.38,661
Haryana,Total,Moong,2021-2022,79.24,52.38,661
Himachal Pradesh,Kharif,Moong,2021-2022,0.15,0.08,497
Jammu & Kashmir,Kharif,Moong,2021-2022,0.37,0.14,392
Jharkhand,Kharif,Moong,2021-2022,19.99,16.05,803
Karnataka,Kharif,Moong,2021-2022,401.00,145.56,363
Karnataka,Rabi,Moong,2021-2022,18.00,5.53,307
Karnataka,Total,Moong,2021-2022,419.00,151.09,361
Kerala,Rabi,Moong,2021-2022,0.14,0.09,636
Kerala,Total,Moong,2021-2022,0.14,0.09,636
Madhya Pradesh,Kharif,Moong,2021-2022,88.00,31.94,363
Madhya Pradesh,Rabi,Moong,2021-2022,850.10,1102.58,1297
Madhya Pradesh,Total,Moong,2021-2022,938.10,1134.52,1209
Maharashtra,Kharif,Moong,2021-2022,378.10,186.78,494
Maharashtra,Rabi,Moong,2021-2022,24.75,6.21,251
Maharashtra,Total,Moong,2021-2022,402.85,192.99,479
Manipur,Kharif,Moong,2021-2022,0.49,0.47,959
Manipur,Total,Moong,2021-2022,0.49,0.47,959
Nagaland,Kharif,Moong,2021-2022,0.42,0.40,959
Odisha,Kharif,Moong,2021-2022,98.83,30.34,307
Odisha,Rabi,Moong,2021-2022,150.81,58.06,385
Odisha,Total,Moong,2021-2022,249.64,88.40,354
Puducherry,Rabi,Moong,2021-2022,0.56,0.13,228
Puducherry,Total,Moong,2021-2022,0.56,0.13,228
Punjab,Kharif,Moong,2021-2022,2.10,1.97,938
Punjab,Rabi,Moong,2021-2022,52.00,65.00,1250
Punjab,Total,Moong,2021-2022,54.10,66.97,1238
Rajasthan,Kharif,Moong,2021-2022,2560.67,906.48,354
Rajasthan,Total,Moong,2021-2022,2560.67,906.48,354
Tamil Nadu,Kharif,Moong,2021-2022,18.15,14.76,813
Tamil Nadu,Rabi,Moong,2021-2022,146.04,47.46,325
Tamil Nadu,Total,Moong,2021-2022,164.19,62.22,379
Telangana,Kharif,Moong,2021-2022,36.00,21.53,598
Telangana,Rabi,Moong,2021-2022,15.00,14.37,958
Telangana,Total,Moong,2021-2022,51.00,35.90,704
Tripura,Kharif,Moong,2021-2022,1.01,0.65,643
Tripura,Rabi,Moong,2021-2022,1.07,0.75,698
Tripura,Total,Moong,2021-2022,2.08,1.40,671
Uttar Pradesh,Kharif,Moong,2021-2022,38.00,13.60,358
Uttar Pradesh,Rabi,Moong,2021-2022,47.00,40.14,854
Uttar Pradesh,Total,Moong,2021-2022,85.00,53.74,632
West Bengal,Kharif,Moong,2021-2022,1.94,1.35,696
West Bengal,Rabi,Moong,2021-2022,71.84,54.52,759
West Bengal,Total,Moong,2021-2022,73.78,55.88,757
India,Kharif,Moong,2021-2022,3842.71,1480.31,385
India,Rabi,Moong,2021-2022,1707.82,1685.52,987
India,Total,Moong,2021-2022,5550.53,3165.83,570
