States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Bihar,Total,Moong,2004-2005,183.00,100.00,550
Chhattisgarh,Total,Moong,2004-2005,17.00,4.00,240
Gujarat,Total,Moong,2004-2005,177.00,73.00,414
Haryana,Total,Moong,2004-2005,30.00,11.00,383
Jammu & Kashmir,Total,Moong,2004-2005,2.00,1.00,474
Jharkhand,Total,Moong,2004-2005,12.00,6.00,526
Karnataka,Total,Moong,2004-2005,523.00,84.00,161
Madhya Pradesh,Total,Moong,2004-2005,89.00,29.00,324
Maharashtra,Total,Moong,2004-2005,664.00,230.00,346
Odisha,Total,Moong,2004-2005,195.00,44.00,223
Puducherry,Total,Moong,2004-2005,2.00,1.00,263
Punjab,Total,Moong,2004-2005,15.00,12.00,800
Rajasthan,Total,Moong,2004-2005,755.00,205.00,272
Tamil Nadu,Total,Moong,2004-2005,123.00,53.00,435
Tripura,Total,Moong,2004-2005,1.00,1.00,1000
Uttar Pradesh,Total,Moong,2004-2005,86.00,38.00,439
West Bengal,Total,Moong,2004-2005,12.00,4.00,376
India,Total,Moong,2004-2005,3341.00,1058.00,317
Andhra Pradesh,Kharif,Moong,2005-2006,252.00,125.00,495
Bihar,Kharif,Moong,2005-2006,8.00,5.00,627
Chhattisgarh,Kharif,Moong,2005-2006,10.00,3.00,273
Gujarat,Kharif,Moong,2005-2006,173.00,54.00,309
Haryana,Kharif,Moong,2005-2006,14.00,6.00,433
Jammu & Kashmir,Kharif,Moong,2005-2006,2.00,1.00,500
Jharkhand,Kharif,Moong,2005-2006,12.00,6.00,467
Karnataka,Kharif,Moong,2005-2006,393.00,87.00,221
Kerala,Kharif,Moong,2005-2006,1.00,1.00,750
Madhya Pradesh,Kharif,Moong,2005-2006,76.00,25.00,325
Maharashtra,Kharif,Moong,2005-2006,534.00,189.00,354
Odisha,Kharif,Moong,2005-2006,125.00,24.00,190
Punjab,Kharif,Moong,2005-2006,12.00,10.00,805
Rajasthan,Kharif,Moong,2005-2006,800.00,130.00,163
Tamil Nadu,Kharif,Moong,2005-2006,38.00,14.00,368
Tripura,Kharif,Moong,2005-2006,1.00,1.00,625
Uttar Pradesh,Kharif,Moong,2005-2006,29.00,8.00,267
West Bengal,Kharif,Moong,2005-2006,1.00,-,571
India,Kharif,Moong,2005-2006,2482.00,687.00,277
Andhra Pradesh,Rabi,Moong,2005-2006,133.00,42.00,316
Assam,Rabi,Moong,2005-2006,8.00,3.00,453
Bihar,Rabi,Moong,2005-2006,174.00,96.00,553
Chhattisgarh,Rabi,Moong,2005-2006,7.00,2.00,233
Gujarat,Rabi,Moong,2005-2006,27.00,18.00,667
Karnataka,Rabi,Moong,2005-2006,7.00,3.00,429
Madhya Pradesh,Rabi,Moong,2005-2006,3.00,1.00,281
Maharashtra,Rabi,Moong,2005-2006,12.00,5.00,408
Odisha,Rabi,Moong,2005-2006,132.00,43.00,321
Puducherry,Rabi,Moong,2005-2006,2.00,1.00,333
Tamil Nadu,Rabi,Moong,2005-2006,98.00,32.00,323
Uttar Pradesh,Rabi,Moong,2005-2006,40.00,28.00,712
West Bengal,Rabi,Moong,2005-2006,11.00,4.00,364
India,Rabi,Moong,2005-2006,627.00,260.00,414
Andhra Pradesh,Total,Moong,2005-2006,385.00,167.00,433
Assam,Total,Moong,2005-2006,8.00,3.00,453
Bihar,Total,Moong,2005-2006,182.00,101.00,556
Chhattisgarh,Total,Moong,2005-2006,17.00,4.00,256
Gujarat,Total,Moong,2005-2006,200.00,72.00,358
Haryana,Total,Moong,2005-2006,14.00,6.00,433
Jammu & Kashmir,Total,Moong,2005-2006,2.00,1.00,500
Jharkhand,Total,Moong,2005-2006,12.00,6.00,467
Karnataka,Total,Moong,2005-2006,400.00,90.00,225
Kerala,Total,Moong,2005-2006,1.00,1.00,750
Madhya Pradesh,Total,Moong,2005-2006,80.00,26.00,323
Maharashtra,Total,Moong,2005-2006,546.00,194.00,355
Odisha,Total,Moong,2005-2006,257.00,66.00,257
Puducherry,Total,Moong,2005-2006,2.00,1.00,333
Punjab,Total,Moong,2005-2006,12.00,10.00,805
Rajasthan,Total,Moong,2005-2006,800.00,130.00,163
Tamil Nadu,Total,Moong,2005-2006,137.00,46.00,336
Tripura,Total,Moong,2005-2006,1.00,1.00,636
Uttar Pradesh,Total,Moong,2005-2006,69.00,36.00,523
West Bengal,Total,Moong,2005-2006,12.00,5.00,400
India,Total,Moong,2005-2006,3109.00,946.00,304
Andhra Pradesh,Kharif,Moong,2006-2007,246.00,80.00,325
Bihar,Kharif,Moong,2006-2007,10.00,6.00,545
Chhattisgarh,Kharif,Moong,2006-2007,10.00,3.00,289
Gujarat,Kharif,Moong,2006-2007,214.00,64.00,299
Haryana,Kharif,Moong,2006-2007,17.00,8.00,447
Himachal Pradesh,Kharif,Moong,2006-2007,1.00,-,-
Jammu & Kashmir,Kharif,Moong,2006-2007,2.00,1.00,500
Jharkhand,Kharif,Moong,2006-2007,19.00,14.00,740
Karnataka,Kharif,Moong,2006-2007,440.00,52.00,118
Kerala,Kharif,Moong,2006-2007,1.00,1.00,1000
Madhya Pradesh,Kharif,Moong,2006-2007,77.00,26.00,332
Maharashtra,Kharif,Moong,2006-2007,573.00,236.00,412
Odisha,Kharif,Moong,2006-2007,108.00,23.00,212
Punjab,Kharif,Moong,2006-2007,12.00,11.00,870
Rajasthan,Kharif,Moong,2006-2007,756.00,270.00,357
Tamil Nadu,Kharif,Moong,2006-2007,19.00,25.00,1296
Tripura,Kharif,Moong,2006-2007,1.00,-,-
Uttar Pradesh,Kharif,Moong,2006-2007,42.00,17.00,405
West Bengal,Kharif,Moong,2006-2007,1.00,0.00,333
India,Kharif,Moong,2006-2007,2548.00,835.00,328
Andhra Pradesh,Rabi,Moong,2006-2007,148.00,64.00,432
Assam,Rabi,Moong,2006-2007,7.00,3.00,429
Bihar,Rabi,Moong,2006-2007,169.00,89.00,526
Chhattisgarh,Rabi,Moong,2006-2007,7.00,2.00,236
Gujarat,Rabi,Moong,2006-2007,82.00,35.00,427
Karnataka,Rabi,Moong,2006-2007,8.00,3.00,375
Madhya Pradesh,Rabi,Moong,2006-2007,3.00,1.00,241
Maharashtra,Rabi,Moong,2006-2007,12.00,5.00,415
Odisha,Rabi,Moong,2006-2007,127.00,34.00,270
Puducherry,Rabi,Moong,2006-2007,2.00,1.00,333
Tamil Nadu,Rabi,Moong,2006-2007,115.00,55.00,480
Uttar Pradesh,Rabi,Moong,2006-2007,36.00,19.00,528
West Bengal,Rabi,Moong,2006-2007,12.00,5.00,398
India,Rabi,Moong,2006-2007,646.00,280.00,434
Andhra Pradesh,Total,Moong,2006-2007,394.00,144.00,365
Assam,Total,Moong,2006-2007,7.00,3.00,429
Bihar,Total,Moong,2006-2007,179.00,94.00,527
Chhattisgarh,Total,Moong,2006-2007,17.00,5.00,266
Gujarat,Total,Moong,2006-2007,296.00,99.00,334
Haryana,Total,Moong,2006-2007,17.00,8.00,447
Himachal Pradesh,Total,Moong,2006-2007,1.00,-,-
Jammu & Kashmir,Total,Moong,2006-2007,2.00,1.00,500
Jharkhand,Total,Moong,2006-2007,19.00,14.00,740
Karnataka,Total,Moong,2006-2007,448.00,55.00,123
Kerala,Total,Moong,2006-2007,1.00,1.00,1000
Madhya Pradesh,Total,Moong,2006-2007,80.00,26.00,328
Maharashtra,Total,Moong,2006-2007,585.00,241.00,412
Odisha,Total,Moong,2006-2007,235.00,57.00,243
Puducherry,Total,Moong,2006-2007,2.00,1.00,333
Punjab,Total,Moong,2006-2007,12.00,11.00,870
Rajasthan,Total,Moong,2006-2007,756.00,270.00,357
Tamil Nadu,Total,Moong,2006-2007,134.00,80.00,595
Tripura,Total,Moong,2006-2007,1.00,1.00,1000
Uttar Pradesh,Total,Moong,2006-2007,78.00,36.00,462
West Bengal,Total,Moong,2006-2007,13.00,5.00,394
India,Total,Moong,2006-2007,3194.00,1115.00,349
Andhra Pradesh,Kharif,Moong,2007-2008,286.00,140.00,490
Bihar,Kharif,Moong,2007-2008,9.00,6.00,626
Chhattisgarh,Kharif,Moong,2007-2008,9.00,3.00,290
Gujarat,Kharif,Moong,2007-2008,209.00,114.00,545
Haryana,Kharif,Moong,2007-2008,18.00,8.00,429
Himachal Pradesh,Kharif,Moong,2007-2008,1.00,-,429
Jammu & Kashmir,Kharif,Moong,2007-2008,1.00,-,444
Jharkhand,Kharif,Moong,2007-2008,15.00,9.00,573
Karnataka,Kharif,Moong,2007-2008,521.00,108.00,207
Kerala,Kharif,Moong,2007-2008,1.00,1.00,1000
Madhya Pradesh,Kharif,Moong,2007-2008,77.00,26.00,339
Maharashtra,Kharif,Moong,2007-2008,661.00,367.00,555
Odisha,Kharif,Moong,2007-2008,119.00,24.00,203
Punjab,Kharif,Moong,2007-2008,12.00,8.00,718
Rajasthan,Kharif,Moong,2007-2008,1060.00,417.00,393
Tamil Nadu,Kharif,Moong,2007-2008,19.00,15.00,762
Uttar Pradesh,Kharif,Moong,2007-2008,31.00,6.00,194
West Bengal,Kharif,Moong,2007-2008,1.00,-,600
India,Kharif,Moong,2007-2008,3049.00,1251.00,410
Andhra Pradesh,Rabi,Moong,2007-2008,152.00,52.00,342
Assam,Rabi,Moong,2007-2008,8.00,4.00,500
Bihar,Rabi,Moong,2007-2008,163.00,111.00,683
Chhattisgarh,Rabi,Moong,2007-2008,7.00,2.00,235
Gujarat,Rabi,Moong,2007-2008,10.00,8.00,800
Karnataka,Rabi,Moong,2007-2008,9.00,3.00,333
Madhya Pradesh,Rabi,Moong,2007-2008,3.00,1.00,258
Maharashtra,Rabi,Moong,2007-2008,13.00,5.00,385
Odisha,Rabi,Moong,2007-2008,148.00,39.00,263
Puducherry,Rabi,Moong,2007-2008,2.00,-,136
Tamil Nadu,Rabi,Moong,2007-2008,139.00,33.00,238
Uttar Pradesh,Rabi,Moong,2007-2008,32.00,20.00,625
West Bengal,Rabi,Moong,2007-2008,2.00,1.00,647
India,Rabi,Moong,2007-2008,678.00,271.00,400
Andhra Pradesh,Total,Moong,2007-2008,438.00,192.00,438
Assam,Total,Moong,2007-2008,8.00,4.00,500
Bihar,Total,Moong,2007-2008,172.00,117.00,680
Chhattisgarh,Total,Moong,2007-2008,16.00,4.00,267
Gujarat,Total,Moong,2007-2008,219.00,122.00,557
Haryana,Total,Moong,2007-2008,18.00,8.00,429
Himachal Pradesh,Total,Moong,2007-2008,1.00,-,429
Jammu & Kashmir,Total,Moong,2007-2008,1.00,-,444
Jharkhand,Total,Moong,2007-2008,15.00,9.00,573
Karnataka,Total,Moong,2007-2008,530.00,111.00,209
Kerala,Total,Moong,2007-2008,1.00,1.00,1000
Madhya Pradesh,Total,Moong,2007-2008,80.00,27.00,335
Maharashtra,Total,Moong,2007-2008,674.00,372.00,552
Odisha,Total,Moong,2007-2008,267.00,63.00,236
Puducherry,Total,Moong,2007-2008,2.00,-,136
Punjab,Total,Moong,2007-2008,12.00,8.00,718
Rajasthan,Total,Moong,2007-2008,1060.00,417.00,393
Tamil Nadu,Total,Moong,2007-2008,159.00,48.00,302
Uttar Pradesh,Total,Moong,2007-2008,63.00,26.00,413
West Bengal,Total,Moong,2007-2008,2.00,1.00,636
India,Total,Moong,2007-2008,3727.00,1523.00,409
Andhra Pradesh,Kharif,Moong,2008-2009,207.00,92.00,444
Bihar,Kharif,Moong,2008-2009,9.00,6.00,651
Chhattisgarh,Kharif,Moong,2008-2009,9.00,2.00,264
Gujarat,Kharif,Moong,2008-2009,162.00,70.00,432
Haryana,Kharif,Moong,2008-2009,15.00,7.00,493
Jammu & Kashmir,Kharif,Moong,2008-2009,1.00,1.00,556
Jharkhand,Kharif,Moong,2008-2009,15.00,9.00,582
Karnataka,Kharif,Moong,2008-2009,266.00,35.00,132
Kerala,Kharif,Moong,2008-2009,1.00,1.00,1000
Madhya Pradesh,Kharif,Moong,2008-2009,76.00,27.00,353
Maharashtra,Kharif,Moong,2008-2009,427.00,106.00,248
Odisha,Kharif,Moong,2008-2009,108.00,24.00,224
Punjab,Kharif,Moong,2008-2009,9.00,8.00,888
Rajasthan,Kharif,Moong,2008-2009,886.00,373.00,421
Tamil Nadu,Kharif,Moong,2008-2009,17.00,7.00,443
Uttar Pradesh,Kharif,Moong,2008-2009,31.00,11.00,355
West Bengal,Kharif,Moong,2008-2009,1.00,0.00,600
India,Kharif,Moong,2008-2009,2238.00,779.00,348
Andhra Pradesh,Rabi,Moong,2008-2009,113.00,44.00,389
Assam,Rabi,Moong,2008-2009,6.00,3.00,464
Bihar,Rabi,Moong,2008-2009,163.00,109.00,669
Chhattisgarh,Rabi,Moong,2008-2009,7.00,2.00,232
Gujarat,Rabi,Moong,2008-2009,12.00,8.00,667
Karnataka,Rabi,Moong,2008-2009,8.00,2.00,250
Madhya Pradesh,Rabi,Moong,2008-2009,3.00,1.00,250
Maharashtra,Rabi,Moong,2008-2009,9.00,3.00,333
Odisha,Rabi,Moong,2008-2009,125.00,37.00,291
Puducherry,Rabi,Moong,2008-2009,1.00,-,167
Tamil Nadu,Rabi,Moong,2008-2009,122.00,24.00,197
Uttar Pradesh,Rabi,Moong,2008-2009,34.00,25.00,735
West Bengal,Rabi,Moong,2008-2009,14.00,7.00,518
India,Rabi,Moong,2008-2009,604.00,256.00,423
Andhra Pradesh,Total,Moong,2008-2009,320.00,136.00,425
Assam,Total,Moong,2008-2009,6.00,3.00,464
Bihar,Total,Moong,2008-2009,171.00,115.00,668
Chhattisgarh,Total,Moong,2008-2009,16.00,4.00,250
Gujarat,Total,Moong,2008-2009,174.00,78.00,448
Haryana,Total,Moong,2008-2009,15.00,7.00,493
Jammu & Kashmir,Total,Moong,2008-2009,1.00,1.00,556
Jharkhand,Total,Moong,2008-2009,15.00,9.00,582
Karnataka,Total,Moong,2008-2009,274.00,37.00,135
Kerala,Total,Moong,2008-2009,1.00,1.00,1000
Madhya Pradesh,Total,Moong,2008-2009,79.00,28.00,349
Maharashtra,Total,Moong,2008-2009,436.00,109.00,250
Odisha,Total,Moong,2008-2009,234.00,61.00,260
Puducherry,Total,Moong,2008-2009,1.00,-,167
Punjab,Total,Moong,2008-2009,9.00,8.00,888
Rajasthan,Total,Moong,2008-2009,886.00,373.00,421
Tamil Nadu,Total,Moong,2008-2009,139.00,31.00,227
Uttar Pradesh,Total,Moong,2008-2009,65.00,36.00,554
West Bengal,Total,Moong,2008-2009,14.00,7.00,521
India,Total,Moong,2008-2009,2843.00,1035.00,364
Andhra Pradesh,Kharif,Moong,2009-2010,205.00,21.00,102
Bihar,Kharif,Moong,2009-2010,8.00,6.00,656
Chhattisgarh,Kharif,Moong,2009-2010,9.00,2.00,253
Gujarat,Kharif,Moong,2009-2010,165.00,59.00,358
Haryana,Kharif,Moong,2009-2010,13.00,7.00,538
Jammu & Kashmir,Kharif,Moong,2009-2010,1.00,-,460
Jharkhand,Kharif,Moong,2009-2010,14.00,8.00,550
Karnataka,Kharif,Moong,2009-2010,370.00,44.00,119
Kerala,Kharif,Moong,2009-2010,1.00,1.00,1000
Madhya Pradesh,Kharif,Moong,2009-2010,82.00,28.00,339
Maharashtra,Kharif,Moong,2009-2010,428.00,142.00,332
Odisha,Kharif,Moong,2009-2010,142.00,32.00,226
Punjab,Kharif,Moong,2009-2010,7.00,6.00,914
Rajasthan,Kharif,Moong,2009-2010,923.00,44.00,48
Tamil Nadu,Kharif,Moong,2009-2010,19.00,10.00,515
Uttar Pradesh,Kharif,Moong,2009-2010,72.00,32.00,444
West Bengal,Kharif,Moong,2009-2010,2.00,2.00,836
India,Kharif,Moong,2009-2010,2462.00,444.00,180
Andhra Pradesh,Rabi,Moong,2009-2010,101.00,41.00,406
Assam,Rabi,Moong,2009-2010,7.00,3.00,464
Bihar,Rabi,Moong,2009-2010,155.00,79.00,510
Chhattisgarh,Rabi,Moong,2009-2010,-,2.00,-
Gujarat,Rabi,Moong,2009-2010,21.00,15.00,714
Karnataka,Rabi,Moong,2009-2010,9.00,3.00,333
Madhya Pradesh,Rabi,Moong,2009-2010,3.00,1.00,269
Maharashtra,Rabi,Moong,2009-2010,10.00,3.00,323
Odisha,Rabi,Moong,2009-2010,148.00,47.00,315
Puducherry,Rabi,Moong,2009-2010,1.00,-,-
Tamil Nadu,Rabi,Moong,2009-2010,119.00,38.00,317
Uttar Pradesh,Rabi,Moong,2009-2010,34.00,25.00,735
West Bengal,Rabi,Moong,2009-2010,15.00,8.00,510
India,Rabi,Moong,2009-2010,630.00,264.00,419
Andhra Pradesh,Total,Moong,2009-2010,306.00,62.00,203
Assam,Total,Moong,2009-2010,7.00,3.00,464
Bihar,Total,Moong,2009-2010,163.00,84.00,518
Chhattisgarh,Total,Moong,2009-2010,9.00,4.00,448
Gujarat,Total,Moong,2009-2010,186.00,74.00,398
Haryana,Total,Moong,2009-2010,13.00,7.00,538
Jammu & Kashmir,Total,Moong,2009-2010,1.00,-,460
Jharkhand,Total,Moong,2009-2010,14.00,8.00,550
Karnataka,Total,Moong,2009-2010,379.00,47.00,124
Kerala,Total,Moong,2009-2010,1.00,1.00,1000
Madhya Pradesh,Total,Moong,2009-2010,84.00,28.00,337
Maharashtra,Total,Moong,2009-2010,438.00,145.00,332
Odisha,Total,Moong,2009-2010,290.00,79.00,271
Puducherry,Total,Moong,2009-2010,1.00,-,-
Punjab,Total,Moong,2009-2010,7.00,6.00,914
Rajasthan,Total,Moong,2009-2010,923.00,44.00,48
Tamil Nadu,Total,Moong,2009-2010,138.00,48.00,345
Uttar Pradesh,Total,Moong,2009-2010,106.00,57.00,538
West Bengal,Total,Moong,2009-2010,17.00,9.00,550
India,Total,Moong,2009-2010,3091.00,707.00,229
Andhra Pradesh,Kharif,Moong,2010-2011,66.00,17.00,258
Bihar,Kharif,Moong,2010-2011,9.00,6.00,656
Chhattisgarh,Kharif,Moong,2010-2011,9.00,3.00,280
Gujarat,Kharif,Moong,2010-2011,177.00,89.00,503
Haryana,Kharif,Moong,2010-2011,22.00,12.00,545
Jammu & Kashmir,Kharif,Moong,2010-2011,1.00,-,-
Jharkhand,Kharif,Moong,2010-2011,47.00,23.00,501
Karnataka,Kharif,Moong,2010-2011,391.00,108.00,276
Madhya Pradesh,Kharif,Moong,2010-2011,96.00,34.00,358
Maharashtra,Kharif,Moong,2010-2011,554.00,372.00,671
Odisha,Kharif,Moong,2010-2011,104.00,24.00,230
Punjab,Kharif,Moong,2010-2011,8.00,6.00,808
Rajasthan,Kharif,Moong,2010-2011,1050.00,653.00,621
Tamil Nadu,Kharif,Moong,2010-2011,28.00,18.00,637
Telangana,Kharif,Moong,2010-2011,195.00,105.00,538
Uttar Pradesh,Kharif,Moong,2010-2011,89.00,62.00,697
West Bengal,Kharif,Moong,2010-2011,1.00,1.00,705
India,Kharif,Moong,2010-2011,2848.00,1533.00,538
Andhra Pradesh,Rabi,Moong,2010-2011,101.00,35.00,349
Assam,Rabi,Moong,2010-2011,9.00,4.00,456
Bihar,Rabi,Moong,2010-2011,163.00,98.00,600
Chhattisgarh,Rabi,Moong,2010-2011,7.00,2.00,231
Gujarat,Rabi,Moong,2010-2011,102.00,62.00,608
Karnataka,Rabi,Moong,2010-2011,11.00,3.00,273
Madhya Pradesh,Rabi,Moong,2010-2011,3.00,1.00,212
Maharashtra,Rabi,Moong,2010-2011,4.00,2.00,500
Odisha,Rabi,Moong,2010-2011,184.00,61.00,333
Puducherry,Rabi,Moong,2010-2011,2.00,1.00,467
Tamil Nadu,Rabi,Moong,2010-2011,144.00,40.00,278
Telangana,Rabi,Moong,2010-2011,16.00,9.00,550
West Bengal,Rabi,Moong,2010-2011,17.00,12.00,690
India,Rabi,Moong,2010-2011,763.00,329.00,431
Andhra Pradesh,Total,Moong,2010-2011,167.00,52.00,313
Assam,Total,Moong,2010-2011,9.00,4.00,456
Bihar,Total,Moong,2010-2011,172.00,104.00,603
Chhattisgarh,Total,Moong,2010-2011,16.00,4.00,259
Gujarat,Total,Moong,2010-2011,279.00,151.00,541
Haryana,Total,Moong,2010-2011,22.00,12.00,545
Jammu & Kashmir,Total,Moong,2010-2011,1.00,-,-
Jharkhand,Total,Moong,2010-2011,47.00,23.00,501
Karnataka,Total,Moong,2010-2011,402.00,111.00,276
Madhya Pradesh,Total,Moong,2010-2011,99.00,35.00,353
Maharashtra,Total,Moong,2010-2011,558.00,374.00,670
Odisha,Total,Moong,2010-2011,288.00,85.00,296
Puducherry,Total,Moong,2010-2011,2.00,1.00,467
Punjab,Total,Moong,2010-2011,8.00,6.00,808
Rajasthan,Total,Moong,2010-2011,1050.00,653.00,621
Tamil Nadu,Total,Moong,2010-2011,172.00,58.00,336
Telangana,Total,Moong,2010-2011,211.00,114.00,539
Uttar Pradesh,Total,Moong,2010-2011,89.00,62.00,697
West Bengal,Total,Moong,2010-2011,18.00,12.00,691
India,Total,Moong,2010-2011,3610.00,1862.00,516
Andhra Pradesh,Kharif,Moong,2011-2012,20.00,12.00,593
Bihar,Kharif,Moong,2011-2012,8.00,5.00,605
Chhattisgarh,Kharif,Moong,2011-2012,9.00,2.00,261
Gujarat,Kharif,Moong,2011-2012,200.00,88.00,440
Haryana,Kharif,Moong,2011-2012,10.00,4.00,400
Jammu & Kashmir,Kharif,Moong,2011-2012,2.00,1.00,580
Jharkhand,Kharif,Moong,2011-2012,15.00,10.00,654
Karnataka,Kharif,Moong,2011-2012,284.00,70.00,246
Madhya Pradesh,Kharif,Moong,2011-2012,85.00,21.00,252
Maharashtra,Kharif,Moong,2011-2012,433.00,254.00,587
Odisha,Kharif,Moong,2011-2012,67.00,14.00,206
Punjab,Kharif,Moong,2011-2012,7.00,5.00,714
Rajasthan,Kharif,Moong,2011-2012,1272.00,647.00,509
Tamil Nadu,Kharif,Moong,2011-2012,27.00,19.00,714
Telangana,Kharif,Moong,2011-2012,132.00,70.00,531
Uttar Pradesh,Kharif,Moong,2011-2012,38.00,16.00,421
West Bengal,Kharif,Moong,2011-2012,1.00,1.00,722
India,Kharif,Moong,2011-2012,2609.00,1239.00,475
Andhra Pradesh,Rabi,Moong,2011-2012,116.00,69.00,595
Assam,Rabi,Moong,2011-2012,7.00,3.00,463
Bihar,Rabi,Moong,2011-2012,147.00,88.00,600
Chhattisgarh,Rabi,Moong,2011-2012,7.00,2.00,233
Gujarat,Rabi,Moong,2011-2012,66.00,33.00,500
Haryana,Rabi,Moong,2011-2012,56.00,20.00,357
Karnataka,Rabi,Moong,2011-2012,9.00,3.00,333
Madhya Pradesh,Rabi,Moong,2011-2012,4.00,1.00,216
Maharashtra,Rabi,Moong,2011-2012,3.00,1.00,443
Odisha,Rabi,Moong,2011-2012,147.00,48.00,323
Rajasthan,Rabi,Moong,2011-2012,9.00,9.00,947
Tamil Nadu,Rabi,Moong,2011-2012,137.00,66.00,480
Telangana,Rabi,Moong,2011-2012,15.00,11.00,733
Uttar Pradesh,Rabi,Moong,2011-2012,35.00,30.00,857
West Bengal,Rabi,Moong,2011-2012,17.00,11.00,641
India,Rabi,Moong,2011-2012,778.00,395.00,508
Andhra Pradesh,Total,Moong,2011-2012,136.00,81.00,595
Assam,Total,Moong,2011-2012,7.00,3.00,463
Bihar,Total,Moong,2011-2012,155.00,93.00,600
Chhattisgarh,Total,Moong,2011-2012,17.00,4.00,248
Gujarat,Total,Moong,2011-2012,266.00,121.00,455
Haryana,Total,Moong,2011-2012,66.00,24.00,364
Jammu & Kashmir,Total,Moong,2011-2012,2.00,1.00,580
Jharkhand,Total,Moong,2011-2012,15.00,10.00,654
Karnataka,Total,Moong,2011-2012,293.00,73.00,249
Madhya Pradesh,Total,Moong,2011-2012,88.00,22.00,250
Maharashtra,Total,Moong,2011-2012,436.00,255.00,586
Odisha,Total,Moong,2011-2012,214.00,61.00,287
Punjab,Total,Moong,2011-2012,7.00,5.00,714
Rajasthan,Total,Moong,2011-2012,1281.00,656.00,512
Tamil Nadu,Total,Moong,2011-2012,164.00,85.00,519
Telangana,Total,Moong,2011-2012,147.00,81.00,552
Uttar Pradesh,Total,Moong,2011-2012,73.00,46.00,630
West Bengal,Total,Moong,2011-2012,18.00,12.00,645
India,Total,Moong,2011-2012,3387.00,1634.00,483
Andhra Pradesh,Kharif,Moong,2012-2013,15.00,7.00,467
Bihar,Kharif,Moong,2012-2013,9.00,7.00,812
Chhattisgarh,Kharif,Moong,2012-2013,11.00,3.00,306
Gujarat,Kharif,Moong,2012-2013,92.00,40.00,435
Haryana,Kharif,Moong,2012-2013,15.00,8.00,503
Jammu & Kashmir,Kharif,Moong,2012-2013,2.00,1.00,532
Jharkhand,Kharif,Moong,2012-2013,27.00,17.00,631
Karnataka,Kharif,Moong,2012-2013,169.00,51.00,302
Madhya Pradesh,Kharif,Moong,2012-2013,84.00,40.00,472
Maharashtra,Kharif,Moong,2012-2013,431.00,211.00,490
Odisha,Kharif,Moong,2012-2013,121.00,33.00,276
Punjab,Kharif,Moong,2012-2013,5.00,5.00,882
Rajasthan,Kharif,Moong,2012-2013,790.00,234.00,296
Tamil Nadu,Kharif,Moong,2012-2013,25.00,7.00,261
Telangana,Kharif,Moong,2012-2013,136.00,100.00,735
Uttar Pradesh,Kharif,Moong,2012-2013,40.00,20.00,500
West Bengal,Kharif,Moong,2012-2013,2.00,1.00,933
India,Kharif,Moong,2012-2013,1975.00,786.00,398
Andhra Pradesh,Rabi,Moong,2012-2013,113.00,77.00,681
Assam,Rabi,Moong,2012-2013,10.00,6.00,587
Bihar,Rabi,Moong,2012-2013,148.00,92.00,624
Chhattisgarh,Rabi,Moong,2012-2013,7.00,2.00,235
Gujarat,Rabi,Moong,2012-2013,23.00,11.00,478
Haryana,Rabi,Moong,2012-2013,73.00,46.00,630
Karnataka,Rabi,Moong,2012-2013,6.00,1.00,167
Madhya Pradesh,Rabi,Moong,2012-2013,4.00,1.00,342
Maharashtra,Rabi,Moong,2012-2013,4.00,1.00,400
Odisha,Rabi,Moong,2012-2013,159.00,54.00,341
Puducherry,Rabi,Moong,2012-2013,1.00,-,-
Punjab,Rabi,Moong,2012-2013,50.00,39.00,790
Tamil Nadu,Rabi,Moong,2012-2013,93.00,27.00,290
Telangana,Rabi,Moong,2012-2013,14.00,10.00,720
Uttar Pradesh,Rabi,Moong,2012-2013,38.00,31.00,816
West Bengal,Rabi,Moong,2012-2013,2.00,1.00,707
India,Rabi,Moong,2012-2013,744.00,401.00,539
Andhra Pradesh,Total,Moong,2012-2013,128.00,84.00,656
Assam,Total,Moong,2012-2013,10.00,6.00,587
Bihar,Total,Moong,2012-2013,156.00,99.00,635
Chhattisgarh,Total,Moong,2012-2013,18.00,5.00,278
Gujarat,Total,Moong,2012-2013,115.00,51.00,443
Haryana,Total,Moong,2012-2013,88.00,54.00,608
Jammu & Kashmir,Total,Moong,2012-2013,2.00,1.00,532
Jharkhand,Total,Moong,2012-2013,27.00,17.00,631
Karnataka,Total,Moong,2012-2013,175.00,52.00,297
Madhya Pradesh,Total,Moong,2012-2013,88.00,41.00,466
Maharashtra,Total,Moong,2012-2013,435.00,212.00,489
Odisha,Total,Moong,2012-2013,281.00,88.00,313
Puducherry,Total,Moong,2012-2013,1.00,-,-
Punjab,Total,Moong,2012-2013,55.00,44.00,799
Rajasthan,Total,Moong,2012-2013,790.00,234.00,296
Tamil Nadu,Total,Moong,2012-2013,118.00,34.00,284
Telangana,Total,Moong,2012-2013,150.00,110.00,734
Uttar Pradesh,Total,Moong,2012-2013,78.00,51.00,654
West Bengal,Total,Moong,2012-2013,3.00,3.00,805
India,Total,Moong,2012-2013,2719.00,1186.00,436
Andaman & Nicobar Islands,Rabi,Moong,2013-2014,0.32,0.14,438
Andhra Pradesh,Kharif,Moong,2013-2014,17.35,43.81,2525
Andhra Pradesh,Rabi,Moong,2013-2014,116.91,72.94,624
